ENGLISH,ENGLISH
"Hey there, Jules.","Hola, Jules."
"Oh, hi \n[8]!\! Great to see you.","¡Ah, hola, \n[8]!\! Me alegro de verte."
I'm pretty relieved that you and I ended up on the same team.\! Not sure if I would have made it through the Academy without you.,Es todo un alivio saber que tú y yo hemos acabado en mismo bando.\! No sé si hubiera logrado entrar en la academia sin ti.
"Yeah, I'm glad we got assigned to the same campaign, too!\! Lucky break, huh?","¡Sí, yo también me alegro de que nos hayan asignado la misma campaña!\! Hemos tenido suerte, ¿no crees?"
"So, what it's been like for you growing up in Veridia, as a Sayunaari?","Bueno, cuéntame cómo fue crecer en Veridia, como sayunaari."
"Well, I feel very fortunate.\! My adoptive parents made sure I didn't grow up without knowing about my Sayunaari heritage.\! It sounds like such a wonderous place...","La verdad, tuve suerte.\! Mis padres adoptivos se aseguraron de que conociera mi legado sayunaari.\! Suena a un sitio maravilloso..."
"Yeah, shame, outsiders can't show their face there anymore without being turned away.\! They lost so much during the Succession War, and for basically nothing.","Sí, lástima que los forasteros ya no puedan dejarse ver por ahí sin que les obliguen a dar media vuelta.\! Perdieron demasiado durante la Guerra de Sucesión, básicamente para nada."
"They are protective of their way of life, so say my parents!",¡Mis padres dicen que solo intentan proteger sus costumbres!
Maybe Veridia's leaders could learn a thing or two from that.\! I can't imagine what good is to come from the attacks on the Donari Temples.\! Most Veridians are devotees of Donar... it's as if they're trying to provoke people.\! Eh... I know you don't like this sort of thing.,Los líderes de Veridia deberían aprender un poco de ellos.\! No concibo qué bien pueden hacer los ataques contra los Templarios de Donar.\! La mayoría de los veridianos adoran a Donar... Es como si estuvieran intentando provocarlos.\! Oh... Sé que estas cosas no te gustan.
"It's okay. You usually go over my head with this stuff, but I like listening to it anyway.\! You're great company, \n[8]!","No pasa nada. Sueles tratar estos temas con mis superiores, pero me gusta escuchar.\! ¡Me encanta tu compañía, \n[8]!"
"Haha, sometimes I don't understand your optimism, but I sure appreciate it.","¡Ja,ja! A veces no entiendo tu optimismo, pero te aseguro que me encanta."
