ENGLISH,ENGLISH
Chapter 15: Westerfield Escape,Capítulo 15: Huida de Campoeste
"We'll get 'im, Diana.\! Just like we'll save all of 'em from these bastards.","Acabaremos con él, Diana.\! Y también los salvaremos a todos de esos malnacidos."
"...All in due time.\! Now we must escape to the safety of Centurion's Rest.\! If we can cross the bridge to the east, we can destroy it, and cut off the Imperial army's advance.","... En su debido momento.\! Ahora debemos llegar hasta Descanso del Centurión para ponerlos a salvo.\! Si cruzamos el puente que hay al este, podremos destruirlo para cortar el paso al ejército imperial."
"They're using the river as their escape route.\! Do not harm the children, but the rebel fighters are forsaken.","Van a usar el río para escapar.\! No hagáis daño a los niños, pero no mostréis piedad hacia los guerreros rebeldes."
"You hear that, boys? That masked freak show wants us to go easy on these snot-nosed little goblins.\! Ignore him, our orders come from the Emperor! Slay them!","¿Habéis oído eso, chicos? Este engendro enmascarado quiere que seamos buenos con esos pequeñajos.\! Ignórale, ¡nuestras órdenes proceden del emperador! ¡Masacradlos!"
"Do not engage the black knight!\! Everyone, move, on the double!","¡No os enfrentéis con el caballero negro!\! ¡Vamos, moveos! ¡A paso ligero!"
We can't destroy the bridge until it's clear!,¡No podemos destruir el puente si alguien lo está cruzando!
"If we destroy the bridge, any children still out there will be stuck on the other side.","Si destruimos el puente, cualquier niño que quede ahí fuera quedará atrapado en el otro lado."
Yes,Sí
No,No
