ENGLISH,ENGLISH
Chapter 8: Marooned,Capítulo 8: Aislados
"Narima, you mentioned you were familiar with these lands.\! Looks pretty treacherous...","Narima, dijiste que conocías bien estas tierras.\! Parecen de lo más peligrosas."
"The winds were not kind to us, \n[8], for this is a very inhospitable place.\! There is little room to maneuver an army through the swamp, but the land on the other side of the mountains is clear.","Los vientos no nos han favorecido, \n[8]. Estamos en un lugar de lo más inhóspito.\! Hay poco espacio para maniobrar todo un ejército por el pantano, pero el terreno al otro lado de las montañas parece despejado."
...\| We can't let the Tidereavers get away with their slave trade.\! We have a chance to stop them here.,...\| No podemos dejar que los Cazamareas sigan con la trata de esclavos.\! Tenemos una oportunidad de detenerlos.
You wish to cross through the swamp??,¿Pretendes cruzar el pantano?
"Yes, but we will cover more ground if we split up.\! Diana, can you lead a group on East side of the mountains?","Sí, pero cubriremos más terreno si nos separamos.\! Diana, ¿podrías dirigir un ejército al este de las montañas?"
"Your judgement has not failed us thus far.\! Yes, please decide who will go with me.","Tus decisiones han sido siempre acertadas hasta ahora.\! Está bien, dime quién quieres que venga conmigo."
"These lands are not suited for the city-dwelling humans.\! I am called Raskuja, and for small fee of 3000 human gold coins, Raskuja will become your guide and protector.","Estas tierras no ser aptas para humanos de ciudad.\! Yo llamar Raskuja y por módico precio de 3000 monedas de oro humanas, Raskuja serrr tu guía y protectorrr."
"3,000 for one mercenary?!",¡¿3000 monedas por un mercenario?!
"Blue-haired human has not met Barek Tor, mmm?\! We become Mercenary for many of your years.\! Pay once, and Raskuja slay all enemies of blue-haired human.\! Raskuja is deadly killer - swift as wind, strong like mountain, strike like fire.","Persona de pelo azul no conocer Barek Tor, ¿no?\! Nosotros convertir en mercenarios por muchos años.\! Pagarrr una vez y Raskuja matar a todos tus enemigos.\! Raskuja ser asesino letal, veloz como viento, fuerrrte como montaña y feroz como fuego."
You're hired!,"¡Vale, contratado!"
"No, thanks.","No, gracias."
"Sorry, friend, our finances are a little tight at the moment...","Lo siento, amigo, pero estamos algo justos de dinero últimamente."
"Blue-haired human is brave, perhaps foolish.\! But Raskuja like this one, he hopes enemies of blue-haired human are not to be paying Raskuja first...","Persona de pelo azul ser valiente, tal vez idiota.\! Pero a Raskuja gustarrr. Esperar que enemigos de persona de pelo azul no pagarrr a Raskuja antes."
"...You'd better be worth it, Raskuja.\! Please, help us out with these damn swamps.\! Blue-haired human's name is \n[8].","Espero que las valgas, Raskuja.\! Anda, ayúdanos a salir de este maldito pantano.\! Me llamo \n[8], por cierto."
"\n[8] is very smart human.\! Raskuja worth far more than few clinks of human money.\! Show Raskuja who to kill, and so he shall to be doing it.", \n[8]ser persona muy lista.\! Raskuja valerrr más que unas cuantas insignificantes monedas humanas.\! Mostrar a Raskuja a quien matarrr y él hacerlo sin más.
Enemy reinforcements from the East... more mercenaries?!\! They seem determined to reach \n[8]'s position.\! We can cut off their advance before they reach the swamp.,Refuerzos enemigos del este... ¡¿Más mercenarios?!\! Parecen dispuestos a ir a por \n[8].\! Cortaremos su avance antes de que lleguen al pantano.
