ENGLISH,ENGLISH
Chapter 10: To War,Capítulo 10: Hacia la guerra
"This is the great Duchy of Isanter?\! Our greatest rival for generations?\! What a joke.\! Commander, send all units to their capital at once!","¿Este es el gran ducado de Isanter?\! ¿Nuestro gran rival durante generaciones?\! Menudo chiste.\! Comandante, ¡envíe todas las unidades a su capital de inmediato!"
"Diana, is the Temple prepared to go to war against Rimorgue?","Diana, ¿los Templarios está preparados para ir a la guerra contra Rimorgue?"
This war is upon us whether we are prepared or not.\! Isanter is the only thing standing between us and ruin.\! We must not let their capital fall.,"Ya estamos inmersos en esta guerra, estemos preparados o no.\! Isanter es lo único que se interpone entre nosotros y la perdición.\! No podemos permitir que su capital caiga."
"Got it.\! We need to push south and waste no time while we're at it.\! If we can retake Trucea from the Eastern armies, all the better.","Entiendo.\! Tenemos que avanzar hacia el sur, y debemos hacerlo cuanto antes.\! Si conseguimos arrebatar Trucea a los ejércitos orientales, mejor que mejor."
"Hello again, blue-haired human.","Hola otra vez, pelo azul."
Uh oh.\! I hope you haven't found a job with the Rimorgue Army...,Vaya...\! Espero que no hayas encontrado un puesto en el Ejército de Rimorgue...
"Raskuja did makings an offer to the one called Terenor, but Raskuja did not care for that one's personality.\! The blue-haired human is to be being more favorable to be conversing with.","Raskuja realizar oferta al que llaman Terenor, pero Raskuja no importar ese personalmente.\! Conversación con pelo azul ser más agradable."
"Oh... well, thanks!","Oh, vaya, ¡gracias!"
"Raskuja offers his services to the blue-haired human free of charge.\! But he is to be expecting much reward when human civil war comes to its end.\! If blue-haired human refuses, it would be to be having much foolishness.",Raskuja ofrecer servicios gratis a pelo azul.\! Pero esperar recibir gran recompensa cuando guerra civil de humanos terminar.\! Ser gran estupidez si pelo azul rechazar.
"Can't argue with that, cat.\! You've got yourself a deal!\! If you're as good as you say, I'm sure Duke Lothair will make it worth your trouble.\! Blue-haired human's name is to be being \n[8].","En eso estamos de acuerdo, gato.\! ¡Trato hecho!\! Si eres tan bueno como afirmas ser, no me cabe duda de que el duque Lothair te dará una buena recompensa.\! Pelo azul llamarse \n[8]."
"\n[8] shows great wisdom.\! Humans watch, you are to be learning what elite Barek Tor mercenary can do."," \n[8]mostrar gran sabiduría.\! ¡Humanos, observar! ¡Pronto ver lo que mercenario barek tor de élite poder hacer!"
