ENGLISH,ENGLISH
Hello again Diana...,"Hola de nuevo, Diana."
...Snuck up on me there.\! ...How long have you been there?,Menudo susto me has dado.\! ... ¿Cuánto rato llevas ahí?
"Aha, is that for me?\! Me like eat.","Vaya, ¿es para mí?\! Me encanta comer."
"Heh...\| Yes, I've attempted to extend our supplies by using fewer base ingredients, while mixing in some local flora.","Je, je...\| Sí, estoy intentando estirar las provisiones, usando menos ingredientes básicos y mezclándolos con la flora local."
"By Donar, you are too kind to me. You don't have to keep this up...","Por Donar, agradezco tu generosidad. Pero no es necesario, de verdad..."
But my muscles do appreciate it.,Aunque mis músculos lo agradecen.
...Yes big...\| I-I mean!!\| I'm sure they...,"Sí, son grand...\| ¡Q-quiero decir...!\| Seguro que..."
"Yep, thought so.","Sí, eso parece."
"It's just...\| No, I don't mean to... It's just who you are... you're just a mystery to me.","Es solo que...\| No, no pretendo... Es solo que eres... un misterio para mí."
"Mmhmm. I suppose, for your sake, I will have to convince myself that it is my ""mysterious personality"" that has you fixated.","Ummm. Supongo que, por tu bien, tendré que convencerme de que lo que te obsesiona es mi «personalidad misteriosa»."
Heh... yeah.\| I shall now hide for the rest of my life. Good day.,"Je, je... Sí.\| Ahora me esconderé durante el resto del vida. Que tengas un buen día."
