ENGLISH,ENGLISH
"Barnabas Fitch, the former Master Sergeant of the Imperial Army.\! After decades of being a soldier, he finally retires to his ranch in Melmonde country.\! Approached many times with offers to join the New Republic, Barnabas rejects, preferring the simple life.","Barnabas Fitch, ex sargento mayor del Ejército Imperial.\! Tras décadas de servicio militar, finalmente decide retirarse a su granja de Melmonde.\! Recibió repetidas ofertas para unirse a la Nueva República, pero rechazó todas y cada una de ellas y optó por llevar una vida más tranquila."
"Barnabas and Sybil had grown close during the Nephilim War.\! Within Sybil is a miracle...\| a son who, with his two future brothers, will be Barnabas's greatest joy until the end of his days.","Barnabas y Sybil estrecharon lazos durante la Guerra de los Nefilim.\! Un milagro brota en el vientre de Sybil...\| Un hijo que, junto a sus dos futuros hermanos, constituirá para Barnabas el mayor motivo de dicha hasta el fin de sus días."
"Sybil Byrne, the restless heart.\! Sybil's allegiances shifted many times in her life, always seeking fame and approval.\! Even though her deeds during the Nephilim War have been honored, Sybil struggles to rebuild her reputation after joining Lysander's mutiny.\! But for the first time, happily accepts the hardship and awaits her long-awaited goal with patience and dilligence.","Sybil Byrne, el corazón inquieto.\! En su eterna búsqueda de fama y aprobación, Sybil juró lealtad a unos y a otros a lo largo de su vida.\! Aunque sus hazañas durante la Guerra de los Nefilim han sido ampliamente reconocidas, Sybil lucha por volver a labrarse una reputación tras su participación en el motín de Lysander.\! Pero, por primera vez, asume con gusto la adversidad y espera su tan ansiada meta con paciencia y esmero."
"Sybil Byrne, the restless heart.\! She and Jules, after a long friendship, finally found something more between them.\! Jules's ascension to King of Sayunaa has added a twist to their relationship, but they are in love and they plan to marry.\! Jules is urged to bear a full-blooded Sayunaari heir, but to Sybil, this was an unexpected relief, as she never saw herself bearing children anyway.","Sybil Byrne, el corazón inquieto.\! Tras una larga amistad con Jules, finalmente surgió algo más entre ellos.\! El nombramiento de Jules como rey de Sayunaa ha dado un nuevo giro a su relación, pero ambos están enamorados y tienen intención de casarse.\! Son muchas las voces que piden que Jules traiga al mundo a un heredero sayunaari de pura sangre, lo que supone un alivio inesperado para Sybil, que nunca se vio a sí misma teniendo hijos."
"Sybil Byrne, the restless heart.\! After regaining her stature with the Temple, she turns her passions to raising her three new sons with Barnabas.\! Though she would not see battle again, her love for her children made her all the more invested in a future free of the evil tyrants she fought so vigorously to defeat.","Sybil Byrne, el corazón inquieto.\! Tras recuperar su estatus con los Templarios, la joven se vuelca de lleno en la crianza de sus tres nuevos hijos con Barnabas.\! Aunque no volvería a librar una batalla, el amor por sus hijos contribuyó a su compromiso por lograr un futuro libre de esos malvados tiranos contra los que había luchado con tanto ahínco."
"Raskuja, the Barek Tor mercenary.\! After the death of Zanatus, he quickly returned to his homeland with a king's ransom in reward for his service to the Nephilim Army.\! Because of the great boon he provided his people, Raskuja became a venerated alpha male, to bare a small army of offspring.\! Raskuja lived to a ripe old age and passed away surrounded by an expansive and adoring family.","Raskuja, el mercenario de Barek Tor.\! Tras la muerte de Zanatus, regresó rápidamente a su tierra natal con una gran fortuna bajo el brazo como recompensa por su servicio al Ejército Nefilim.\! Debido al gran favor que le hizo a su pueblo, Raskuja se convirtió en un venerado macho alfa y padre de un pequeño ejército de mininos.\! Raskuja tuvo una vida muy longeva y falleció rodeado de una familia numerosa que lo adoraba."
"Edelia Haugen, of the Sisterhood of Mercy, and Diana's Bonded.\! With Alex back in her custody, Edelia returns to her duties as Diana's support.\! Her example and conduct have been held up as the exemplary Priestess of the Sisterhood of Mercy, which defined the ancient order for many years to come.","Edelia Haugen, de las Hermanas Misericordes y vínculo de Diana.\! Con Alex nuevamente bajo su custodia, Edelia retoma sus obligaciones como apoyo de Diana.\! Su buen hacer y su conducta le han servido para convertirse en la sacerdotisa ejemplar de las Hermanas Misericordes y referencia de la ancestral orden durante muchos años."
"Though forbidden by the Temple, Lysander and Edelia had fallen in love.\! Edelia has not yet decided to leave tradition, but the two lovers have been inseperable...","A pesar de la prohibición impuesta por los Templarios, Lysander y Edelia se habían enamorado.\! Edelia aún no se ha decidido a romper con las tradiciones, pero los dos amantes han sido inseparables..."
"Karl Jaromir XIII, Duke of the Duchy of Embor.\! He had committed his Duchy and his life to the Nephilim Army from its very inception, all the way to the end.\! As the last major nobleman from a bygone era, Jaromir found himself alone in a new world, one that had looked past the time of lords.\! The founders of the Republic proposed Jaromir become a proconsul - the highest rank of government under the Consul, and to function as a representative for the Embor region.\! Jaromir, putting his people first, accepted the role, and abandoned the idea of noble lineage.\! This astounding act of humility served the new Republic well, setting the stage for new traditions and institutions that would create a lasting peace.","Karl Jaromir XIII, duque del ducado de Embor.\! Puso su ducado y su vida al servicio del Ejército Nefilim desde el principio hasta el final.\! Como último gran noble de una era ya pasada, Jaromir se halló solo en un nuevo mundo; un mundo que ya había dejado atrás los tiempos señoriales.\! Los fundadores de la República le propusieron convertirse en procónsul, el más alto rango de gobierno solo por debajo del cónsul, y ejercer como representante de la región de Embor.\! Anteponiendo siempre los intereses de su pueblo, Jaromir aceptó el cargo y abandonó la idea del linaje nobiliario.\! Este asombroso acto de humildad sirvió a la nueva República para sentar las bases de nuevas tradiciones e instituciones que lograrían una situación de paz permanente."
"The young priestess, Abigayle, had grown fond of Jaromir during their time with \n[8].\! She was more than thrilled to support him in his new role as a key leader of the Republic, and they eventually married.","Abigail, la joven sacerdotisa, le había cogido cariño a Jaromir durante el tiempo que pasaron con \n[8].\! Fue muy feliz de poder prestarle su apoyo en ese nuevo cargo de líder destacado de la República y ambos finalmente acabaron casándose."
