ENGLISH,ENGLISH
"\c[1]Embor Palace, throne room of Duke Jaromir\c[0]","\c[1]Palacio de Embor, sala del trono del duque Jaromir\c[0]"
"Ah... we finally meet.\! The Duchy of Embor is restored, thanks to...","Ah, al fin nos conocemos.\! El ducado de Embor se ha restaurado gracias a..."
By the Avatars...,Por los avatares...
You are...,Tú eres...
\n[8].\! I take it you are Duke Jaromir?,\n[8].\! ¿Asumo que vos sois el duque Jaromir?
"What the...\| Guess I look the part, huh?",¿Cómo...?\| Parece que no puedo pasar desapercibido.
"Donar stands before me.\! How can I not kneel before you?!\! You are here, more than just a myth or a legend...\! This is the foremost moment in my life...","Tengo al mismísimo Donar delante.\! ¿Cómo no voy a postrarme ante él?\! Está aquí, no es un mito ni una leyenda.\! Este es el mejor día de mi vida."
"Alright, alright, let's just be people here...","Está bien, está bien. No necesito tanto elogio."
"You have come to our world to destroy evil.\! There is no other possibility... please, allow me to join the ranks of your army, holy Donar...","Habéis venido a este mundo para acabar con el mal.\! No cabe otra posibilidad... Por favor, permitidme unirme a las filas de vuestro ejército, sagrado Donar."
"I don't have much of an army yet.\! But I know there are many people out there just like you, waiting for the opportunity to strike back.","Mi ejército es aún bastante humilde.\! Pero sé que hay gente ahí fuera como tú, deseosa de contraatacar."
"It's quite a risk, the Empire's going to want your hide...",Es una labor arriesgada. El imperio irá directo a por ti.
"My lands, my resources, and my own blade are at your disposal, holy Donar.\! My soldiers are the most resolute in all of Veridia.\! Please, give us our divine mission at once!","Mis tierras, mis bienes y mi propia espada están a vuestra disposición, sagrado Donar.\! Mis soldados son los más valientes de toda Veridia.\! ¡Por favor, concédanos nuestro deber divino ahora mismo!"
"Please don't bow to me.\! We're not the Empire, we're the free people of Veridia.\! Let's see what the famed warriors of Embor can do on the battlefield!","No es necesario postrarse ante mí. No somos el imperio, somos el pueblo libre de Veridia.\! ¡Veamos lo que los famosos guerreros de Embor pueden hacer en el campo de batalla!"
