ENGLISH,ENGLISH
Legends 4A: Echoes,Leyendas 4A: Ecos
"Well, well, Jebediah. It seems you've actually managed to become useful to me!\! Don't go thinking this means you're off my naughty list just yet, little man.","Vaya, vaya, Jebediah... Parece que finalmente has logrado serme de utilidad.\! No creas que por esto voy a retirarte de mi lista negra aún."
"B-b-begging your pardon, great sacrifices were made to find this place! The Grandmaster may be very upset with-","I-i-imploro tu perdón, ¡grandes sacrificios se hicieron para encontrar este lugar! Puede que el gran maestro esté más que molesto con..."
"Shush, servant.",¡Silencio!
"Yes, Miss Beatrix...","Sí, señora Beatrix..."
"If you're just about done groveling for a tiny sliver of my approval, care to explain what's so special about this place?","Si ya has terminado de arrastrarte para conseguir un atisbo de mi aprobación, ¿te importaría explicarme qué tiene este sitio de especial?"
"Why, this is a salvaged piece of the Arc Donarium. It contains technological wonders we no longer have the knowledge to create, only to try to maintain.\! I believe the missing pieces of the Historium Magnus can be found in the... um... archives here.\! Devices carried by high-ranking members of the Grandmaster's Dark Mages.\! There should be a Master Archive that will complete my chronicles and unleash the secrets of the petty Donari founders forever!","¿Eh? Esta es una pieza del Arco Donarium. Alberga maravillas tecnológicas imposibles de crear hoy en día, solo para tratar de mantenerlas.\! Creo que las partes del Historium magnus que faltan se encuentran en..., esto..., los archivos de aquí.\! Dispositivos transportados por los miembros de alto nivel de los magos oscuros del gran maestro.\! ¡Tiene que haber un Archivo Maestro que completará mis crónicas y expondrá los secretos de los despreciables fundadores de Donar para siempre!"
"Is that so? Well, do you know how to get through this place?","¿En serio? Bueno, ¿sabes cómo atravesar este palacio?"
"I-I'm sorry, Miss Beatrix, that I do not know yet...","L-lo siento, señora Beatrix. Aún no lo sé..."
"Pah, useless as ever! I suppose I'll have to be the brains for both of us, as usual.","¡Bah, menudo inútil! Supongo que tendré que ser la que piensa de los dos, como siempre."
"It seems the teleporter devices we know and love today are alive and well here.\! Jeb, be a good worm and lead a group on the other side of this cute little maze they've set up for us.\! We will meet again when we've found this ""Master Archive"" you keep going on about.\! Can you manage this or must I speak more slowly for you?","Parece que los teletransportadores que conocemos también funcionan aquí.\! Anda, Jeb, sé bueno y lleva a un grupo al otro lado de ese bonito laberinto que nos han colocado.\! Volveremos a vernos cuando hayas encontrado ese «Archivo Maestro» del que tanto hablas.\! ¿Lo has entendido o te lo tengo que explicar más despacio?"
"Yes, Miss Beatix, your brilliance shines ever more brightly! You can count on me!","Sí, señora Beatrix, semejante brillantez no da lugar a duda alguna. ¡Yo me encargo!"
\c[1]Helios Lab Report - 980.11.10\! Extraction failure. Subject in stable condition. We suspect that the quality of Aetherite was inadequate. Energy efficacy within subject was superficial at best.\! Advise the use of a sample with at least 99.1% efficiency. Subject to recover for 7 days before second attempt.,"\c[1]Informe del laboratorio Helios 980.11.10:\! Error de extracción. Sujeto estable. Sospechamos que la calidad de la eterita no era la adecuada. La eficacia energética en el interior del sujeto fue, como mucho, superficial.\! Aconsejamos el uso de una muestra con al menos un 99,1 % de eficacia. El sujeto se recuperará durante 7 días para un segundo intento."
