ENGLISH,ENGLISH
"Pah, silly Veridians. If they will not properly acknowledge you as their savior, they deserve not the grace and beauty of my presence.","Bah, estúpidos veridianos. Si no son capaces de entender que les has salvado, tampoco merecen la gracia y la belleza de mi presencia."
"...\| They will be ready in time. But for now, my role in Veridia is done. The Nephilim War is over, and Zanatus is dead.","...\| Estarán listos a su debido tiempo. Pero, de momento, mi trabajo en Veridia ha terminado. La Guerra de los Nefilim ha llegado a su fin y Zanatus está muerto."
"Indeed! A well-done demon, burned to a crisp by the divine fires of Cyrene.",¡Así es! Un demonio bien churruscado por los fuegos divinos de Cyrene.
You don't seem too broken up about losing your adoptive father.,No pareces muy afectada por la muerte de tu padre adoptivo.
"...\| It feels bizarre to even hear those words. That man, that being, took me in for his own designs.\! No one fiddles with the likes of Beatrix, not even you, \n[8]!","...\| Me resulta extraño escuchar esas palabras. Ese hombre, ese ser, me utilizó para sus propios designios.\! Nadie juega con Beatrix, ¡ni siquiera tú, \n[8]!"
"Ha, duely noted.","Je, je. Lo tendré en cuenta."
"Now then. You've promised me a new adventure.\| Care to share the details, or shall I simply annihilate anything that looks in your direction?",Bueno... Me has prometido una nueva aventura.\| ¿Te importaría compartir los detalles o simplemente debo aniquilar a todo aquello que mire en tu dirección?
"Zanatus's dying words still haunt me. I felt no deception in those words. Zanatus's hatred for Donar, and for me, cannot be described.\! He felt a certain peace in his final moments. As though he'd finished his job.\! We have reports that some of the Followers of Zanatus went into exile, far to the East, bound for Grothnor of all places.","Las últimas palabras de Zanatus me siguen atormentando. No percibí ningún engaño en ellas. Zanatus sentía un odio indescriptible hacia Donar y hacia mí.\! En sus últimos momentos, sintió cierta paz. Como si hubiera terminado su trabajo.\! Tenemos informes que indican que algunos de los Seguidores de Zanatus se exiliaron y se dirigieron hacia el este, hacia Grothnor."
"Grothnor, hmm?\| You know, they say even Donar's light fails to reach its innermost depths.\! It is home to unspeakable horrors that could render a man insane from fear.\! An odd vacation destination, though you've successfully intrigued me.\! The treasures that await must be positively gleaming.","¿Grothnor?\| ¿Sabes que dicen que la luz de Donar no alcanza sus profundidades?\! Ese lugar alberga horrores indescriptibles que harían enloquecer de miedo a cualquiera.\! Sin duda, es un destino de vacaciones de lo más inusual, pero has conseguido despertar mi interés.\! Los tesoros de ese lugar tienen que ser bien relucientes."
"Yeah, I know. I couldn't imagine someone better equipped to be by my side for this.\| Ready to head off, then?","Sí, lo sé. No podría imaginar a nadie con mejor equipo que tú para acompañarme en esta aventura.\| Entonces, ¿partimos ya?"
"Off we go, then! Let us set the future ablaze, \n[8]!","¡Adelante! ¡Prendamos el futuro en llamas, \n[8]!"
