ENGLISH,ENGLISH
Jules! Did you hear?\! Diana made me a Paladin. No more behind the scenes work for me!,¡Jules! ¿Te has enterado?\! Diana me nombró paladina. ¡Ya no tendré que luchar en segundo plano!
Yeah... I heard. That's great! I knew you could do it.,"Sí, estoy al corriente. ¡Qué bien! Sabía que lo lograrías."
"She seemed to think I lacked the discipline at first, but then she suddenly came to me with a change of heart.\! Almost as though someone had convinced her otherwise.","Al principio creo que pensó que me faltaba disciplina, pero de repente se acercó a mí con las ideas cambiadas.\! Casi como si alguien la hubiese convencido de lo contrario."
Wait... did you???,"Espera..., ¿fuiste tú?"
"This accomplishment is all yours, Sybil.\! But I've known you for a long time. I don't think everyone understands your spirit like I do.\! You deserve to be a Paladin and always have.","El logro es todo tuyo, Sybil.\! Pero te conozco desde hace mucho tiempo. Creo que nadie te comprende como lo hago yo.\! Mereces ser una paladina. Siempre lo has merecido."
"You did, didn't you?\! Oh, thank you, thank you, thank you! Being a Paladin is exactly what I've always wanted.\! Can't wait to get out there and bash these clowns!","Lo hiciste, ¿verdad?\! ¡Ay, gracias, gracias, gracias! Ser paladina es justo lo que siempre había querido.\! ¡Estoy deseando salir ahí y machacar a esos payasos!"
Jules...\! Why do you seem a little blue now?,Jules...\! ¿Por qué pones esa cara tan triste?
Just don't forget about me when you're a big hero...,No te olvides de mí cuando te conviertas en una gran heroína...
"Whaaaat, no I would never!!\! You're the best thing...",¡Sabes de sobra que nunca lo haría!\! Eres lo mejor...
"Best thing that ever happened to me, Jules.\! No matter how many people I drive away, you're always there.","Lo mejor que me ha pasado nunca, Jules.\! No importa a cuánta gente ahuyente; tú siempre estás ahí."
"Sybil, I'm blue because sometimes I just feel like I'm by myself out here.\! The only one lifting others up.\! Even I could use a pick-me-up once in a while, you know?","Sybil, estoy triste porque a veces siento que estoy completamente solo.\! Soy el único que ayuda a otros a levantarse.\! Incluso a mí me vendría bien un empujón de vez en cuando, ¿sabes?"
"*MMMMMMWWAH!*\! There, how's that for a pick-me-up?","¡MMUUUAC!\! Toma, ¿qué te parece ese empujoncito?"
Sybil...,Sybil...
You sweet man.\! You're not going to go one more day feeling like that.\! I will defeat any gloomy moods in my Jules!,Eres tan dulce...\! No voy a dejar que te sientas así ni un día más.\! ¡Acabaré con cualquier atisbo de tristeza en mi Jules!
I think I'd like that Sybil...,"Creo que eso me gustaría, Sybil..."
