ENGLISH,ENGLISH
"Um... hello, Sister Great Paladin.\! I'm Diana. I mean, Sybil, Sybil!","Em... Hola, noble hermana paladina.\! Me llamo Diana. Digo..., ¡Sybil, Sybil!"
"Hello, Sybil. I do remember you!","Hola, Sybil. ¡Me acuerdo de ti!"
"Well, what do you think?\! I've become a war priestess for Veridia!\! That is, until Barnabas and Jules dragged me out here...","Bueno, ¿qué te parece? \!¡Me he convertido en una sacerdotisa de guerra para Veridia!\! Bueno, hasta que Barnabas y Jules me arrastraron hasta aquí..."
That is honorable. You should be proud.,Es todo un honor. Deberías estar orgullosa.
...W-wait! Are you busy or something?,¡E-espera! ¿Estás muy ocupada?
"...\| No, I suppose not...","...\| No, supongo que no..."
"It's just that...\| I know you give the final word on all Sisterhood of Justice hopefuls, and...",Es que...\| Sé que eres quien decide sobre todas las aspirantes a Hermanas Justicieras y...
"It was difficult with you, Sybil.","Fue difícil contigo, Sybil."
W-whaddya mean?,¿A qué te refieres?
"This land needs hearts such as yours, willing to sacrifice to root out the evil that surrounds us all on fronts.","Esta tierra necesita corazones como el tuyo, dispuestos a sacrificarse para erradicar el mal que nos rodea por todos los frentes."
"But in the end, the Donari Temple must remain steadfast in its ancient traditions.\! If we make sacrifices against the future, we will have lost our divine precedent for survival.\! And to that end, the Paladin leadership values a certain solemn dignity as a core tenet of our sacred order.\! One cannot want this life. One should be, in a way, reluctant to wield the power that comes with joining the Sisterhood of Justice.\! I'm very sorry, Sybil, I know it can be harsh news to bear.","Pero, al final, los Templarios de Donar deben mantenerse firmes en sus viejas tradiciones.\! Si hacemos sacrificios contra el futuro, habremos perdido nuestro legado divino de supervivencia.\! A tal fin, la cúpula paladina valora una cierta solemnidad como principio básico de nuestra sagrada orden.\! Nadie puede desear una vida así. En cierto modo, se debería mostrar cierto rechazo a albergar el poder que conlleva unirse a las Hermanas Justicieras.\! Lo siento mucho, Sybil, sé que puede ser algo duro de sobrellevar."
"Ugh, so I just want it too much. That's always the case.\! What am I supposed to do, just fake it or something?","Uf, lo que pasa es que mi deseo es demasiado fuerte. Siempre ocurre así.\! ¿Qué voy a hacer si no, fingir?"
"It will come with time.\! Donar willing, your heart will find peace.\! It must... I dread the thought of growing old while bearing the burden of restlessness and regret.","Todo llegará a su debido tiempo.\! Si Donar quiere, tu corazón encontrará la paz.\! Que así sea... Me aterra la idea de envejecer soportando el peso del desasosiego y el remordimiento."
"Yeah right, like that'll ever happen...\! Not even you notice me...","Sí, claro, como si eso fuera a suceder...\! Ni siquiera tú te percatas de mí..."
"What, pray tell has left you with such sorrow?",¿Rezar te ha sumido en tan profunda tristeza o qué?
"You had parents, right?\! Not me.\! But who cares about Sybil when there's a million other orphans to worry about...","Tenías padres, ¿verdad?\! No.\! Pero, ¿a quién le va a importar Sybil cuando hay millones de huérfanos de los que preocuparse?"
I was indeed blessed to be around my father for much of my childhood... exceedingly harsh as he was.,"De hecho, tuve la inmensa suerte de poder estar junto a mi padre durante gran parte de mi infancia..., por muy duro que fuera."
"Yeah, but at least you had someone to tell you if you're doing a good job or not...","Sí, pero al menos tuviste a alguien que te dijera si lo estabas haciendo bien o no."
"You are leading a good life, Sybil... \|but it must not come from...","Llevas una buena vida, Sybil... \|pero no debe provenir de..."
"Yeah, I KNOW, I've heard it a million times, it can't come from someone else saying it!\! But I don't care... you can do that because you were taught to just be fine as who you are!\! And I wasn't! Just... be fine with that, okay?!","Sí, LO SÉ, me lo han dicho millones de veces, ¡no puede provenir de que alguien me lo diga!\! Pero no me importa... ¡Tú puedes hacer eso porque te enseñaron a estar a gusto contigo misma!\! ¡Y yo no lo estaba! No... te preocupes por eso, ¿vale?"
"...Of course. Forgive my shallow words, Sybil.","Está bien. Perdona mi superficialidad, Sybil."
"It's just me being stupid... again...\| Just forget the last few minutes, please, Sister Diana?","Acabo de demostrar mi idiotez... otra vez...\| Hermana Diana, te ruego que olvides lo que acaba de pasar."
Consider it forgotten. Donar watch over you.,Dalo por olvidado. Que Donar te guarde.
Thank you...,Gracias...
