ENGLISH,ENGLISH
"Reporting in, fearless leader.\! With a gift, to...\| Express this loyal soldier's quality.","Vengo a informar, líder.\! Con un regalo, para...\|: Reconocer la valía de tan fiel soldado."
Stefan! This amulet is...\| beautiful. I have never seen anything so intricately detailed.\! It must be worth a king's ransom!\! How did...,¡Stefan! Ese amuleto es...\| precioso. Nunca he visto nada con tantísimos detalles.\! ¡Debe de valer una fortuna!\! ¿Cómo...?
Stefan.....,Stefan...
All's fair in love and war.\! This is war isn't it?,"En el amor y en la guerra todo vale.\! Esto es la guerra, ¿verdad?"
"Hmph, well I trust your poor target had it coming.\! Uh.... thanks.\! I'll see how much we can get for it.","Bueno, seguro que tu pobre víctima se lo buscó.\! Eeeh, gracias.\! Voy a ver cuánto podemos sacar por él."
"I would ask that the lady chooses instead to keep it.\! Please, do. It is a gift from me.","Le pediría a la dama que, en lugar de eso, lo conservara.\! Quédatelo, por favor. Es un regalo que te hago."
"You stole this to give to me as a gift?\! I'm flattered, but I'd really rather...","¿Lo robaste para dármelo como si fuese un regalo?\! Me halaga, pero de verdad que prefiero..."
"\n[8], you hurt me.\! Truly and deeply.\! This treasure was not stolen - is that what you think I am? Some sort of pickpocket?\! This was given to me long ago, by someone who wished to express their fondness.\! Stolen... the nerve!","\n[8], me haces daño.\! Un daño real e intenso.\! No robé esta joya. ¿Acaso es ese el concepto que tienes de mí? ¿Crees que me dedico a robar?\! Me lo entregó hace mucho tiempo alguien como muestra de su afecto.\! Robado... ¡Qué osadía!"
"You're being sincere, aren't you?\! I-I can't possibly accept such a treasure.\! This has sentimental value to you...","No me mientes, ¿verdad?\! N-no puedo aceptar semejante tesoro.\! Tiene un gran valor sentimental para ti..."
"Then throw it into the ocean.\! And while you're at it, you can reach into my chest, rip out my beating heart and toss it as well.\! \n[8]... you've grown so close with the likes of me, do not tell me it is all for naught.","Entonces tíralo al mar.\! Y mientras lo haces, ponme la mano en el pecho, arráncame el corazón y deshazte de él también.\! \n[8], estamos tan unidos... No me digas que todo ha sido en vano."
Stefan...\! I have thought about you so much lately.\! But... another comes to mind.,Stefan...\! Últimamente he estado pensando mucho en ti.\! Pero... hay alguien más en quien pienso.
Another?!!\! Who is this rapscallion?\! I will show you I am the better man...!!!,¡¿Alguien más?!\! ¿De quién se trata?\! ¡¡Te demostraré que yo soy mejor!!
"It's Diana.\! My confidant, and my dear friend.\! You mean a lot to her.\! And don't try and deny it.",Es Diana.\! Mi querida amiga y mi confidente.\! Significas mucho para ella.\! No lo niegues.
"Won't deny it...\! We have been together for years.\! She keeps me on a good path.\! So no, not gonna try to convince you otherwise.","No voy a negarlo...\! Nos conocemos desde hace años.\! Me lleva por el buen camino.\! Así que no, no voy a intentar convencerte de lo contrario."
"What I will try to convince you is to see me as a man who can redefine your life.\! Never before have I met such an intrepid spirit, \n[8].\! Ever since we've met, we've had each others' backs through everything these jokers have thrown at us.\! And we're still here, 'live and kicking.","De lo que sí que intentaré convencerte es de que me veas como a aquel que puede cambiar tu vida.\! Nunca antes había conocido un espíritu tan intrépido, \n[8].\! Desde que nos conocimos, nos hemos protegido mutuamente de todo lo que estos bufones nos han echado encima.\! Y aquí seguimos, de una pieza."
"That we are...\! Stefan, you could have any woman.\! You are charming, funny, adventurous, kind-hearted, the whole package!","Así es...\! Stefan, podrías tener a la mujer que quisieras.\! Eres encantador, divertido, aventurero, de buen corazón... ¡Lo tienes todo!"
"Yet here I am, fallin' hard for you.\| Hey, what do you say you and I get into a little trouble?","Y sin embargo, aquí me tienes, a tus pies.\| Oye, ¿qué te parece si la liamos un poco?"
Wha... right now?!,¿Qué? ¡¿Ahora?!
...I mean trouble quite literally!\! Word is there's a filthy rich man caravaning through these parts.\! He got in real good with the Imperials throwing his coin around.\! Whaddya say we...,¡Me refiero liarla literalmente!\! Dicen que un hombre asquerosamente rico viaja en caravana por esta zona.\! Se lleva muy bien con los imperiales a base de propinas.\! ¿Qué te parece si...?
"Say no more, thief.\! I've got your back.\! Let's raise some hell.",No me lo digas dos veces.\! Yo te cubro.\! Vamos a armarla.
Aha!! Yes!! Now we're talking!!,¡¡Ajá!! ¡¡Sí!! ¡Ahora sí hablamos el mismo idioma!
