ENGLISH,ENGLISH
Lysander...\| I wondered how long it would take for you to do something like this.,Lysander...\| Me preguntaba cuándo tardarías en hacer algo así.
I can't let you take the Lightfury.\! You may be unleashing the end times upon the world.,No dejaré que te lleves a Furialuz.\! Puede que estés liberando el fin de los tiempos en este mundo.
What exactly do you think this is all about?\! You think I have some sinister plan?,¿De qué crees que se trata todo esto exactamente?\! ¿Crees que tengo algún plan malvado?
"You Nephilim have been answering his call.\! That voice you keep hearing...\| That is Zanatus.\! The power that courses through your weapons, and the Lightfury...\| They gained their power as they became awash in the blood of the dark god.",Los nefilim habéis estado respondiendo a su llamada.\! Esa voz que no paras de oír...\| Es Zanatus.\! El poder que recorre el filo de tus armas y Furialuz...\| Ganaron su poder a medida que se teñían con la sangre del dios oscuro.
"Casamir is dead. You've won the war, and the world is already yours.\! You need but relish in your victory... the people still desire you, the hero of our time.","Casamir está muerto. Has ganado la guerra y el mundo es ahora tuyo.\! No tienes más que disfrutar de tu victoria. La gente te sigue adorando, adalid de nuestros tiempos."
You know how I feel about prophecy...\| but following it so far has been the right thing.\! How do you know it isn't your actions that would result in some Armageddon?,"Ya sabes lo que pienso de la profecía,\| pero seguirla ha sido lo correcto hasta ahora.\! ¿Cómo sabes que no son tus actos los que liberarán el Apocalipsis?"
"I'm sorry, Lysander.\! I won't be leaving.","Lo siento, Lysander.\! No pienso marcharme."
"Your unchecked ambition cannot be ignored forever...\| everyone else might be scared of you, but someone must take a stand.","No puedo seguir ignorando tu ambición desmedida...\| Puede que todos los demás te teman, pero alguien debe hacerte frente."
"What do you think? I-I made it myself.\! You won't be able to move for a while...\! Then we will be able to deal with you without unnecessary risk.\! Aren't you impressed, Beatrix?!","¿Qué opinas? L-lo hice yo mismo.\! No podrás moverte por un tiempo.\! Así podremos ocuparnos de ti sin correr riesgos innecesarios.\! ¿No estás impresionada, Beatrix?"
...Jules?!,¡¿Jules?!
