ENGLISH,ENGLISH
Sir Jaromir...,Sir Jaromir...
Donar's mercy...\| you live and breathe.,"Bendito sea Donar,\| sigues con vida."
"Only by the mercy of the Nephilim Army. In truth, I should not.","Gracias a que el Ejército Nefilim se apiadó de mí. En realidad, no debería estarlo."
...\| Why?,...\| ¿Por qué?
I...\| am a coward.,Soy...\| un cobarde.
How could you speak such words?,¿Cómo puedes decir eso?
"You do not see it? Sir Jaromir...\| I am a Swordmistress of Sayunaa, sworn to give my life for the integrity and sovereignty of my homeland.\! Now that I have traded my honor to spare my life, that title rings hollow.\! Sayunaa was subdued with nothing but words from the Veridian enemy.","¿No lo ves? Sir Jaromir...\| Soy una gran espadachina de Sayunaa, he jurado entregar mi vida por la integridad y la soberanía de mi patria.\! Ahora que he entregado mi honor a cambio de salvar mi vida, ese título no sirve de nada.\! Sayunaa fue sometida con meras palabras del enemigo veridiano."
"Swordmistress of Sayunaa...\| what a grand title. Fitting, for a grand woman.",Gran espadachina de Sayunaa...\| ¡Menudo título! Adecuado para tan grande mujer.
"I do understand fully, the need to put one's life below that of your sovereign. But, if I could share some insights from my talks with \n[8].\! I believe, if \n[5] were to opine, \n[5] would highlight that we live in an age of profound evil. That, as \n[5] would say ""lofty concepts"", such as reason and honor, have all but been thrown to the wind.\! That your chosen course was far wiser, that you not waste the gift Donar has asked you to use to better this world.\! And to the last part, I cannot disagree.","Lo entiendo completamente, esa necesidad de poner tu vida por debajo de tu patria. Pero permíteme compartir algunos apuntes de mi charla con \n[8].\! Creo que, sí \n[5] pudiera opinar, seguramente destacaría que vivimos en una era de gran perversión. Que, lo que \n[5] considera «conceptos nobles» como la razón y el honor, se han convertido en palabras huecas.\! Que el curso que has elegido es mucho más sabio, que no desperdicies el don que Donar te ha otorgado y lo uses para mejorar este mundo.\! Y con esto último, no podría estar más de acuerdo."
"To dispose of these so-called lofty concepts as a means of gaining advantage...\| That is the way of the schemer. The charlatan.\! It is, so...\| if you'll forgive the analogy...\| Veridian.","Dejar a un lado esos llamados nobles conceptos para sacar ventaja...\| Es lo que haría los conspiradores, los charlatanes.\! Es tan...,\| perdón por la analogía...\| propio de veridianos."
Ha. Of course.,"Ja, ja. Por supuesto."
"Sir Jaromir, I believe I am hearing you correctly. There is wisdom in \n[8]'s philosophy from a certain point of view.","Sir Jaromir, creo que te he prestado la debida atención. Hay algo de verdad en el razonamiento de \n[8], desde cierto punto de vista."
If you had resisted... if you had gone against the wishes of your leaders...,"Si te hubieses resistido..., si hubieses ido en contra de los deseos de tus líderes..."
"The military of Casamir was beyond anything we could have imagined. Had we resisted, our defenses would surely have been crushed. And...","El ejército de Casamir estaba más allá de todo lo que habríamos imaginado. Si nos hubiésemos resistido, habrían arrasado con nuestras defensas. Y..."
"So too would be the soul of Sayunaa. It would take generations to recover, if at all.\! What is more fundamental to that which defines you? And your homeland?\! I believe Donar would see it that, Swordmistress of Sayunaa, you have fulfilled your duty. By surviving.","También con el alma de Sayunaa. Habríamos necesitado generaciones para reponernos, como mínimo.\! ¿Acaso hay algo más importante que aquello que te define? ¿Y tu patria?\! Creo que Donar consideraría, gran espadachina de Sayunaa, que has cumplido con tu cometido al sobrevivir."
...Sir Jaromir...\| I did not anticipate this. But it seems Donar has seen fit to deliver you to Sayunaa.\! We truly need your aid...,Sir Jaromir...\| No me esperaba esto. Pero parece que Donar ha considerado oportuno traerte a Sayunaa.\! Necesitamos verdaderamente tu ayuda...
...Just as I once did yours.,Como una vez yo necesité la tuya.
Donar watch over us...,Que Donar nos guarde...
