ENGLISH,ENGLISH
"Gotta say, Abigayle, you're a whole lotta courage in a small package.\! Takes a lot to keep spirits up these days I tell ya!","He de decir, Abigail, que eres bastante valiente para ser tan pequeña.\! ¡Cuesta mantener el ánimo siempre arriba estos días, la verdad!"
"Oh... thank you, my friend.\! Truthfully, I could not do so without the fellowship of all of you, and my dear brother.","Oh, gracias, amigo.\! Lo cierto es que no lo habría conseguido sin todos vosotros, y sin mi querido hermano."
"Heh, yeah.\| Say, you think all this prophecy stuff is gonna work?\! Not like we got anymore options...","Je, je. Sí.\| Dime, ¿crees que todo eso de la profecía funcionará?\! No es que tengamos muchas opciones..."
"...\| It must, Stefan.\! As you say, there is no other way.\! We have followed Sister Diana this far. But it is not she who we follow, it is our divine mission.\! We carry the last torch of Donar's presence in this world...","...\| Tendrá que funcionar, Stefan.\! Como bien has dicho, no nos queda más opción.\! Hemos seguido a la hermana Diana hasta aquí. Pero no es a ella a quien seguimos, es nuestra misión divina.\! Portamos la última antorcha de la presencia de Donar en este mundo."
Yikes... well when you put it that way... heh.,"Uy, jamás lo hubiera expresado así... Je, je."
Say...\| anyone ever told you you're a real catch?,"Dime,\| ¿nunca te han dicho que eres todo un partidazo?"
"I am sorry, I do not know what you mean, dear Stefan.","Lo siento, no entiendo a lo que te refieres, querido Stefan."
"A real catch!\! Y'know, fetching 'n all that.","¡Un partidazo!\! Ya sabes, que estás que te sales."
"...Oh my stars, Stefan...","Ay, cielo santo, Stefan..."
Yeeeeesss?,¿Síííí?
"You really are as shameless as they say!\! Well, dear Stefan...","¡Eres tan desvergonzado como dicen!\! Bueno, querido Stefan..."
"Go ahead princess, you can tell me anything!","Adelante, princesa, puedes contarme lo que quieras."
"I...\|I am sorry, but I only like handsome, masculine men.\! Don't worry, I'm sure you will find a nice woman who will see you differently!","Lo...\| siento, pero me gustan los hombres guapos y masculinos.\! No te preocupes, seguro que encuentras una mujer que te vea de otro modo."
W-w-w-whaaaaaat?!\! But...\| but...\| but...,"¡¿Q-q-q-quéééé?!\! Pero...,\| pero...,\| pero..."
"Well, I must be going, my friend.\! We have a tough battle ahead, I wish you luck!","Bueno, tengo que irme, amigo.\! Tenemos un combate duro por delante. ¡Te deseo suerte!"
Only...\| like...\| handsome...\! Ghaaaaaahhh!!! Come back!,Solo...\| le gustan...\| guapos...\! ¡Buaaaah! ¡Vuelve aquí!
