ENGLISH,ENGLISH
"Still alive, huh?","Sigues con vida, ¿eh?"
"Hey, scumbag, I'm talkin' to you!","¡Eh, idiota, te hablo a ti!"
"Have it your way, traitor.\! You keep not talkin' and I'll keep pummellin' ya.",Como tú quieras.\! Tú sigue sin hablar que yo seguiré dándote golpes.
"Heh heh.\! Y'know, I'm just doin me job.\! If you starve to death down here, it don't matter much to me.\! Sleep tight, prisoner.","Je, je, je.\! Bueno, yo solo hago mi trabajo.\! Por mí, como si te mueres de hambre aquí abajo.\! Dulces sueños."
What the...\| You can't come down here!,¿Pero qué...?\| ¡No puedes venir aquí abajo!
Barbaric.\! How long have they let you languish in here?!,Qué barbaridad.\! ¿Cuánto tiempo llevas aquí olvidado?
"Do not worry, my boy.\! I know what they did to you.\! We won't let them get away with it.","No te preocupes, chico.\! Sé lo que te han hecho.\! No dejaremos que se salgan con la suya."
Who are you?,¿Quién eres?
"Edmund Pendergast, financier!\! I hope you've heard the name?","Edmund Pendergast, financiero.\! Supongo que has oído hablar de mí..."
"Yeah, you've got some money, they say.\! So what do I matter to a man like you?","Sí, tienes bastante dinero, por lo que dicen.\! ¿Qué importancia tengo yo para un hombre como tú?"
"Just know that I am a friend, and frankly, you could use one right now.\! You'll know what you need to know in time.\! You two, get him out of those chains.","Tan solo ten presente que soy un amigo y, la verdad, creo que te vendría bien tener uno ahora mismo.\! Sabrás lo que tienes que saber a su debido tiempo.\! Vosotros dos, quitadle esas cadenas."
