ENGLISH,ENGLISH
Yes? Can I help you?,¿Sí? ¿Puedo ayudarte?
I am simply greeting a new friend among us!\! Let me express my pleasure in bringing you into our little band of misfits.,Simplemente estoy dándole la bienvenida a la nueva incorporación del grupo.\! Es todo un placer para nosotros que formes parte de nuestra banda de inadaptados.
Thank you. I am grateful to be out of my former situation.,Gracias. Me alegra haber dejado atrás mi pasado.
And I must say I am grateful to have the scenery greatly improved with your arrival.,Y yo debo decir que me alegra que el panorama haya mejorado enormemente con tu llegada.
...Scenery?\! How flattering.,¿El panorama?\! Qué halagüeño.
You know... you do seem a little out of sorts.\! Did you bump your head when you fell from heaven?,No pareces estar de muy buen ánimo.\! ¿Te diste en la cabeza al caer del cielo?
...By Donar.\! That was just pathetic...,Por Donar...\! Qué intento más patético...
"Just like my heart, every day it lives on without you...",Como mi corazón cada día que sobrevive sin ti...
...We have just met. How does that make any sense?\! ...Has this tripe ever worked?,Nos acabamos de conocer. No tiene ningún sentido.\! ¿Te ha funcionado alguna vez esa chorrada?
"Nice try, but a magician never reveals his tricks.","Buen intento, pero los magos nunca revelan sus trucos."
...\| I will just see myself out.,...\| Me voy por donde he venido.
By all means!\! May the wind be at your back.,¡Adelante!\! Que los vientos te sean favorables.
Sure...,Claro...
