ENGLISH,ENGLISH
S-Soldiers...\| Attack!!\|\|\|\^,S-soldados...\| ¡Al ataque!\|\|\|\^
No...\| not you...\| It couldn't be...?\| The prophecy is unraveling...\| Uaaaaagggh!!!\|\|\^,No...\| Tú no...\| No es posible...\| La profecía se está revelando...\| ¡¡¡Aaaaaah!!!\|\|\^
Is it really...?\|\|\^,¿De verdad es...?\|\|\^
"Yes.\| It's good to be back, Stefan.\|\|\|\|\^","Sí.\| Un placer estar de vuelta, Stefan.\|\|\|\|\^"
Diana...,Diana...
"The mountain took her, \n[8]...","La montaña se la llevó, \n[8]..."
Please step aside.,"Apártate, por favor."
...\| \n[8]???\! Why do I see \n[8]...\| Have I perished...?,...\| ¿\n[8]?\! ¿Por qué estoy viendo a \n[8]?\| ¿He muerto?
"Not quite.\! You're doing pretty well, you'll find.","No exactamente.\! Lo estás haciendo muy bien, ya lo verás."
"Stefan, stand over there.","Stefan, quédate ahí."
"Uhhhh... okay, sure thing!",Mmm... Está bien.
"What the...\| have you lost yer mind, \n[8]?!!  ...\| Wait a minute...","¿Pero qué...?\| ¡¿Has perdido la cabeza, \n[8]?! ...\| Un momento..."
Nice trick.\! You should probably do it again.,Qué buen truco.\! Deberías repetirlo.
"\n[8], I have questions...\| a chat, please?","\n[8], tengo algunas preguntas...\| ¿Qué tal si charlamos?"
"Have a little faith, eh?","Tienes un poco de fe, eh?"
...\|H-Holy mackerel!,...\|¡Santo cielo!
Stefan...\| we have been chosen...,"Stefan,\| somos los elegidos..."
"No more running, no more hiding.\! The lines are drawn and the enemy has played his hand.\! Casamir... the Nephilim have arrived, and we're coming for you.","Se acabó lo de ir siempre huyendo y escondiéndose.\! Los límites se han definido y el enemigo ha jugado sus cartas.\! Casamir, los nefilim hemos vuelto y vamos a por ti."
