ENGLISH,ENGLISH
"Hello, Sister Edelia.\! I hope I am not disturbing you?","Hola, hermana Edelia.\! Espero no importunarte."
"Not at all, General.\! Please, just Edelia.","En absoluto, general.\! Y, por favor, llámame Edelia."
I wonder if you would indulge me regarding the Donari Temple.\! The Sisterhoods of Mercy and Justice.\! You are Diana's bonded?,Me preguntaba si me concederías el gusto de hablar de los Templarios de Donar.\! Las Hermanas Misericordes y Justicieras.\! ¿Estás vinculada a Diana?
"Yes I am.\! But in that regard, I am a failure.","Sí, lo estoy.\! Pero soy un fracaso en ese aspecto."
Why?,¿Por qué?
A Sister of Mercy is tasked as the guardian of the Paladin's children.\! Her child remains missing...,A una hermana misericorde se le asigna la tarea de custodiar a los hijos de la paladina.\! Su hijo sigue desaparecido...
Could you have prevented that tragedy?\! It would seem not.,¿Pudiste haber evitado esa tragedia?\! Parece que no.
"Thank you, but to the devoted of the Temple, it does not matter why.\! Only what happens.\! I can, however, continue to fulfill my duty to support Diana in her adventures in warfare.\! Tell me, are you a follower of Donar?","Gracias, pero a los devotos de los Templarios no les importa el por qué.\! Sino simplemente lo que sucede.\! No obstante, todavía puedo seguir cumpliendo con mi deber de apoyar a Diana en sus aventuras bélicas.\! Dime, ¿crees en Donar?"
"I am not a devotee, though I do recognize its value.\! I lament the Donari Temple's erosion and the spread of nihilism and cult worship.","No soy un devoto, aunque sí reconozco su valor.\! Lamento el desgaste que han sufrido los Templarios de Donar y la propagación del nihilismo y el culto."
"Ah, but you, the academic, probably could not bring yourself to believe in anything supernatural...","Ah, pero dudo que alguien tan intelectual como tú pudiera creer en nada sobrenatural..."
"Nay, I have seen that the absence of the Temple has filled the peoples' hearts with banality, making them vulnerable.\! They subconsciously desire a return to traditionalism, but what they will receive instead is the iron fist of tyranny, which will feel just the same.","No, lo que he visto es que la ausencia de los Templarios ha llenado de banalidad el corazón de la gente y la ha hecho vulnerable.\! Inconscientemente, desean una vuelta a lo tradicional, pero lo que recibirán en su lugar es la mano de hierro de la tiranía, la cual les parecerá exactamente lo mismo."
"That is very astute, General...","Es un pensamiento muy acertado, general..."
"Please, Lysander will do.","Llámame Lysander, por favor."
"Edelia... how do you feel about the Temple policy on... sanctioned breeding, for lack of a better term?","Edelia, ¿qué te parece la política de los Templarios con respecto a la... reproducción regulada, a falta de un término mejor?"
"If a female acolyte is to become a devoted warrior, and purveyor of all the Temple is to the outside world, she must be of high caliber.\! The Temple considers physical ability, mental acuity, moral fortitude...\! The Sisterhood of Mercy is wedded to her faith, the Temple, to her Bonded, and most of all to her Bonded's children.\! Someone like me would never qualify for procreation.\! They wish only to allow the greatest features to pass on to the next generation of acolytes.","Para que una acólita se convierta en guerrera devota y transmita al mundo exterior todo lo que representan los Templarios, debe estar altamente capacitada.\! Los Templarios tienen en cuenta las capacidades físicas, la agudeza mental, la fortaleza moral...\! Las Hermanas Misericordes están comprometidas con su fe, con los Templarios, con sus miembros y, sobre todo, con los hijos de estos.\! Alguien como yo nunca cumpliría los requisitos para procrear.\! Su deseo es que solo se transmitan las mejores cualidades a la siguiente generación de acólitas."
"Begging your pardon, but... someone like you? Why ever not?","Disculpa, pero... ¿alguien como tú? ¿Por qué no?"
...\| We of the Temple do not ask why.\! The traditions exist for the betterment of the world and the heavens.,...\| Los Templarios no nos preguntamos el por qué.\! Las tradiciones existen para mejorar el mundo y los cielos.
Is this why Sisters avoid associating with men?,¿Es esta la razón por la que las hermanas evitan relacionarse con hombres?
"Well...\| Yes, it would distract us from more important duties...\| Men of the Temple are severely punished for tempting a Sister of Mercy...","Bueno...\| Sí, nos distraería de otras obligaciones más importantes...\| Castigamos duramente a los templarios que intenten seducir a una hermana misericorde..."
"Ah, men of the Temple.\! And what about men who are not of the Temple?","Ah, los templarios...\! ¿Y qué pasa con aquellos que no sean templarios?"
Lysander...\! Are you trying to tempt me?,Lysander...\! ¿Intentas seducirme?
"I wouldn't dream of it.\! But... I would like to get to know you, much more thoroughly.",No se me ocurriría.\! Pero... me gustaría conocerte en profundidad.
"""Thoroughly...""\| what an interesting choice of words.\! From such an interesting man.\! Please, stay a while, Lysander.","«En profundidad»...\| Interesante elección de palabras...\! por parte de un hombre tan sumamente interesante.\! Por favor, quédate un rato aquí conmigo, Lysander."
