ENGLISH,ENGLISH
"\c[1]Isanter Palace, headquarters of the Western Army\c[0]","\c[1]Palacio de Isanter, cuartel general el Ejército Occidental.\c[0]"
"That predictable oaf, Terenor...\! like a child playing with a cannon, the man deserves not the power he wields.",Ese patán de Terenor es tan predecible...\! Es como un crío que estuviera jugando con un cañón. No merece el poder que ostenta.
It should be a simple matter to overcome an oaf.,Debería ser bastante fácil vencer a un patán.
"Would that I could wish it true, Diana.\! Harold, what are we looking at?","Ojala fuera así, Diana.\! Harold, ¿cuál es la situación?"
"Sixty-thousand men, against our own twenty-thousand, my lord.\! An unknown amount of gun and cannon divisions from the Imperial Army will be backing Terenor as well.\! Our 1st Heavy Cavalry has finally mobilized at Fort Findorian, giving us some breathing room.","Seis mil hombres contra nuestros veinte mil, mi señor.\! Una cantidad desconocida de divisiones de mosquetes y cañones del Ejército Imperial también apoyarán a Terenor.\! Nuestro primero de caballería pesada está movilizado por fin en el fuerte Findorian. Eso nos da un poco de oxígeno."
And we have the Temple warriors on our side...,Y también tenemos a los Templarios de nuestro lado...
"As long as we control the river, let the Eastern Army come.\! We will destroy bridge after bridge until their supplies run dry.","Mientras controlemos el río, podemos dejar que el Ejército Oriental se acerque.\! Destruiremos un puente tras otro hasta dejarles sin suministros."
Make them starve for going on the offensive.\| Terenor might just be dull-witted enough for that to work...,Haremos que se mueran de hambre por pasar a la ofensiva.\| Terenor es tan tonto que algo así podría funcionar...
You have learned nothing since the Succession War.,No habéis aprendido nada desde la Guerra de Sucesión.
Who is this disrespectful child?!\! You will address this council properly!,"¡¿Quién eres, mequetrefe arrogante?!\! ¡Te dirigirás a este consejo como es debido!"
"\n[8], was it?\! This is the one who was key in recapturing Trucea.","Eres \n[8], ¿verdad?\! Sin su ayuda nunca habríamos podido recuperar Trucea."
\n[8]...,\n[8]...
"The enemy has more men and material. You cannot hope to win a war of attrition.\! But their army is retreating and regrouping since their loss at Trucea.\! The time to strike is now while they are off balance. If not now, then never.\! If they were to lose Fort Eureeka, it would be a painful effort for them to continue offensive operations.","El enemigo tiene más hombres y recursos. Es imposible ganar una guerra de desgaste contra él.\! Pero su ejército se ha retirado, y se está reagrupando desde la derrota que sufrió en Trucea.\! Debemos atacar ahora, cuando siguen siendo vulnerables. Es ahora o nunca.\! Si perdieran el fuerte Eureeka, les costaría mucho seguir realizando operaciones ofensivas."
You can't expect me to just commit my soldiers to this...,No puedes esperar que envíe mis soldados a este...
"Duke Lothair, we have reason to trust in \n[8]'s judgement.\! ...\| I will accept personal responsibility if \n[8]'s plan fails.","Duque Lothair, tenemos motivos para confiar en el buen juicio de \n[8].\!...\| Si el plan de \n[8] fracasa, aceptaré toda la responsabilidad."
"If this adventure is a failure, your ""personal responsibility"" will mean very little to us when the enemy has removed all of our heads.","Si esta aventura sale mal, tu «responsabilidad» no valdrá gran cosa cuando el enemigo nos decapite."
"...\| If we can shock Terenor with a dramatic move, he may lose his enthusiasm for war.\! This land does not need another generation lost.","...\| Si podemos sorprender a Terenor con una acción contundente, tal vez se le quiten las ganas de seguir luchando.\! Esta tierra no necesita perder otra generación."
"\n[8], we will support you how we can. Donar be with us.","\n[8], te respaldaremos como podamos. Que Donar nos acompañe."
I can't guarantee anything.\! But a small chance is better than no chance.,No puedo garantizar nada.\! Pero una pequeña probabilidad es mejor que no tener ninguna en absoluto.
"I sincerely hope you know what you're doing, Diana...","Espero sinceramente que sepas lo que estás haciendo, Diana..."
I do not presume to know.\! All that matters is that I believe.,No pretendo saber nada.\! Lo único que importa es que tengo fe.
