ENGLISH,ENGLISH
Chapter 11: Taking Fort Eureeka,Capítulo 11: La conquista del fuerte Eureeka
"Bonanza! So many little toy soldiers on the battlefield, just for me.\! Very well, if my actions today will grease the wheels of power, so be it.","¡Estoy de suerte! El campo de batalla está lleno de soldaditos de juguete, y todos son para mí.\! Muy bien, si lo que haga hoy sirve para engrasar las ruedas del poder, que así sea."
"\c[1]Just enough to stop their momentum, Beatrix!\! Don't kill everyone right now - we need more time to prepare for the next phase!","\c[1]¡Solo tienes que enfriarles los ánimos, Beatrix!\! No mates a todos ahora mismo: ¡necesitamos más tiempo para prepararnos para la siguiente fase!"
"Quiet, old man, I was born for this...\| It's time, my poor little soldiers... come to Beatrix!","Tranquilo, abuelete. Nací para esto...\| Ha llegado la hora, pobres soldaditos... ¡Venid con Beatrix!"
"Th-that mage is some sort of demon!!\! Men of Isanter, full retreat!!","¡¡E-esa maga es un auténtico demonio!!\! Hombres de Isanter, ¡retirada!"
...How dare you? Did I order you to retreat?\! I am not bored with slaughtering you yet!,... ¿Cómo os atrevéis? ¿Acaso os he ordenado que os retiréis?\! ¡Todavía no me he cansado de masacraros!
Damn. We're on our own out here.\! If you want something done right...,Maldita sea. Tendremos que apañárnoslas solos.\! Si quieres que algo se haga bien...
"That enemy sorceress singlehandedly decimated Isanter's most elite forces...\! Unless you've got something up your sleeve, \n[8], I pray you find a way to avoid sending our troops anywhere near her.","Esa hechicera ha aniquilado a las mejores fuerzas de Isanter sin ayuda de nadie...\! \n[8], a no ser que tengas algo escondido en la manga, espero que encuentres una manera de evitar que nuestras tropas se acerquen a ella..."
Noted. Let's see how this shakes out.,Lo tendré en cuenta. Veamos como resulta esto.
"My gracious... these ones are feisty.\! Oh well, I've had my fill.\! Have fun playing war, darlings.","Santo cielo... Estos tienen ganas de luchar.\! Oh, bueno. Ya he me cansado.\! Divertíos jugando a la guerra, queridos."
"If we don't see her again, it'll be too soon.",No verteré ninguna lágrima si no volvemos a verla de nuevo.
"Sigh... what a bore, these temple types.\! But I do think I've sent enough of them to the void for today.\! Have fun playing war, darlings! Nap time for Beatrix.","Bah... Estos Templarios son un auténtico muermo.\! Pero creo ya he enviado a bastantes al infierno por hoy.\! ¡Divertíos jugando a la guerra, queridos! Beatrix se va a echar la siesta."
