ENGLISH,ENGLISH
...Am I bothering you?,... ¿Te molesto?
"Never.\! Join me, \n[8].","Nunca me molestas.\! Acércate, \n[8]."
Do you believe these people are common thugs?,¿Crees que estas personas son solo simples matones?
What I believe doesn't matter. We're just soldiers right now.,Lo que yo crea no importa. Ahora mismo solo somos soldados.
"Come on, I know you better than that. What exactly do you think the rebels want?","Vamos, te conozco demasiado bien. ¿Qué crees que quieren esos rebeldes?"
"They don't know what they want. They're angry and confused. Lashing out against order, hoping chaos will improve their situation.\! All they understand is force, so force they shall receive.","No saben lo que quieren. Están enfadados y confundidos. Luchan unos contra otros con la esperanza de que el caos mejore su situación.\! Solo responden ante la fuerza, y se les tratará en consecuencia."
Interesting...,Interesante...
"What do you think they want, then?",¿Entonces qué crees que quieren?
"They just want to be heard and understood. The Empire's taxing people to death to pay for the Succession War debts.\! If we destroy Antares, others like him will continue to speak out and rebel.","Solo quieren que alguien les escuche y les entienda. El Imperio está exprimiendo al pueblo con sus impuestos para pagar las deudas generadas por la Guerra de Sucesión.\! Si acabamos con Antares, otros cómo él seguirán alzando la voz y se rebelarán."
"You know just as I do - an army of lambs can become lions at a moment's notice. Let's not pretend that compassion will ever result in a lasting peace.\! If the roles were reversed, if you were the one begging for mercy, do you think you would get it?","Lo sabes tan bien como yo: un ejército de corderos puede convertirse en uno de leones en cualquier momento. No podemos esperar que la compasión lleve a una paz duradera.\! Si estuvieran en nuestro lugar, si fueras tú el que suplicara clemencia, ¿crees que la recibirías?"
"And so, we follow orders, as it is our duty. Makes everything so simple.",Es mejor seguir las órdenes. Es nuestro deber. Hace que todo sea mucho más fácil.
There's a crimson star out tonight. Haven't seen one in a long time...,Hoy brilla una estrella carmesí. Hacía mucho que no veía una...
It is quite a sight to behold...,Es realmente hermosa...
It's an omen.,Es un presagio.
Of course it is...,Por supuesto que sí...
"Every time we have seen the crimson star, something big happens. Really big. Changes the course of history.\! Think that star is speaking to us, \n[8]? Calling upon us to do as Donar would and fix this world?","Cada vez que hemos visto una estrella carmesí, algo importante ha ocurrido. Algo realmente importante. Algo capaz de cambiar el curso de la historia.\! ¿Crees que esa estrella está hablando con nosotros, \n[8]? ¿Tal vez nos pide que sigamos el ejemplo de Donar y enderecemos el mundo?"
Ugh...\| It's just...,Ugh...\| Es tan solo que...
Yeah... sure. That's probably what it is.,"Sí..., claro. Probablemente sea eso."
"Heh... \| Thank you for humoring me, \n[8].","Je... \|Gracias por seguirme la corriente, \n[8]."
