ENGLISH,ENGLISH
"...Hey, you.","Eh, tú."
You look well. I'm glad they've given you the freedom you deserve.,Tienes buen aspecto. Me alegro de que te hayan dado la libertad que mereces.
"...\|In a sense, the guards have been agreeable.\| And of course, I am a model inmate.","...\| En cierto modo, los guardas han sido amables.\| Y, por supuesto, yo soy un recluso ejemplar."
"Heh...\| yeah, I have no doubt.","Je, je...\| Sí, no me cabe duda."
"There is no need for discomfort on your part, \n[8].\| This is penance for my own foolish actions, and how I proposed to repay my debts to my homeland.\! I can only hope the people see it as I do.","No hay motivo para que te sientas mal, \n[8].\| Este es mi castigo por lo que hice y así es como me he propuesto reparar mi deuda con los tuyos.\! Tan solo espero que la gente también lo vea así."
"It seems self-imposed penance is all the rage these days, huh.",Parece que lo de autoimponerse un castigo está de moda últimamente.
"Indeed, and if I may impose, yours is entirely pointless.\| You are the hero of the age.","Sí, y si me permites decírtelo, el tuyo me parece totalmente inútil.\| Tú eres el héroe de esta era."
"...So, I hear your articles are really making waves.\| I mean, that's not surprising, but... you're already serving in a government position before the end of your sentence?","He oído que tus artículos están causando estragos.\| No es de extrañar, la verdad, pero... ¿ya ocupas un cargo en el gobierno antes de cumplir tu sentencia?"
"Yes. It is a largely ceremonial role for the time being, but I am humbled to know that my articles have been so well-received.\! The Proconsulate has offered me the honor of being a founding father of sorts.\! A bizarre fate for a man like me, but a responsibility I feel obligated to fulfill.","Sí. Se trata de un cargo puramente ceremonial de momento, pero me alegra saber que mis artículos han tenido tan buena acogida.\! El proconsulado me ha ofrecido el honor de ser algo así como un padre fundador.\! Un destino curioso para alguien como yo, pero es una responsabilidad que me veo obligado a cumplir."
"That is wonderful, Lysander.\| You deserve no less, and our country needs what you have to offer desperately.\! This is truly who you were meant to be. If I can hope one thing for my loved ones, to fulfill the purpose etched by your birth is it.","Eso es estupendo, Lysander.\| No te mereces menos y nuestra patria te necesita desesperadamente.\! Eres realmente quien estabas destinado a ser. Si pudiera desear algo para mis seres queridos es que cumplieran el propósito que marcó tu nacimiento."
...Loved ones...,Seres queridos...
"Of course.\| Always, Lysander...\| nothing, no one could touch my life as you have.","Claro.\| Eso siempre, Lysander...\| Nada ni nadie ha llenado mi vida tanto como tú."
I wish you would renounce this love entirely.\| ...\| I wish that I could.,Preferiría que renunciarais a este amor por completo.\| ...\| Ojalá pudiera.
"Yeah, not so easy, is it?","Sí, no es tan fácil, ¿verdad?"
Will you ever return to Veridia?,¿Volverás alguna vez a Veridia?
"You know I can't say.\| And... you know how I feel about it.\| About us.\| I need you to embrace your new life, and to let me go.\! If I return, if we do see each other again, I need to see you thriving. Happy, and fulfilled. Even if it's not with me.\! That is the only way either of us can survive the future, Lysander...","Sabes que no puedo contestar a eso.\| Y... también cómo me siento al respecto.\| En cuanto a nosotros...\| Necesito adoptar una nueva vida y dejarme llevar.\! Si regreso, si nos volvemos a ver, necesito verte prosperar. Feliz y realizada... Aunque no sea conmigo.\! Solo así podremos sobrevivir al futuro, Lysander."
...\|\| Imagining life without you...\| it's so empty.\| So meaningless.,"...\|\| Mi vida sin ti...\| se me antoja tan vacía,\| con tan poco sentido."
"No, you're wrong!\| Stop getting trapped by your own hubris.\| You are in charge of your destiny now, you'll make that meaning.\| ...Don't suffer, Lysander.\| Please...","¡No, te equivocas!\| Deja de sentirte atrapado por tu propia arrogancia.\| Tu destino depende de ti ahora, tú tendrás que darle un sentido.\| No sufras, Lysander.\| Te lo ruego..."
I'm sorry. It is not possible to be pleased with losing you.,Lo siento. No puedo soportar tener que perderte.
"I'm not lost.\| Not yet. A demon god couldn't take me down, I'm not about to throw in the towel for what ever awaits me.","No estoy perdida,\| aún no. Un dios diabólico podría derrotarme. No pienso tirar la toalla ante lo que sea que me espere."
"Of course.\| Donar watch over you, \n[8]...","Claro.\| Que Donar te guarde, \n[8]."
"Thank you, Lysander... and you as well.","Gracias, Lysander. Y a ti también."
