ENGLISH,ENGLISH
"So much has changed, Lysander...","Han cambiado tantas cosas, Lysander."
It is like waking from a dream to reveal a nightmarish reality.,Es como despertarse de un sueño y encontrarse con una realidad de pesadilla.
Can you tell me what happened to you after the battle at Fort Eureeka?,¿Puedes decirme qué te pasó después del combate en el fuerte Eureeka?
"By the time I'd returned to the inner keep, Diana had already evacuated with her group.\! I gathered everyone else I could find and we slipped out the rear sully port into the river, where we threw together makeshift rafts and floated down the Herald under the cover of night.\! Myself, Raskuja, Narima, and Sybil regrouped and made our way to the capital...\| just in time to watch your execution.\! The moronic cheers of the crowd nearly vexed me enough to blow my cover...","Para cuando regresé al torreón interior, Diana ya se había marchado con su grupo.\! Reuní a todos los que encontré y salimos del puerto de atrás hacia el río, donde juntos lanzamos balsas improvisadas y navegamos por el Heraldo hasta ya caída la noche.\! Raskuja, Narima, Sybil y yo nos reagrupamos y nos pusimos rumbo a la capital...\| justo a tiempo para ver tu ejecución.\! Los ridículos gritos de conmoción del público me enfadaron tanto que por poco acabo revelando mi identidad."
"Cheers, huh.","Gritos de conmoción, ¿eh?"
"It was an explosion of emotion across the spectrum.\! It was that moment that tipped the scales, so that the coming disaster was apparent not only to the clever, but to all.\! In the coming months, I attempted to rally opposition forces among the enraged nobles who remained, but the dark knight and his black dragon had an answer for everything we tried.\! Following his dragon's roar was always death and suffering.\! No one could stand up to him, as he acted as the vanguard for an army of powerful cultist mages, and Casamir's Imperial elite troops.\! After witnessing the power of that dark knight, and your...\| resurrection...\| I no longer scoff at the supernatural, but now seek to decipher it.\! After some time in exile, I reunited with my friends, and we caught wind that Diana had organized a resistance force dedicated to protecting the children from the mass kidnappings.\! We sprang into action, taking advantage of the weakness here at Eastwall Fortress, and held out just long enough for you to arrive.","Había todo un espectro de emociones.\! Era el momento que inclinaba la balanza, para que el desastre que se avecinaba fuera aparente no solo para los listos, sino para todos.\! En los meses siguientes, traté de formar un ejército opositor con los nobles molestos que quedaban, pero el caballero oscuro y su dragón negro contrarrestaron todos nuestros intentos.\! Tras el rugido de su dragón siempre había muerte y sufrimiento.\! Nadie podía hacerle frente, ya que actuaba como vanguardia de un ejército de poderosos magos adeptos y las tropas imperiales de élite de Casamir.\! Tras presenciar el poder de aquel caballero oscuro y de tu...\| resurrección...\| ya no me burlo de los sobrenatural, sino que busco darle una explicación.\! Tras algún tiempo en el exilio, me reuní con mis amigos y nos enteramos de que Diana había creado un ejército de resistencia para proteger a los niños de la racha de secuestros.\! Decidimos tomar cartas en el asunto, aprovechando que las cosas no iban muy bien aquí, en la fortaleza de Muroriente, y aguantamos lo suficiente para que llegaras."
"It's infuriating, what they're doing.\! Can't convince the grown-ups, so they have to tear families apart and brainwash the young.","Es increíble lo que están haciendo.\! Como no pueden convencer a los adultos, se dedican a separar familias y lavarles el cerebro a los jóvenes."
"It is indeed unforgivable, but this also presents an opportunity.\! This is a war of good against evil now... no mercy required for the enemy.\! Only their total destruction will heal the land.\! This is quite a bit more simple than reconciliation with a defeated foe.","Sin duda es algo imperdonable, pero al menos nos da una oportunidad.\! Esta se ha convertido en una guerra del bien contra el mal. No hay por qué apiadarse de los enemigos.\! Solo acabar completamente con ellos restaurará estas tierras.\! Esto es algo más simple que una mera reconciliación con un rival derrotado."
"I was thinking just that, and you said it.\! Knowing you're the ""good"" in that good versus evil does make things simple.",Estaba pensando en lo mismo que acabas de decir.\! Sabes que tú eres el «bien» en este conflicto hace que las cosas sean más sencillas.
"...So long as you stay good, \n[8].","Siempre y cuando sigas por el camino del bien, \n[8]."
