ENGLISH,ENGLISH
Is he dead...??,¿Está muerto?
"Almost.\! Stay here.\! With my power, I will bury this threat forever.","Casi.\! Quédate aquí.\! Con mi poder, sepultaré para siempre a esta amenaza."
I'm sorry.\! I can't let this happen.,Lo siento.\! No puedo permitir que esto pase.
Do you think you can stop me?,¿Crees que puedes detenerme?
...\| Yes. But not by crossing blades with you.\! I've felt what's coming for a long time... this is the end of a story that you've sought to make true.,"...\| Sí, no luchando contra ti.\! He presentido lo que estaba por llegar desde hace tiempo... Este es el fin de una historia que ansiabas hacer realidad."
"If you want to take Zanatus's power, you'll have to kill me.","Si quieres hacerte con el poder de Zanatus, tendrás que matarme."
"\n[8]...\| There is no other path for me.\! Not in this world, not in this life.\! The people of our country could not, and should not tolerate my existence.","\n[8]...\| No tienes más opción que esa.\! Ni en este mundo, ni en esta vida.\! La gente de nuestro país no podría y no debería tolerar mi existencia."
"...Then we have something in common.\! For me, it's only a matter of time.","Entonces tenemos algo en común.\! Para mí, solo es cuestión de tiempo."
...What?,¿Qué?
"Our whole lives, in these moments, you've always told me to wait and watch while you handle it.\! Now, I'm asking you to return the favor.\! Let me handle this one, Zelos.\| ...It's time for us to disappear.","Todas nuestras vidas. En momentos así, tú siempre me has dicho que espere y te deje ocuparte de todo.\! Ahora, te pido que me devuelvas el favor.\! Deja que me ocupe de esto, Zelos.\| Es hora de que desaparezcamos."
"You really have surpassed me, as I'd always predicted.\! But you know, I'll never forget this.\! What you asked me to sacrifice.","Me has sorprendido de veras, como siempre predije.\! Pero nunca me olvidaré de esto.\! Lo que me has pedido que sacrifique."
"The way I see it, we'll have plenty of time to get over it.\! Here, or in hell.","Tal y como lo veo, tenemos suficiente tiempo para superarlo.\! Aquí o en el infierno."
"Right then. Do what you came here to do, \n[8]...","Está bien, haz lo que tengas que hacer, \n[8]."
