ENGLISH,ENGLISH
"It is a miracle that we found you when we did, \n[8].","Es un milagro que te encontrásemos justo cuando lo hicimos, \n[8]."
...Who were my captors?,¿Quiénes fueron mis captores?
The Followers of Zanatus.\! My mortal enemy. Scourge to all the innocent people of our world.,Los Seguidores de Zanatus.\! Mi enemigo mortal. Azote de la gente inocente de este mundo.
Zanatus...,Zanatus...
"Yep, that one. Some call him the devil, the bringer of death, dark god, what have you.\! Turns out he's got quite the following here among us mortals, a cult of sorts.\! They might've taken you away, never to be seen again had we been just a tad slower.","Sí, ese. Algunos lo consideran un diablo, el portador de muerte, un dios oscuro y un largo etcétera.\! Al parecer, tiene muchos seguidores entre nosotros, los mortales; tiene una especie de culto.\! De haber sido algo más lentos, podrían haberte llevado y hacerte desaparecer para siempre."
Have you heard of the battle between the dark god Zanatus and Donar?,¿Has oído hablar de la batalla entre el dios oscuro Zanatus y Donar?
No,No.
Yes,Sí.
"\c[1]In a time long before living memory, the world was covered in despair.\! The dark god Zanatus was summoned into our world, and the human race endured unspeakable tyranny and hardship under his rule.","\c[1]Mucho antes de que se recuerde, el mundo estaba sumido en la desesperación.\! Alguien invocó al dios oscuro Zanatus a nuestro mundo, lo que supuso una tiranía y un sufrimiento indescriptibles para la raza humana."
"\c[1]Seeking to liberate their people, five warriors lead by the legendary hero, Donar, rose up in rebellion.\! Donar became the symbol of hope, and for the first time, people believed that Zanatus could be defeated, and they could be free.","\c[1]Con el fin de liberar a su gente, cinco guerreros se rebelaron bajo el liderazgo del legendario héroe llamado Donar.\! Donar se convirtió en un símbolo de esperanza y, por primera vez, la gente creyó en la posibilidad de derrotar a Zanatus y ser libres."
"\c[1]On the brink of defeat against overwhelming odds, the five heroes received the boon of the heavens.\! With this new power, they pushed back the demonic forces of Zanatus, and Donar plunged his blade into the heart of the dark god himself, sending him to the void.","\c[1]Al borde de la derrota y contra todo pronóstico, los cinco héroes recibieron la bendición de los cielos.\! Gracias a este nuevo poder, hicieron retroceder a las fuerzas demoníacas de Zanatus, y Donar clavó su espada en el corazón del mismísimo dios oscuro, enviándolo así al vacío."
"\c[1]With the defeat of Zanatus followed the collapse of his empire.\! The human survivors, guided by faith, planted the seeds of civilization as we know it today, and prospered for centuries.","\c[1]A la derrota de Zanatus le siguió el colapso de su imperio.\! Los humanos que sobrevivieron, guiados por la fe, plantaron las semillas de la civilización tal y como la conocemos hoy. Así prosperaron durante siglos."
Yep... the event which the history books say forged our world.\! Makes for a great story.,"Sí..., el acontecimiento que los libros de historia cuentan que forjó nuestro mundo.\! Es un gran relato."
This ancient battle is about to return to our world.\! Everything has been set into motion as it is told in the prophecy.\! This is why the cultists have mobilized... they are searching for the Nephilim.,Esta batalla ancestral está a punto de repetirse en nuestro mundo.\! Todo ha ocurrido según la profecía.\! Por eso los miembros del culto se han movilizado... Están buscando a los nefilim.
...Nephilim? You mean the giants in children's fairy tales?,¿Nefilim? ¿Te refieres a los gigantes de los cuentos infantiles?
"The five heroes who defeated Zanatus so long ago ascended to the heavens to watch over us as the gods.\! Their spirits have seen fit to return to our world to be reborn into five mortals, five Nephilim.\! We of the Temple have no doubt...\| war is coming, and Zanatus is marshalling his forces against us.","Los cinco héroes que hace tanto tiempo derrotaron a Zanatus ascendieron a los cielos para velar por nosotros como dioses.\! Sus espíritus han considerado oportuno regresar a nuestro mundo para renacer en forma de cinco mortales, cinco nefilim.\! Los Templarios no tenemos ninguna duda...\| La guerra se acerca, y Zanatus está movilizando a sus tropas."
"Come on, Diana. Are you gonna tell \n[1] or do I have to?\! We did just witness you in battle...","Venga, Diana. ¿Se lo dices tú a \n[1] o lo hago yo?\! Acabamos de verte en combate..."
"...What, are you supposed to be one of these Nephilim or something?",¿Qué pasa? ¿Eres uno de esos nefilim o qué?
"The prophecy is not so easily interpreted. The Temple Grandmaster Oxley believes I bear the characteristics of a Nephilim, due to my lineage.","La profecía no es tan fácil de interpretar. El gran maestro del templo, Oxley, cree que tengo las características de un nefilim debido a mi linaje."
"But you were the only survivor we found here.\! They know something about you, \n[8].\! That makes you a part of the prophecy.","Pero únicamente te encontramos a ti con vida.\! Saben algo de ti, \n[8].\! Eso te convierte en parte de la profecía."
"That's...\| Come on.\! There's nothing special about me, I'm just on the wrong side of Casamir's scheming.\! If you expect me to just listen and believe...","Eso son solo...\| Vamos.\! No tengo nada de especial, simplemente estoy en el bando contrario a los planes de Casamir.\! Si pretendes que me limite a escuchar y creer eso..."
You need not simply believe.\! Look.,No basta simplemente con creer.\! Mira.
