ENGLISH,ENGLISH
"Why, look at this.\! The Messiah crosses my path once again.\! You've been doing that a lot lately, young man.","Vaya, mira esto.\! El Mesías se vuelve a cruzar en mi camino.\! Últimamente sucede con demasiada frecuencia, jovencito."
Errr... I have??,Um... ¿En serio?
"Oh, yes indeed.\! And believe me, I am quite flattered.","Oh, claro que sí.\! Y debo decirte que me halaga bastante."
What the...\| What do you mean?\! I mean I'm certainly impressed by your...,"¿Pero qué...?\| ¿A qué te refieres?\! Es decir, me impresiona tu..."
"Ha, by my what, hmmmm?\! Surely it is my fantastic magical aptitude, no?\! Or is it my lust for battle, or is it...\| both of these?","¡Ja, ja! ¿Mi qué?\! ¿Mis portentosas dotes mágicas?\! ¿O tal vez mi sed de combate? ¿O quizás...\| ambas cosas?"
"*GULP*\| I... uh...\! Yes.\! And yes... I mean, no!!!\! Beatrix, what are you doing???","*Glups*\| Yo..., esto...\! Sí.\! Y sí... ¡O sea, no!\! Beatrix, ¿qué estás haciendo?"
"You know very well what I...\| what we're doing.\! I see you prowling about in the distance.\! That analytical little mind whizzing away in a whirlwind of thoughts.\! Who is this unusual dame?\! And just HOW to tame her??\! Is she siren, or succubus? The mystery must be tantalizing...","Sabes perfectamente lo que estoy...,\| o mejor dicho, lo que estamos haciendo.\! Te veo merodear a lo lejos.\! Esa mente analítica tuya no para de acumular pensamientos.\! ¿Quién es esta dama tan insólita?\! ¿Y cómo se podría domar?\! ¿Es una sirena o un súcubo? Sin duda, el misterio es tentador..."
"Don't worry, just follow my lead on this little dance.\! You see, \n[8], I have prowled you just the same.\! You have grown powerful, and famed, and to that, I am irresistably compelled.\! For it is power that moves me, and thrills me... I feel the quiver of its compulsion in my bones, and so too do you, \n[8]... when you lay eyes on me.\! Don't you, mmm?","Pero no te preocupes y sigue mis pasos en esta pequeña danza.\! Verás, \n[8], yo también te he estado rondando.\! Tú te has vuelto fuerte y célebre, y eso me atrae irresistiblemente.\! Porque el poder es lo que me mueve y lo que me hace vibrar... Siento el temblor de su apremio en mis huesos, y tú también lo sentirás pronto, \n[8], cuando te fijes en mí.\! ¿Qué me dices, eh?"
"You give me little choice, Beatrix.","Me dejas pocas opciones, Beatrix."
"Do not worry, I can see it in your eyes.\! But it would do me a world of good to hear you say the words, my good \n[8].","No te preocupes, puedo verlo en tus ojos.\! Pero me haría muchísimo bien oírte pronunciar las palabras, \n[8]."
"Not gonna let this go, are you?\! Yeah. I can't stop thinking about you, and I can't get my eyes off you.\! What sane man could?\! Believe me, I have tried...","No vas a dejarlo pasar, ¿verdad?\! Es cierto. No puedo dejar de pensar en ti y no puedo quitarte los ojos de encima.\! ¿Qué hombre en su sano juicio podría hacer algo así?\! Te aseguro que lo he intentado..."
"Oh, come now, there is no reason to resist.\! You are in for the ride of your life.\! I can show you things and experiences you did not imagine possible.\! Come here, \n[8], and I will give you a new sense of purpose that you so desire.","Oh, venga ya, no hay razón para resistirse.\! Te espera el viaje de tu vida.\! Puedo mostrarte cosas y experiencias que nunca habrías imaginado.\! Ven aquí, \n[8], y te daré esa nueva razón de ser que tanto deseas."
