ENGLISH,ENGLISH
"Greetings, human.","Saludos, humano."
"First things first, please call me \n[8].\! Deal?","Primero de todo, llámame \n[8].\! ¿Trato hecho?"
Yes \n[8]. Raskuja will comply.,"Sí, \n[8]. Raskuja cumplirrr."
"So, I've heard so much about this Eskandar, fella.\! Some sort of legendary Barek Tor.\! What's the deal with him anyway?\! You would think he was some sort of god.","Verás, he oído hablar mucho de ese tal Eskandar.\! Parece que fue un barek tor legendario.\! ¿Qué me puedes contar?\! Se diría que fue un semidios o algo así."
"Eskandar was a fierrrrrce and powerful warrior 100 years ago, during time of great crisis.\! Humans sought to conquer Barek Tor and destroy Barek Tor spirit.\! The great Eskandar rrrrrallied people together and defeated much more powerful enemy to earn Barek Tor freedom.\! Eskandar so great, he left Barek Tor lands to seek out and to destroy this enemy where they hide.\! He return home loved by all.\! Eskandar becomes grrrrreat chieftain of all Barek Tor people, and repopulate our kind.\! Most Barek Tor somehow related to Eskandar this day... I hope so is Raskuja, so have his grrrrreat and divine warrior blood.","Eskandar ser fiero y poderoso guerrero hace 100 años, durante grrran crrrisis.\! Los humanos querer conquistar Barek Tor y destrrruir espíritu de Barek Tor.\! El grrran Eskandar unir a las perrrsonas y derrotar a enemigo mucho más poderoso para conseguir liberrrtad de Barek Tor.\! Eskandar ser tan grrrande que abandonar tierras de Barek Tor para buscar y destrrruir a enemigos.\! Cuando volver a casa, todos quererrrlo.\! Eskandar converrrtirrrse en grrran jefe de pueblo de Barek Tor y repoblar nuestrrra especie.\! En Barek Tor, casi todo el mundo serrr familia de Eskandar... Yo esperar que Raskuja también, para tener su grrran y sangre divina y guerrera."
I wonder why I'd never learned much about him.,Me pregunto por qué nunca supe gran cosa sobre él.
"Barek Tor lifespan not as long as human.\! Eskandar pass to next life after rrrrreaching golden age of 50 years.\! Eskandar policy on human is to be being frrrrriendly, because of best friend named ""Lucian Iblis"" who was prominent human and great hero of human lands.","Esperanza de vida de pueblo de Barek Tor no ser tan grrrande como humana.\! Eskandar pasar a la siguiente vida trrras alcanzar edad dorada de 50 años.\! Política de Eskandar con humanos ser corrrdial porque su mejor amigo, Lucian Iblis, ser humano imporrrtante y grrran héroe de tierras humanas."
"Yep, everyone knows about Lucian Iblis.","Sí, todo el mundo conoce a Lucian Iblis."
"Because of their frrrrriendship, human and Barek Tor were to be connected.\! Lucian live on many years past Eskandar, but without our great hero, Lucian and Barek Tor people were to being disconnected slowly over time.\! Lucian attempt to befrrrrriend new Barek Tor chieftains, but it was not to be being.\! Over next 50 years, Barek Tor attempt to return to old way.\! No longer trrrrrade food with humans of Sayunaa in exchange for their great trrrrreasures.\! Barek Tor society become poor.\! Now we attempt to repair damage but without being weak to conquest much like during the time of Eskandar.","Esta amistad hacerrr que humanos y Barek Tor estar unidos.\! Lucian vivir muchos años después de Eskandar, pero sin grrran héroe, Lucian y pueblo de Barek Tor perrrder contacto despacio.\! Lucian intentar ser amigo de nuevos jefes de Barek Tor, pero eso no suceder.\! Por 50 años, Barek Tor intentar recuperar viejas costumbrrres.\! Ya no comerrrciar comida con humanos de Sayunaa a cambio de grrrandes tesoros.\! Sociedad de Barek Tor hacerrrse pobrrre.\! Ahora, nosotrrros intentar reparar daño, pero no ser débiles a conquista, como cuando Eskandar vivir."
"I could listen to this stuff all day, cat.","Podría seguir escuchándote todo el día, gato."
It is great honor to Raskuja when human show interest in Barek Tor.\! \n[8] is good company for Raskuja. Raskuja wishes to talk more in future days.,Que los humanos interesar por Barek Tor ser grrran honor para Raskuja.\! \n[8] ser buena compañía para Raskuja. Raskuja quererrr hablar más en días futuros.
Count on it!,¡Cuenta con ello!
