ENGLISH,ENGLISH
Might I steal a few moments of your time?,¿Te puedo robar un par de minutos?
"Of course, Lysander.\! Though, I am not as interesting as \n[8], so I fear you will be disappointed.","Por supuesto, Lysander.\! Aunque no soy tan interesante como \n[8], así que es posible que te decepcione."
"As you may know, I am not a devotee to the Donari doctrine.\! And you are famed for being perhaps the strictest adherent alive.","Como sabrás, no soy devoto de la doctrina de Donar.\! Y tú tienes la fama de ser posiblemente su más ferviente seguidora."
One could say that...,"Sí, se podría decir que así es."
"May I ask,\| do you see your beliefs as the most correct, and righteous?\! Compared with, for example, the Followers of Zanatus?","Me gustaría preguntarte, \|. ¿Consideras que tus creencias son las más justas y correctas?\! ¿En comparación, por ejemplo, con los Seguidores de Zanatus?"
"The Followers of Zanatus are wicked, and the wicked shall be crushed. It is very simple.","Los Seguidores de Zanatus son malvados, y hay que destruir todo aquello que es malvado. Así de simple."
"Indeed...\| And if you were to read the minds of these Zanatus worshipers, what do you think you would see?\! Would they not have the same adversarial conviction?\! That, perhaps, these adherents to Zanatus act and live with their own sense of righteousness?","En efecto...\| Y si pudieras leer la mente de estos devotos de Zanatus, ¿qué crees que verías?\! ¿No crees que pensarían lo mismo de vosotros?\! ¿No crees que, tal vez, estos defensores de Zanatus vivan y obren bajo su propio sentido de la justicia?"
"These ponderings are a little dull to me.\! Some things are, and some things aren't.\! No need to play Devil's Advocate all the time.",Esas reflexiones me resultan algo insulsas.\! Algunas cosas son así y otras no lo son.\! No es necesario hacer de abogado del diablo todo el tiempo.
I... suppose I have become quite the nuisance to you now.,Supongo que... me he convertido en una molestia para ti.
"It's alright. Philosophers often wish to question the intensity of the Temple's resolve.\! After you have witnessed how the Zanatus cultists conduct themselves, you will no longer see them as misunderstood outcasts.\! At the risk of sounding curt...\! It's best you just let me fulfill my role in peace, knowing that you can continue to live in a world in which you won't be burned alive for having divergent thoughts.","No pasa nada. Los filósofos a menudo buscan interrogantes sobre la determinación de la voluntad de los Templarios.\! Cuando seas testigo de cómo se comportan los adeptos a Zanatus, dejarás de verlos como a parias incomprendidos.\! A riesgo de sonar borde...\! Lo mejor es que me dejes desempeñar mi labor en paz, sabiendo que podrás seguir viviendo en un mundo donde no te quemarán vivo por pensar de forma distinta."
...I must say this conversation has far exceeded my expectations.,Debo decir que esta conversación ha superado con creces mis expectativas.
Your expectations?,¿Tus expectativas?
Oh...\| you know... I didn't mean...,"Bueno...,\| ya sabes... No lo pretendía..."
"So...\! Me Diana, me like smash bad guys.","En fin...\! A mí, Diana, me gusta hacer añicos a los tipos malos."
Heh heh... point taken.\! I shall leave before I embarrass myself further...,"Je, je... Tomo nota.\! Me marcho antes de seguir dando más vergüenza..."
