ENGLISH,ENGLISH
Chapter 28: Downfall,Capítulo 28: Caída
Can't believe this...,No puedo creerlo...
There is no death painful enough for him...,Ninguna muerte es lo suficientemente dolorosa para él...
"Bah, I don't think they realize who they're messin' with.\! Me thinks it's the bad guys who need savin'.","Bah, no creo que sepan con quién se las están viendo.\! Creo que son los malos los que necesitan que les salven."
Don't be so sure. They found her one weakness.\! They'll kill her and she'll let them if we aren't smart about this...,No estés tan seguro. Han encontrado su única debilidad.\! La matarán y ella dejará que lo hagan si no tenemos cuidado...
"Your death would serve no purpose, child.\! Wait here for your mother.","No tendría sentido matarte, niño.\! Espera a tu madre aquí."
...I will...,Lo haré...
You must have a death wish trying to imprison me!,¡Debes tener ganas de morir si piensas que puedes encarcelarme!
What are you doing here?!\! My Alex!!,¡¿Qué haces aquí?!\! ¡Querido Alex!
I know when I am outmatched... we will meet again.\! The boy is unharmed.,Sé reconocer cuando tengo las de perder... Volveremos a vernos.\! El chico se encuentra bien.
Where's my mom?!,¡¿Dónde está mamá?!
What are you doing here?!\! Where is my Alex?!,¡¿Qué haces aquí?!\! ¡¿Dónde está mi Alex?!
"We got 'im.\! Safe and sound.\! Let's finish this up, eh?","Le tenemos.\! Está sano y salvo.\! Acabemos con esto de una vez, ¿vale?"
...Donar's mercy...,... Bendito sea Donar...
Mom!!!,¡¡Mamá!!
Casamir...,Casamir...
