ENGLISH,ENGLISH
Hey Abigayle! Are you glad to be back in Lemelin?,"¡Eh, Abigail! ¿Te alegra estar de vuelta en Lemelin?"
"Yes... but I must admit, I prefer the cold, and the snow, of Granheim Abbey. There is a certain magic to it that I cannot explain!","Sí, pero debo admitir que prefiero el frío y la nieve de la abadía de Granheim. Tiene algo mágico que no puedo llegar a explicar."
Interesting. Aren't you from the hottest country in Tahnra?,Interesante. ¿Tú no eras del país más cálido de Tahnra?
"I have no memory of my place of birth. To be honest, it is just another part of my life that sets me apart from most Sayunaari.\! I am a Priestess of the Sisterhood of Mercy... the Temple is my calling, and my home.\! My brother sorely wants to visit Sayunaa with me, but then again...","No recuerdo mi lugar de nacimiento. A decir verdad, no es sino otra parte de mi vida que me diferencia de la mayoría de los sayunaari.\! Soy una sacerdotisa de las Hermanas Misericordes... Los Templarios son mi vocación y también mi hogar.\! Mi hermano se muere de ganas por visitar Sayunaa conmigo, aunque..."
...He pretty much wants to do anything and is thrilled about the idea.,lo cierto es que le entusiasma hacer cualquier cosa.
Ha ha ha... yes! Exactly!,"Ja, ja, ja... ¡Sí! ¡Exacto!"
"So... you're supposed to be assigned to a Paladin, right? How's that goin'?","Entonces, se supone que te asignarán a una paladina, ¿no? ¿Cómo va el asunto?"
"It does not happen at any given time... sometimes it does not happen at all.\! You see, the Sisterhood of Justice is far smaller in number than my holy order.\! And eligible female Paladins number even fewer.\! I do not hold the same aspiration to be Bonded as Sister Edelia is, but it must be such an honor to be Bonded with the greatest of all Paladins!\! I can only hope to fulfill my duty to serving the Temple and pursuing a life as directed by holy Donar.","No es algo que ocurra en un momento concreto... A veces ni siquiera llega a ocurrir.\! Verás, las Hermanas Justicieras son mucho menos numerosas que mi orden sagrada.\! Y todavía menor es el número de paladinas aptas.\! No tengo las mismas aspiraciones que la hermana Edelia en lo que respecta a la asignación de un vínculo, pero debe de ser todo un honor estar vinculada a la mejor de las paladinas.\! Mi única esperanza es cumplir con mi deber de servir a los Templarios y vivir según las directrices del sagrado Donar."
"Yeah.\| Wait, what about that drakeling you adopted?\! Is that in Donar's plans for you?",Sí.\| ¿Y qué hay del dragoncito que adoptaste?\! ¿También entra en los planes que Donar tiene para ti?
Ahhh... please don't mention Nibbler to the Temple officials!\! But... I am still working on bonding with him.\! It seems it will take some time...,¡Te suplico que no le hables de Mordiscos a la cúpula de los Templarios!\! Pero... Todavía estoy tratando de estrechar lazos con él.\! Creo que me llevará algún tiempo...
"You'll figure it out, I'm sure. Seems like the kid is a real fighter.",Seguro que acabas dando con la tecla. Parece todo un luchador.
"I am not quite sure, but I think he insists on being by my side in this war. I do hope to see him survive, and grow to enjoy life...","No lo sé a ciencia cierta, pero creo que insiste en permanecer a mi lado en esta guerra. Espero verle sobrevivir, crecer y disfrutar de la vida..."
