ENGLISH,ENGLISH
"\c[1]Underground escape route, Westerfield sewers\c[0]","\c[1]Ruta de huida subterránea, cloacas de Campoeste\c[0]"
Why are they making us leave?,¿Por qué nos obligan a irnos?
They said the bad people are coming to take us away from our home.\! They said they are non believers.,Dicen que hombres malos vienen a sacarnos de nuestras casas.\! Dicen que no son creyentes.
"Yeah, this one prolly told 'em we are here.\! We all know he's not a believer like us, he doesn't even want to give up his old name.\! Isn't that right, ALEX?!","Sí, seguro que este les ha dicho que estamos aquí.\! Sabemos que no es un creyente como nosotros. Ni siquiera quiere renunciar a su antiguo nombre.\! ¡¿No es cierto, ALEX?!"
Shut up!\! I didn't tell anyone!!,¡Silencio!\! No le he dicho nada a nadie.
Stupid Alex... we're gonna tell on you.,"Maldito Alex, nos vamos a chivar de ti."
Listen! My mom's gonna kill the masters.\! You'll see.\! She's the best fighter in the world.\! Then you can have your real families back!!,"Escuchadme, mi madre acabará con los maestros.\! Ya veréis.\! Es la mejor guerrera del mundo.\! ¡Y así podréis recuperar a vuestras familias!"
"That's it, you're dead.\! Come on, let's tell the masters we have a sacrifice!!!","Vale, estás muerto.\! ¡Venga, vamos a decirles a los maestros que tenemos un sacrificio!"
Ha ha ha ha...\! Yeah! Get the non believer!!!,"Ja, ja, ja, ja.\! ¡Sí! ¡Traed al no creyente!"
"Alright you little freaks, keep it down in here.\! The Emperor is coming.","Vale, pequeños monstruos, no arméis jaleo aquí abajo.\! Viene el emperador."
"Hello, young man.\! Your name is Alex, yes?\! Don't worry, you can say it here.","Hola, jovencito.\! Te llamas Alex, ¿verdad? No te preocupes, puedes hablar conmigo."
"Yes, mister.","Sí, señor."
Are the other children bothering you?,¿Te están molestando los otros niños?
"Ha ha... not a tattle-tale, I see.\! Alex, I'm going to take you to a safe place.\! Please come with me.","Ja, ja. No eres un chivato, ya veo.\! Alex, voy a llevarte a un lugar seguro.\! Ven conmigo."
Do you know where my mom is??,¿Sabes dónde está mi mamá?
"...\| I am sorry, I cannot say I know her.\! But, I am the Emperor - so I should be able to find her, don't you think?","...\| Lo siento, no puedo decir que la conozca.\! Pero soy el emperador, así que seguro que puedo encontrarla, ¿no crees?"
Yeah I guess so...,"Sí, supongo..."
"The rest of you, follow the masters' instructions.\! The...\| non-believers are coming to get you.","El resto, haced caso a los maestros.\! Los...\| no creyentes vienen a por ti."
Let's get out of this den of muck...,Salgamos de este sucio agujero.
