ENGLISH,ENGLISH
Hello there. To what do I owe your visit?\! Usually I have to come to you.,"Hola, ¿qué tal? ¿A qué se debe tu visita?\! Normalmente soy yo quien acude a ti."
"It is difficult to achieve a connection with the others.\! I can strike and strike again with the flint, but the spark never fires.","Es difícil conectar con los demás.\! Por más que golpee una y otra vez el pedernal, la chispa nunca prende."
"Yeah, it happens. Guess I try and meet everyone where they are.\! So do you, you just have this ice-cold reputation to protect, or something.","Sí, a veces pasa. Digamos que intento entender las circunstancias de todo el mundo.\! Tú también tienes fama de ser una persona muy fría."
Seems I'm no longer mysterious to you.,"Por lo visto, ya no supongo un misterio para ti."
...You are always going to be a mystery to me.,Siempre vas a ser un misterio para mí.
"Charmed.\! \n[8], if you would indulge me for a moment...\! What have you noticed from the populations we have liberated?\! Resistance? Acquiescence?","Un placer.\! \n[8], si me lo permites...\! ¿Qué has notado en aquellas poblaciones que hemos liberado?\! ¿Resistencia? ¿Conformidad?"
"Hmmm, I have not given it enough thought.\! Ever since my return, my entire focus has been on defeating the enemy on the battlefield.\! ...This is why I have people like you around me.\! What have you observed?","Mmm, no es algo que me haya planteado demasiado.\! Desde mi regreso, he puesto toda mi atención en derrotar al enemigo en el campo de batalla.\! Por eso es por lo que me rodeo de gente como tú.\! ¿Qué has observado?"
The purpose of this exercise is to extract your instinctual reaction.,El objetivo de este ejercicio consiste en conocer tu respuesta instintiva.
"Fine, fine.\! They feel grateful.\! Not all of them, but I do think the ""return of Donar"" has had a great effect on the people.\! I have to perpetuate the fairy tale in order to win their support.\! But, it seems that as of now, we have it.","Está bien, está bien.\! Se sienten agradecidos.\! No todos, pero sí que creo que «el regreso de Donar» ha calado a fondo en la gente.\! Tengo que perpetuar el cuento de hadas para ganarme su apoyo.\! Pero parece que, a partir de ahora, lo tendremos."
"Indeed, we have liberated those who wish to be freed from the grip of those who worship Zanatus and condemn Donar.\! But, you mustn't forget. So many of them committed themselves to Zanatus on their own accord.\! From my observation, we, and the people who look to us for liberation, may well be outnumbered by those who see us as conquerers.\! The struggle will not end when we have defeated the last foe in combat,\! but when we have healed the deep wounds in the heart and soul of our people.","Lo cierto es que hemos liberado a aquellos que deseaban zafarse de las garras de quienes veneran a Zanatus y condenan a Donar.\! Pero no debes olvidarlo. Muchos de ellos se unieron a Zanatus por voluntad propia.\! Desde mi punto de vista, es posible que quienes nos ven como conquistadores sumen más que nosotros y quienes buscan que los liberemos.\! La lucha no habrá terminado cuando derrotemos al último enemigo en combate,\! sino cuando sanemos las profundas heridas de nuestro corazón y nuestra alma."
"And this is why I need you.\! Lysander, please never leave my side.\! You are my right arm, perhaps even my left.","Y es por eso que te necesito.\! Nunca te alejes de mí, Lysander.\! Eres mi brazo derecho, tal vez incluso mi izquierdo."
\n[8]...\| Forgive me.,\n[8]...\| Perdóname.
"Oh, great.\! You're going to leave my side.\! Sorry... for what?","Vaya, genial.\! Vas a alejarte de mí.\! ¿Eh? ¿Y eso por qué?"
For never expressing to you that your...\| Your beauty is...\| Quite captivating.,Por no haberte dicho nunca que tu...\| Tu belleza es...\| realmente cautivadora.
"Oh... well... You are forgiven!\! A bit outside of your usual ponderings, eh?","Ah..., bueno... ¡Te perdono!\! Esto no tienen nada que ver con tus habituales reflexiones, ¿eh?"
"Is it, though?\! The pursuit of beauty is a high calling.\! Without it, what we see are lifeless, soulless designs.\! Without pursuing it, why not would we then forget the value of love?\! Beauty reminds us that while our bodies occupy this world, our soul seeks to grow beyond it, into the divine.","¿Nada que ver?\! La búsqueda de la belleza es una labor casi divina.\! Su ausencia no deja al descubierto otra cosa que diseños sin alma y sin vida.\! ¿Cómo no íbamos a olvidar la importancia del amor si no la buscamos?\! La belleza nos recuerda que, mientras que nuestros cuerpos habitan este mundo, nuestras almas tratan de llegar más allá, hasta lo divino."
"...You are quite eloquent, my friend.","Qué elocuente eres, amigo mío."
"Please, do not refer to me as your friend.\! For I cannot bear that title any longer.\! \n[8], walk with me in this life.\! Be my companion, not just my ally.","Te ruego que no te dirijas a mí como tu amigo.\! Pues no soporto más ese título.\! \n[8], camina a mi lado en esta vida.\! Sé mi confidente, no solo mi apoyo."
"Lysander...\| You need not give so much of your mind to win me over.\! If I am to walk this life with you,\| give me your heart as well.","Lysander...\| No necesito que te esfuerces tanto por conquistarme.\! Si voy a caminar a tu lado en esta vida,\| entrégame también tu corazón."
"That may be difficult for me to express...\! But you must know that nothing in this life could pull my heart away from you.\! Know that I yearn for you, always.","Tal vez me resulte difícil expresarlo...\! Pero has de saber que nada en esta vida podría alejarte de mi corazón.\! Yo te anhelaré, siempre."
"Okay, I think I can do that...","Vale, me ha quedado claro..."
