ENGLISH,ENGLISH
Chapter 6: Journey to Lemelin,Capítulo 6: Viaje a Lemelin
"The time for subtle measures has passed. Tidereavers, our objective is Fort Naxos. Surround that Fortress and have no mercy.","No es momento para andarse con sutilezas. Cazamareas, nuestro objetivo es el fuerte Naxos. Rodead la fortaleza y no mostréis piedad."
"They sent Kuroda?! Hell's bells, they're not messin' around. That guy's got killing in his blood.\! \n[8], some powerful folks want your hide.","¡¿Han enviado a Kuroda?! ¡Por mil demonios, no se andan con chiquitas! Ese tipo es un asesino nato.\! \n[8], alguien importante quiere tu cabeza."
"\n[8], we could use your knowledge here.","\n[8], nos vendrían bien tus conocimientos tácticos."
...The Temple needs *my* advice? I hardly think...,¿Los Templarios necesitan «mis» consejos? Lo dudo mucho...
The Temple is not accustomed to the open battlefield.,Los Templarios no estamos acostumbrados a luchar en campo abierto.
"Okay...\| well, we're outnumbered. The standard move is to secure a defensive bottleneck.\! We might try to take the small forts by the river. It's slightly better than being overwhelmed here.","Vale...\| Bueno, nos superan en número. Lo ideal sería asegurar un muro de defensa.\! Podríamos intentar hacernos con los pequeños fuertes que hay junto al río. Mejor eso que acabar acorralados aquí."
"Right. We will follow your command, \n[8]. Donar be with us.","Está bien. Seguiremos tus órdenes, \n[8]. Que Donar nos acompañe."
"Looks like we're right on time.\! \n[8], don't count us out just yet.","Creo que hemos llegado a tiempo.\! \n[8], no te olvides aún de nosotros."
"The Army's going to have our heads if they find out about this!\! Are you sure you're okay with this, guys?!","¡El ejército nos cortaría el cuello si se enterara de esto!\! ¿Estáis seguros de esto, chicos?"
I've never known \n[8] to be sinister in any way.\! There's something fishy going on and \n[8] needs our help!,No puedo creerme que \n[8] esté tramando algo malo.\! ¡Esto me huele mal y \n[8] necesita nuestra ayuda!
"That's very gutsy of you, Jules...","Muy valiente de tu parte, Jules..."
"We're way past worryin' about the Army now, kiddos, we're criminals now.\! But no time for belly achin'. Let's get our butts over to \n[8]'s position on the double!","Ya es tarde para preocuparse por la ejército, chicos. Ahora somos sus enemigos.\! No es momento de quejarse. ¡Reunámonos con \n[8] cuanto antes!"
"...Is that you, Abi?!","¡¿Eres tú, Abi?!"
Dear brother!\! Oh my stars... I cannot describe how relieved I am to see you here!,"¡Hermanito!\! Ay, cielo santo... ¡No sabes lo que me alivia verte aquí!"
"You too, Abi.\! I'm so proud of you - the Temple seems to have you doing some important tasks now!","A mí también, Abi.\! Me enorgullezco tanto de ti. ¡Parece que los Templarios te han asignado misiones importantes!"
"Yes... it is very challenging, but this is what I wanted.\! But... surely you were not sent here by your leaders...\| Oh, Jules, what have you done?\! You are always giving yourself up for others.","Sí..., no es fácil, pero esto es lo que quería.\! Pero... no creo que tus superiores te hayan enviado aquí...\| Ay, Jules, ¿qué has hecho?\! Siempre te dejas llevar por los demás."
"Yeah, yeah, I guess so.\! But now I'm with you, so it can't be all that bad, right?","Sí, ya, supongo que sí.\! Pero estamos juntos de nuevo. Eso no puede ser malo, ¿verdad?"
"Some day you'll live for you and no one else, Jules...","Algún día te preocuparás por ti y solo por ti, Jules..."
"Aw, don't worry about me.\! Let's just get through this battle in one piece, Abi!","Vamos, no te preocupes por mí.\! ¡Acabemos este combate sanos y salvos, Abi!"
"I will not throw away my life for this employer, for this mission...","No pienso arriesgar mi vida por este cliente, por esta misión..."
