ENGLISH,ENGLISH
Stefan...\| You kissed me...\| That was...,Stefan...\| Me has besado...\| Eso ha sido...
Heh heh... score one for Stefan.\! Didn't know I could jump that high.,"Je, je... Punto para Stefan.\! No sabía que podía saltar tan alto."
You silly man...\| Now you've gone and done this...\| All this time I figured I was just a thorn in your side.,Idiota...\| Después de haber llegado y haber hecho esto...\| Siempre supuse que no era más que un estorbo para ti.
"I could have slipped past your watchful eye in a moment's notice.\! Been that way for years, y'know that, right?","Podría haber ignorado tu atenta mirada en cualquier momento.\! Lleva años siendo así. Lo sabes, ¿no?"
"Yes, I suppose you are right there.\! ...Oh Stefan...\| this is probably just another one of your flirtations, isn't it?\! Please don't play with me, you know how gullible I am...","Sí, supongo que tienes razón.\! ... Ay, Stefan...\| Puede que esto sea solo otro de tus coqueteos, ¿no?\! Te ruego que no juegues conmigo, ya sabes lo ingenua que soy..."
"Diana. I almost lost you.\! Up on that mountain.\! Only you, would be so... brave, or crazy, to do what you did.\! To sacrifice everything, just on faith.\! Only a miracle brought you back.",Diana. Casi te pierdo...\! en esa montaña.\! Solo tú tendrías el grado de... valentía o locura necesarios para hacer lo que hiciste.\! De sacrificarlo todo por tu fe.\! Solo un milagro te trajo de vuelta.
"I am done being your minion.\! Submitting my resignation right now, effective today!",Se acabó eso de estar a tu servicio.\! ¡Presento mi dimisión con carácter inmediato ahora mismo!
"...\| Well, you are free to go of course...\! \n[8] will be quite disappointed...","...\| Bueno, estás en tu derecho de hacerlo, por supuesto...\! Será una gran decepción para \n[8]."
"...I can't be falling in love with my boss, can I?\! I figure, either I fall out of love and keep doing your dirty work, or I resign... can't have both!","Pero no puedo enamorarme de mi jefa...\! Una de dos: o me desenamoro y sigo haciendo tu sucio trabajo, o renuncio... ¡Ambas no pueden ser!"
You fell in love with me??,¿Te has enamorado de mí?
"Well...\| By the gods YES!\! I would never see another piece of gold again if it meant you felt the same.\! This ain't any normal kind of love, \|this love comes straight from the depths of my being...\| From the tips of my fingers, all the way to this charming face of mine.\! I've seen every side of you. Beyond the muscles, beneath to the warm, vulnerable, little dreamer underneath.","Bueno...\| ¡SÍ, por los dioses!\! Que nunca vuelva a ver ni una pizca de oro si eso significa que tú sientes lo mismo.\! El amor que siento no es normal, \|este amor emana desde lo más profundo de mi ser...\| Desde la punta de los dedos hasta alcanzar mi hermoso rostro.\! Conozco todas tus facetas. Más allá de tu fuerza y de los cálidos, vulnerables y pequeños sueños que se ocultan tras ella."
"Stefan...\| When you climbed that mountain against my will, I chalked it up to your impetuousness.\! Can you blame me?\! But you just wanted to protect me...","Stefan...\| Cuando subiste a aquella montaña en contra de mi deseo, lo achaqué a tu impetuosidad.\! ¿Puedes culparme?\! Pero solo deseabas protegerme..."
Only from your own damn fool bravery.,Protegerme de tu propia y estúpida valentía.
"You have enriched my life so much, Stefan.\! Far beyond just being my personal spy.\! Your actions have won my heart. That speaks louder than anything.\! Do you think I could fall in love with a womanizer?","Le has dado tanto valor a mi vida, Stefan.\! Más allá de ser mi espía particular.\! Tus actos se han ganado mi corazón. Eso dice más que cualquier otra cosa.\! ¿Crees que podría enamorarme de un donjuán?"
"Oh, of course not, my fair paladin.\! I don't know any womanizers anyway, do you?","Oh, por supuesto que no, mi bella paladina.\! De todos modos, no conozco a ningún donjuán, ¿tú sí?"
"Not anymore.\! You're not going to go around breaking hearts anymore, Stefan.\! Do you see? This is what you are getting yourself into.","Ya no.\! Se acabó el ir por ahí rompiendo corazones, Stefan.\! ¿Lo ves? En esto es en lo que te estás metiendo."
"Hmph.\! Now that you mention it, it does sound like a real bugger...","Mmm...\! Pues la verdad es que, ahora que lo dices, no suena bien la cosa, no."
"Oh, I see.\! I suppose it was a foolish thought.","Vaya, ya veo.\! Supongo que fue una ocurrencia absurda."
"Oh my... Come on, I'm just foolin' around, lady!","Venga... ¡Solo estaba bromeando, señorita!"
Just kiss me again...,Bésame otra vez...
