ENGLISH,ENGLISH
It seems you've just about cleaned this up.,Parece que ya casi has barrido todo esto.
"Yes, your excellency. The army of Antares is broken.","Sí, su excelencia. El ejército de Antares está destrozado."
"Then it should be a trivial matter to finish the job, yes? The people in the capital are anxious - they crave a swift resolution.","Entonces debería ser pan comido ponerle fin, ¿no? Los habitantes de la capital están nerviosos; ansían una resolución rápida."
"Prime Minister, they've dug themselves in deep. If we are reckless in this attack, we risk unnecessary casualties.","Primer ministro, están bien preparados. Si atacamos de forma imprudente, corremos el riesgo de sufrir bajas innecesarias."
Uh oh...,"Oh, no."
"\n[8], was it? You've made a bit of a name for yourself, you know.\! Some in the Army ranks speak of a teal-haired youth who shocked Antares with a dramatic move and put his rebellion to a quick end.","\n[8], ¿no es así? Has cosechado cierta fama por aquí, ¿sabes?\! Entre las filas del ejército se habla de alguien joven con el cabello azulado que conmocionó a Antares con una maniobra espectacular y que acabó de inmediato con su rebelión."
"Commander Trihan, does \n[5] speak for you as well? Must I summon a bit more patience to spare our men?","Comandante Trihan, ¿\n[5] habla también en tu nombre? ¿Debo armarme de un poco más de paciencia para proteger a nuestros hombres?"
"Their defenses do appear to be formidable, your excellency. A more cautious approach would indeed save lives.","Se defienden de manera formidable, su excelencia. Un planteamiento más cauteloso permitiría salvar vidas."
"As you wish. Just one thing... do make sure that \n[8] makes it through this battle intact... I see great promise in \n[1]. Commander Trihan, the field is yours.","Como quieras. Solo una cosa: asegúrate de que \n[8] logra salir indemne de esta batalla... Veo un enorme talento en \n[1]. Comandante Trihan, el campo de batalla es todo tuyo."
Your army has been vital to our operation so far. We're going to need shock troops to break inside their stronghold. We'll be right there with you.,Tu ejército ha sido vital para nuestra operación hasta el momento. Vamos a necesitar tropas de asalto para entrar en su fortaleza. Estaremos a tu lado.
"....\| Yes, I think we can do it.","...\| Sí, creo que podemos lograrlo."
Of course we can!,¡Por supuesto que sí!
We've backed them into a corner. They've got nothing to lose and every reason to fight to the death...,Están arrinconados. No tienen nada que perder y sí mucho por lo que luchar hasta la muerte...
"\c[1]Perimeter of Centurion's Rest, 1st Imperial Army\|\|\|\|\|\^","\c[1]Perímetro de Descanso del Centurión, 1.º Ejército Imperial\|\|\|\|\|\^"
