ENGLISH,ENGLISH
Mom??!!,¿¿¡Mamá!??
My Alex...,Querido Alex...
"Long time no see, kiddo.","Cuánto tiempo sin verte, pequeño."
"Uncle Stef, you're back too?!","Tío Stef, ¡¿tú también has vuelto?!"
...Uncle?,.. ¿Tío?
Kid's got quite the imagination... heh.,Je... El chico tiene bastante imaginación.
Edelia...\| my beloved Sister.\! My heart is at ease knowing you are safe.,Edelia...\|Querida hermana.\! Mi corazón puede al fin descansar al saber que estás a salvo.
"Every time you go to war, it fills me with dread.\! I hope you will stay longer this time... surely you could use a spot of rest!","Cada vez que vas a la guerra, mi alma se llena de angustia.\! Ojalá puedas quedarte más tiempo esta vez... ¡Seguro que no te vendría mal descansar un poco!"
"That's an understatement... \! Your hospitality is always welcome, Edelia...","Puedes darlo por sentado...  \!Tu hospitalidad siempre es bienvenida, Edelia..."
"But the dangers to our world are growing, and the Paladins are needed more than ever.\! I will spend every moment with you and Alex while I am here.","Pero los peligros a los que se enfrenta nuestro mundo son cada vez mayores, y las paladinas somos más necesarias que nunca.\! Pero os dedicaré a ti y a Alex cada minuto que pase aquí."
"I'll get ya caught up. Edelia there's her ""Bonded.""\! Not sisters by birth, but by blood pact.\! Edelia's the Sister of Mercy, who takes care of the warrior's family and home while enjoying a privileged status in their holy order.\! Diana's the Sister of Justice, or the Paladin, 'n fact the leader of 'em.\! They... y'know... go out and smash things.","Te pondré al día. La tal Edelia está «vinculada» a ella.\! No son hermanas de nacimiento, sino que comparten un pacto de sangre.\! Edelia, es la hermana misericorde que cuida de la familia y el hogar de los guerreros y, al mismo tiempo, disfruta de un puesto privilegiado en su orden sagrada.\! Diana es una hermana justiciera, o paladina, de hecho, es la líder de su orden.\! Ellas... Bueno, ya sabes... Salen ahí fuera y aplastan cosas."
Interesting setup they've got going.,Parece un arreglo bastante interesante.
"Mmhmm... mostly Diana's doin' though. A return to the old way.\! Y'see she's actually a bit of an outcast 'round here... too orthodox for their lot.\! By my view, she's a better religious whackadoo than any of 'em.\! These lazy priests don't even realize what she's become...\| She *is* the Temple, my friend.\! Y'didn't hear that from me, though.","Mmmm... Es más que nada cosa de Diana. Un regreso a las antiguas costumbres.\! Verás, en realidad es una especie de paria por aquí... Es demasiado ortodoxa para los demás.\! Desde mi punto de vista, les da mil vueltas a los demás pirados religiosos de por aquí.\! Esos sacerdotes indolentes ni siquiera se dan cuenta de aquello en lo que se ha convertido...\| Ella «es» los Templarios, camarada.\! Pero yo no te he dicho eso."
Grandmaster Oxley...,Gran maestro Oxley...
"Yes, I'm still here, alive and kicking. And so is my greatest Paladin, despite her lust for battle, mmhmm!","Sí, estoy aquí, vivo y coleando. ¡Y veo que mi mejor paladina también, a pesar de su pasión por el combate!"
...Who is that?,¿Quién es ese?
"Oh, yes of course, you haven't met!\! Diana, please meet Brother Jebediah.\! He is my protege, and well-versed in the language of the ancient texts.\! Come now, don't be shy.","¡Ah, sí, por supuesto! ¡No os conocéis!\! Diana, te presento al hermano Jeremías.\! Es mi protegido, y un experto en las lenguas de los textos antiguos.\! Vamos, no seas tímido."
Nice to meet you...,Es un placer conocerte.
"So, you will be assisting the Grandmaster? Very well.\! I would like to introduce our new friend, \n[8].\! We found \n[1] as a prisoner at the cult's prison complex near Granheim Abbey.","¿As que tú te encargarás de ayudar al gran maestro? Muy bien,\! Me gustaría presentarte a \n[8], una nueva amistad.\! Estaba en la institución penitenciaria que el culto tiene cerca de la abadía de Granheim."
!!!\| You actually survived there?!\! I mean...,¡¡!!\| ¡¿Conseguiste sobrevivir a ese sitio?!\! Bueno...
"...It would seem so, right?","Eso parece, ¿verdad?"
Yes of course but...\| simply remarkable.\! Their brutality is boundless.,"Sí, por supuesto, pero...\| Es toda una hazaña.\! Su brutalidad no conoce límites."
Grandmaster... do you think??,"Gran maestro, ¿cree que...?"
"Please follow us, \n[8].","\n[8], acompáñanos, por favor."
