ENGLISH,ENGLISH
"Oh, look. It seems someone forgot to clean up the scum here.\! Pah, what happened to service?!","Oh, vaya. Parece que alguien se ha olvidado de sacar la basura.\! Bah, ¿qué ha pasado con el servicio?"
"Hello. Come to say your piece, have you?",Hola. ¿Solo has venido a dar tu opinión?
"Feeling beat up already, mmm? That just makes me want to crush your spirit even more.","Vaya, ¿acaso te sientes como si te atacara? Pues estás consiguiendo que me apetezca machacarte aún más."
"You may be disappointed, Beatrix. I am quite at peace.\! One should follow their convictions, even in the face of certain defeat, lest they fall into crushing obscurity.","Te decepcionará saber esto, Beatrix. Pero estoy muy tranquilo.\! Uno debe seguir sus convicciones, incluso frente a una derrota segura, para no sumirse en una oscuridad aplastante."
Blah blah blah...\| Peace?! You would be in pieces if \n[8] was not around to protect you from me!,"Bla, bla, bla...\| ¿Estás tranquilo? ¡Ahora mismo estarías hecho pedazos si \n[8] no hubiera estado cerca para protegerte!"
"Yes, of that I'm sure. And for that, I am grateful.\! One should never hope to find themselves on your bad side.\! Well... if there ever were to be a modicum of rhyme or reason to your...\| child-like whimsy.",No me cabe ninguna duda. Y no sabes cuánto se lo agradezco.\! Nadie debería tener que vérselas nunca con tu lado malo.\! Si al menos hubiera un mínimo de consonancia o razón en tu...\| capricho infantil.
"What the...?!\! What child-like whimsy?! I assure you, my victims are ordained by Donar! Do you see? Donar's power crackles from my fingertips. My divine precident is unquestionable!\! Take that back, little man!","¡¿Pero qué...?!\! ¿Qué capricho infantil ni que ocho cuartos? ¡Es Donar quien me señala a mis víctimas! ¿No lo ves? El poder de Donar crepita en las yemas de mis dedos. ¡Mi ascendencia divina es incuestionable!\! ¡Retira eso, hombrecillo!"
Heh heh...\| So you've become an acolyte of the Temple now?\| There's that child-like whimsy on full display.\! You really are hopeless.,"Je, je...\| ¿De modo que ahora eres una acólita de los Templarios?\| ¡Ahí tienes el capricho infantil en estado puro!\! No tienes remedio."
"My my, Lysander...\| what happened? Did you become a big boy overnight? I must say, this new-found persona of yours...\| impresses me.","Madre mía, Lysander,\| ¿qué te ha pasado? ¿Te has convertido en un niño grande de la noche a la mañana? Debo decir que esta nueva faceta tuya...\| me impresiona."
"Oh, wonderful.","Oh, genial."
"I wonder how long you can sustain it?\| You know, I heard all about your pathetic, whimpering confession to our gigantic friend.\| You poor thing...","Me pregunto durante cuánto tiempo lograrás mantenerla.\| Verás, oí la patética y lacrimosa confesión que le hiciste a nuestra gigantesca amiga.\| Pobre..."
...What?\| How did you...,¿Qué?\| ¿Cómo has podido...?
"Awww, tsk tsk. Did the big lady break your heart?","Ahhh, tch, tch. ¿La gran dama te ha roto el corazón?"
"If you really must know, yes.","Si te interesa saberlo, sí."
...Sigh...\| Lysander...,Ains...\| Lysander...
