ENGLISH,ENGLISH
"\c[1]7 years ago, Imperial Academy\c[0]","\c[1]Cuartel del Ejército Imperial, hace 7 años\c[0]"
Don't you guys have anything better to do?,¿No tenéis nada mejor que hacer?
"Where'd ya get that uniform?\! You been stealin' from the armory, street urchin?","¿Dónde has conseguido ese uniforme?\! ¿Has estado robando en la armería, escoria callejera?"
What should we do with the thief?,¿Qué hacemos con el ladrón?
Probably gonna go cryin' to the Master Sergeant again.,Seguramente vuelva de nuevo a llorarle al sargento mayor.
"I'm watchin' you, street urchin!\! If I had my way, kids like you'd be sent home.","Te estoy vigilando, escoria callejera.\! Si por mí fuera, enviaría a los jovencitos como tú a casa."
"Yeah, go home.\! I hear the back alleys are comfy this time of year.","Sí, vete a casa.\! He oído que los callejones son cómodos en esta época del año."
Heh heh heh...,"Je, je, je."
"You okay, \n[8]?","¿Estás bien, \n[8]?"
"Hi, Zelos...\| I guess so.","Hola, Zelos.\| Supongo que sí."
Don't sweat those guys.\! I've seen you in class. Not enough brains between the three of 'em combined to make one of you.,No les hagas caso. Te he visto en clase. Tienes más cerebro que esos tres juntos.
"Thanks...\|\| Zelos, these are supposed to be my comrades...","Gracias...\|\| Zelos, se supone que son mis compañeros."
"They are. When it comes down to it we're all gonna bleed for each other.\! They're testing you.\! You gotta fight back, \n[8].\! Doesn't matter who, you always gotta show the world you're not to be messed with.","Y lo son. Cuando llegue el momento, nos apoyaremos los unos en los otros.\! Tan solo te están poniendo a prueba.\! Tienes que hacerles frente, \n[8].\! Siempre hay que mostrarle al mundo que con uno no se juega."
You could take these guys no problem.,Podrías con esos tipos sin problema.
"If I helped you they'd never leave you alone!\! Just trust me on this one.\! Even if you get roughed up, it'll pay off in the end.","¡Si te ayudara, jamás te dejarían solo!\! Tú fíate de mí.\! Aunque te dieran una paliza, valdría la pena."
"Something might happen to those guys later.\! If anyone asks, you had nothin' to do with it.\! See ya around, \n[8].","Puede que algo le pasara a esos tipos más tarde...\! Y si alguien te pregunta, tú no has tenido nada que ver. Nos vemos, \n[8]."
