ENGLISH,ENGLISH
"Oh, hi there, Abigayle.\! I was just passing through...","Ah, hola, Abigail.\! Solo pasaba por aquí..."
"Of course, \n[8]!\! You didn't want to talk to me?\! Okay, well, take care...","¡Por supuesto, \n[8]!\! ¿No querías hablar conmigo?\! Bueno, vale, cuídate..."
Sorry to bother you.\! ...See you around.,Siento haberte molestado.\! Ya nos veremos.
Is there something...,¿Hay algo que...?
"Oh, sorry.\! I...\| Okay, let me start over.\! ...Hi Abigayle. I just wanted to check up on you.\! The battlefield is pretty rough at times...","Oh, perdona.\! YO...\| Vale, deja que empiece de nuevo.\! Hola, Abigail. Solo quería saber qué tal estabas.\! A veces, el campo de batalla puede ser bastante duro..."
"Oh, that is sweet of you.\! It can be frightening... but it is my duty.\! Do not worry about me, dear \n[8].","Oh, qué detalle.\! Puede ser aterrador, pero es mi deber.\! No te preocupes por mí, \n[8]."
"Yeah...\| That's the thing.\! I do worry about you.\! Even if it's not necessary.\! When I see you out there, I...","Ya...\| Ese es el tema.\! Me preocupo por ti.\! Aunque no sea necesario.\! Cuando te veo allí, yo..."
"...Yes, dear \n[8]?","¿Sí, \n[8]?"
I want to protect you.,Solo quiero protegerte.
Does that not just make you a responsible leader?,Como cualquier líder responsable.
"No, no, not like that.\! It's you, Abigayle.\! It's you specifically who I want to protect...","No, no quiero protegerte de ese modo.\! Eres tú, Abigail.\! Quiero protegerte específicamente a ti."
"Oh...\| Oh my stars.\! Why me, dear \n[8]?","Oh...\| Ay, cielo santo.\! ¿Por qué a mí, \n[8]?"
I don't know.\! I've felt that way since the first moment I met you.\! To be perfectly honest... my heart skipped a beat.\! I seem to remember it being really obvious on my face...,"No lo sé.\! Llevo sintiéndome así desde el día que te conocí.\! Aquel día, el corazón empezó a latirme a toda velocidad al verte.\! Seguro que pudiste verlo en mi rostro..."
"I-It is actually me who was embarassed to meet you, \n[8]...\| I felt my face turned the darkest shade of red...\| how foolish of me to lose my composure like that.","P-pero si fui yo la que se murió de vergüenza aquel día, \n[8]...\| Sentí que mi rostro se sonrojaba... \| No sé cómo pude perder la compostura de esa forma."
...You didn't notice me blushing?,¿No te fijaste en que tenía toda la cara roja?
"Nor did you notice me, dear \n[8]...","Ni tú tampoco, \n[8]."
"Abi... I haven't been able to get you out of my mind, since the first moment I met you.","Abi, no he sido capaz de dejar de pensar en ti desde que te conocí."
I feel the very same about you...\| Oh my stars... You are a dream come true!,"Yo siento lo mismo por ti...\| Ay, cielo santo... ¡Eres un sueño hecho realidad!"
