ENGLISH,ENGLISH
Chapter 20-C: No Mercy for the Merciful,Capítulo 20-C: Sin misericordia para los misericordes
Hundreds of children have been brought here...,Han traído a cientos de niños aquí...
"The Zanatus cult way of life is perverse, so they must indoctrinate children, the only way to create a like-minded generation.\! These people...\| if left unchecked, they'll transform the whole world into mindless drones to serve their purposes.\! And they have time on their side.\! If we win this war, there will be no mercy for them...\| I'll make sure they and their ideas are extinct forever.","El modo de vida del culto de Zanatus está lleno de depravación, así que deben adoctrinar a niños: es la única manera de crear una generación que piense como ellos.\! Toda esta gente...\| Si no les detenemos, transformarán a todo el mundo en esclavos sin mente que solo servirán a sus propósitos.\! Y el tiempo está de su lado.\! Si ganamos esta guerra, no habrá misericordia para ellos...\| Me aseguraré de que tanto ellos como sus ideas desaparezcan para siempre."
The Sisterhood of Mercy...\| fighting for the enemy?!,¡¿Las Hermanas Misericordes...\|luchando para el enemigo?!
...What?!\! Probably being blackmailed... as if I needed more reason to wipe these guys out!,"¡¿Cómo?!\! Es probable que las estén chantajeando..., ¡como si nos hicieran falta más motivos para acabar con estos tipejos!"
"\n[8], please do not take the lives of my Sisters...\| If we defeat the cultists...","\n[8], por favor, no acabes con la vida de mis hermanas...\| Si derrotamos a los sectarios..."
I hear you.\! Let's hope the bad guys haven't made that impossible.,Te escucho...\! Esperemos que el enemigo nos permita hacerlo todavía...
Edelia!,¡Edelia!
Sister Diana...\| My shame is boundless.\! Please forgive me...,"Hermana Diana...\| Mi vergüenza no tiene límites.\! Por favor, perdóname..."
"You kept yourself alive.\! For that you need not be forgiven.\! Come with me, Edelia... may we never part again.","Te has mantenido con vida.\! No es necesario perdonarte por eso.\! Ven conmigo, Edelia... Nunca volveremos a separarnos."
"...I will, Sister!\! How I have longed to fight by your side!","¡Lo haré, hermana!\! ¡Hace tanto que quiero luchar a tu lado!"
Aaaaaaggghhh!!!!!\! Edelia?!!,¡¡Aaaaagh!!\! ¡¿Edelia?!
Bloody hell...,Maldita sea...
What have we done?!\! Diana...,¡¿Qué hemos hecho?!\! Diana...
