ENGLISH,ENGLISH
"\c[1]Eastwall Fortress, Inner keep\c[0]","\c[1]Fortaleza de Muroriente, torreón interior\c[0]"
You all survived...,Habéis sobrevivido...
"And you as well, which begs the question... how?","Y tú también, lo cual nos lleva a la siguiente pregunta... ¿Cómo?"
"Someone, or something greater than us all, saw fit to change things in a big way.\! Perhaps one day, I will have a better explanation than that.","Alguien, o algo mucho más grande que nosotros, decidió que era necesario cambiar las cosas.\! Tal vez tenga una explicación mejor algún día..."
"This is the Nephilim Army.\! Everyone in this room, and everyone who travels with us.\! This army's purpose is to dismantle Casamir's empire.\! If you don't wish to go with me, I won't hold it against you.","Este es el Ejército Nefilim.\! Todos los de esta sala, y todos los que viajan con nosotros.\! El objetivo de este ejército es acabar con el imperio de Casamir.\! Si no quieres acompañarme, no te lo tendré en cuenta."
Raskuja has not yet fulfilled his contract - to slay all enemies of \n[8].\! He will remain.,Raskuja todavía no haber cumplido contrato: matar a todos enemigos de \n[8].\! Raskuja quedarse.
"Those bastards destroyed my life's goal!\! I'm gonna make them pay, one way or another!","¡Esos malnacidos ha destruido el propósito de mi vida!\! ¡Se lo haré pagar, de una manera u otra!"
"There is no other path to justice for this world. I stand with you, \n[8]!","No hay otra manera de llevar la justicia a este mundo. ¡Estoy contigo, \n[8]!"
"I think the people have spoken.\! The old crew's back together, and for good this time, yeah?","Creo que la gente ha hablado.\! Los viejos camaradas están juntos de nuevo, y esta vez no nos separaremos, ¿verdad?"
All I've had are friends.\! But now I consider all of you family.\! None of you are allowed to die...,Hasta ahora solo he tenido amigos.\! Pero ahora os considero a todos mi familia.\! Ninguno de vosotros tiene permiso para morir...
"\n[8], please follow me to the rooftop.\! Before you reinforced us, we captured a luxury airship that was parked here.","\n[8], por favor, ven conmigo al tejado.\! Antes de que vinierais a reforzarnos, capturamos un barco volador que estaba aparcado aquí."
