ENGLISH,ENGLISH
Chapter 12: Upheaval,Capítulo 12: Alzamiento
"My Duke, we have word that there is a massive riot in the streets of Rimorgue!\! The mob is calling for an end to war and they demand compensation!\! Our government has been exiled!","Señor duque, ¡nos han llegado noticias de una enorme revuelta en las calles de Rimorgue!\! ¡La turba exige que la guerra termine y pide una compensación!\! ¡Han expulsado a nuestra gente!"
What?!\! Why now?!\! Then we mustn't waste time!\! We must take Fort Eureeka without delay - overwhelm their defenses! Charge!!,¡¿Cómo?!\! ¡¿Por qué ahora?!\! ¡Entonces no hay tiempo que perder\! Debemos conquistar el fuerte Eureeka cuanto antes. ¡Destrozad sus defensas! ¡A la carga!
"So, it's come to this...\! Lysander, how could I have miscalculated this bad...","Así que a esto hemos llegado...\! Lysander, cómo he podido equivocarme tanto..."
"Don't worry about it. Look at them, they're fools.\! Preparing to charge a position as heavily fortified as this.\! They're throwing lives away... one has to wonder why.\! As long as we control the chokepoints in the walls, Fort Eureeka will hold.","No te preocupes. Mírales, son unos necios.\! Cómo pueden prepararse para cargar contra una posición tan fortificada como esta...\! Están tirando vidas a la basura... Me pregunto para qué.\! Mientras controlemos los cuellos de botella de los muros, fuerte Eureeka resistirá."
Hopefully they'll take enough damage to lose their appetite for bloodshed...,"Con un poco de suerte, sufrirán las bajas necesarias para perder su sed de sangre..."
\c[1]Permadeath has been turned off for this chapter.,\c[1]La muerte permanente está desactivada en este capítulo.
Terenor! Stop this!\! You can call it all off and realize you've been mislead.\! Casamir thinks he can wag you around like a dog...\| we musn't give him what he wants!,¡Terenor! ¡Detén esto!\! Puedes suspender esto y reconocer que te han engañado.\! Casamir cree que te puede llevar de acá para allá como si fueras su perro...\|¡No podemos darle lo que quiere!
"It is too late for that now, \n[8].\! One of us will die today, so unless you wish to leave this world in disgrace, raise your weapon!","Ya es demasiado tarde para eso, \n[8].\! ¡Tú o yo moriremos hoy, así que alza tu arma si no quieres dejar este mundo como un cobarde!"
"Ugh... you ARE a predictable oaf!\! Fine, then die the lapdog of a traitor!","Agh... ¡ERES un patán realmente predecible!\! Bien, ¡entonces morirás como el perro faldero de un traidor!"
"Ugh...\| Donar, forgive me...","Agh...\| Donar, perdóname..."
With Terenor dead... what's going to happen??,"Ahora que Terenor ha muerto..., ¿qué va a ocurrir?"
A meaningless death.\! But Casamir's still out there.\! We need to stay vigilant!,Ha sido una muerte sin sentido.\! Pero Casamir sigue ahí fuera.\! ¡Debemos permanecer alerta!
"Oh, Terenor died in battle?\! How unfortunate.\! It seems we will have to clean up this mess now.","Oh, ¿Terenor murió en combate?\! Una auténtica pena.\! Parece que ahora nos toca a nosotros limpiar este desastre."
What the...?!,¡¿Qué dem...?!
Such firepower...\| they lured us to a trap.\! As if they knew we'd be here exactly at this time. How...,Menuda potencia de fuego...\| Nos han llevado a una trampa.\! Es como si supieran que estaríamos aquí justo en este momento. Cómo...
"Everyone, fall back to the keep!\! Stay out of range of those cannons! Maybe we can hold them off if we stand strong!","¡Todos, regresad a la fortaleza!\! ¡Manteneos fuera del alcance de esos cañones! ¡Tal vez podamos pararles los pies si conseguimos resistir!"
Jules...\| we have followed \n[8] into the jaws of Hell...,Jules...\n[8] Hemos seguido a \| hasta las puertas del infierno...
"It is a tough situation indeed, Narima.\! We're still alive, though.","Es una situación complicada, Narima.\! Pero todavía estamos vivos."
"Jules, if it comes down to it, would you die for \n[8]?\! Would you die in this war among squabbling Veridian nobles?","Jules, si llegara el momento, ¿estarías dispuesto a morir por \n[8]?\! ¿Morirías en esta guerra entre nobles veridianos enfrentados?"
"Narima...\| we're all here together.\! I don't want anyone to die, and that includes you and I!\! Why are you so worried about me over the others?","Narima...\| Todos estamos en esto juntos.\! No quiero que nadie muera, ¡y eso nos incluye a ti y a mí!\! ¿Por qué te preocupo más que los demás?"
"...\| Someday you'll know.\! But not today.\! Today your job is to survive, do you understand?!","...\| Algún día lo sabrás.\! Pero ese día no será hoy.\! Hoy debemos concentrarnos en sobrevivir, ¿lo entiendes?"
"Same to you, Narima.\! You've looked out for me so much thus far, so I'm not going to let you throw yourself away either!\! Come on, let us defend this fortress as a true Sayunaari would!","Lo mismo te digo, Narima.\! ¡Hasta ahora has estado muy pendiente de lo que pudiera pasarme, así que no voy a dejar que desperdicies tu vida!\! Vamos, ¡defendamos esta fortaleza como haría un auténtico sayunaari!"
Truly noble in deed... Donar watch over you.,"Sus acciones son nobles, sin duda... Que Donar te guarde."
"Sybil, you stay sharp out there, y'here me?\! I got a funny feelin' about me now.\! Not a good one.","Sybil, no te despistes ahí fuera, ¿queda claro?\! Tengo un presentimiento muy raro.\! Y no presagia nada bueno."
You goin' soft on us or what?!\! This is what I live for!\! My heart is racing...\| if only I could feel like this all the time.\! It's like there's fire flowing through me!,¡¿Ahora vas a empezar con paternalismos?!\! ¡Vivo para esto!\! Mi corazón va a mil por hora...\|Ojalá pudiera sentirme así siempre.\! ¡Es como si un fuego me recorriera las venas!
"Listen t'me, kiddo...\| this ain't lookin' pretty.\! I been down this road before.\! You'd should trust this old man's gut feelin' - it's the best friend I got.","Escucha, potrilla... \|Esto no tiene buena pinta.\! Ya he estado en situaciones así antes.\! Deberías confiar en el instinto de este viejo soldado: es el mejor amigo que he tenido."
...\|Whaddya mean?\! You don't think we'll make it?!,...\|¿Qué estás insinuando?\! ¡¿Crees que no lo conseguiremos?!
"Ain't nothin' like that, just...","No, nada de eso... Es solo que..."
"Barnabas...\| How'd such a sweet man end up a soldier anyway?\! Come on, we can do this!\! They'll have to kill me a thousand times before they win!","Barnabas...\| ¿Cómo es posible que un hombre tan dulce acabara convertido en soldado?\! ¡Vamos, podemos hacerlo!\! ¡Tendrán que matarme mil veces para poder ganar!"
"Stefan, you seem shaken.","Stefan, pareces alterado."
I'm doin' okay!\! No really... I'm fine!,¡Estoy perfectamente!\! De eso nada... ¡Estoy bien!
It seems the enemy has lured us into an impossible situation.\! This may be the end.,Parece que el enemigo nos ha llevado a una situación insostenible.\! Es posible que esto sea el fin.
"...\| Y'always were a bright and sunny personality, Diana.","...\| Tan brillante y luminosa como siempre, Diana."
"As you would say, ""don't shoot the messenger.""",Como tú dirías «No dispares al emisario».
"Yeah, I'd probably say that...","Sí, probablemente diría algo así."
"Yer serious, aren't ya...","Vas en serio, ¿verdad?"
"Stefan... this is not the life for you.\! I will not tell the others should you happen to slip away.\! If I fall in battle, I need you to protect my Alex.","Stefan... Esta no es vida para ti.\! Si decides escabullirte, no se lo diré a los demás.\! Si caigo en combate, necesito que protejas a mi querido Alex."
Diana...,Diana...
Just promise me that...,Prométemelo...
"...Alright, alright!\! ...Bah, you've always gotta talk about dyin'.\! You may not care if that happens but damn, some of us sure will.","... ¡De acuerdo, de acuerdo!\!... Bah, siente tienes que estar hablando de morirte.\! Puede que a ti no te importe si eso ocurre pero, demonios, a algunos de nosotros sí que nos importa."
"If they do kill me, my body will perish, but they will never see a Paladin on their knees.\! Until such time, do keep count of how many fall to my hammer... and tell the world what it means to go against the Paladins of holy Donar.","Si me matan, mi cuerpo perecerá, pero nunca verán a una paladina ponerse de rodillas.\! Hasta que eso ocurra, no pierdas la cuenta de los que caen bajo mi martillo..., y dile al mundo lo que significa ir en contra de las paladinas del sagrado Donar."
"Now you're talkin'!\! Come on, let's make a story that'll be burned into memory for a thousand years!","¡Esa es la actitud!\! Vamos, ¡hagamos una hazaña que quede grabada en la memoria de todos durante mil años!"
"Zelos...\| I couldn't make it.\! Wherever you are, you'll have to make things right...","Zelos...\| No pude conseguirlo.\! Vayas donde vayas, debes tratar de enderezar las cosas..."
"All this carnage, because I thought I knew what the hell I was doing...",Toda esta matanza... Solo porque pensaba que sabía lo que estaba haciendo...
Casamir...\| Someone... something...\| will destroy you.\! Even if I must from the grave...,Casamir\| Alguien... Algo...\| Te destruirá.\! Aunque deba regresar de la tumba...
"Stubborn little street rabble. As you wish, we will hold back no longer.\! Commander Trihan, converge on \n[8]'s position with all available forces! Crush them!","Pequeña escoria callejera. Como desees, ya no nos contendremos más.\! Comandante Trihan, ¡concentre todas las fuerzas en la posición de \n[8]! ¡Aplásteles!"
