ENGLISH,ENGLISH
"So, you really mean it, don't you?","Entonces, va en serio, ¿no?"
"Yeah....\| this is the way it's going to be. For a while, anyway.","Sí,\| así es como van a ser las cosas. Al menos durante un tiempo."
Oh...\| alright. If you say so...,"Ah,\| muy bien. Si tú lo dices..."
"Oh, Jules.\| King Kasim Jules Dargon.\| I know I needn't remind you... the people of Sayunaa need you!","Oh, Jules.\| Rey Kasim Jules Dargon.\| Creo que no hace falta que te lo recuerde, pero... ¡la gente de Sayunaa te necesita!"
...\| More than you do?,...\| ¿Más que tú?
"Jules, I...\| can't imagine going forward without you. I can't imagine the last two years had you not been there.","Jules, no...\| No puedo imaginarme un futuro sin ti. No puedo ni imaginar cómo habrían sido estos dos últimos años si no hubieses estado a mi lado."
We must deal with what's in front of us...,Debemos afrontar lo que se nos ponga por delante...
"I have an entire Kingdom now. All the wealth anyone could ever ask for. Willing servants, powerful allies...\| \n[8], it feels so empty.","Ahora poseo todo un reino. Toda la riqueza que uno podría llegar a desear. Siervos obedientes, aliados poderosos...\| \n[8], no siento otra cosa que vacío."
"...You've got to find meaning in it all, Jules! No one else can do it for you, you are in the spotlight now!\! I know what you mean, the empty feeling. But, how about...\| one final order from me before you are officially discharged from the Nephilim Army. Would it help to think of it like that?","¡Tienes que hallarle un sentido a todo esto, Jules! Nadie más puede hacerlo por ti, ¡ahora eres el centro de todas las miradas!\! Sé a lo que te refieres con lo de la sensación de vacío. Pero, ¿qué tal si...\| te doy una última orden antes de que oficialmente dejes de pertenecer al Ejército Nefilim? ¿Serviría de ayuda planteárselo así?"
I'm listening...,Soy todo oídos...
"You've got to be strong! You have to find meaning for yourself, even if you must create it from thin air.\! You're a King now, and that will make you many enemies... don't let them get the best of you!\! It's time to put away your bow, and to wield your new role as your tool to reshape the world as you see fit.\! I will return to Sayunaa some day, and it had better be the gleaming land it's meant to be under the new King's glorious reign!","¡Tienes que ser fuerte! Tienes que encontrarle el sentido por ti mismo, aunque tengas que darle forma de la nada.\! Ahora eres el rey; van a salirte enemigos hasta de debajo de las piedras... ¡No te dejes vencer!\! Ha llegado la hora de dejar a un lado el arco y hacer de tu nuevo cargo una herramienta con la que cambiar el mundo a tu antojo.\! Algún día volveré a Sayunaa, así que más te vale que sea la tierra esplendorosa que se supone que ha de ser bajo el glorioso mandato del nuevo rey."
"...\|I think I can handle that, \n[8].","...\| Creo que puedo encargarme de eso, \n[8]."
"Heh, good! You are discharged with honor, King Jules.\! I won't forget you...","¡Bien! Quedas destituido del ejército con honor, rey Jules.\! No te olvidaré..."
