ENGLISH,ENGLISH
Sister Diana! I hope we meet your expectations!\! And we have more than enough supplies to make it safely home.,"¡Hermana Diana! ¡Espero que cumplamos con tus expectativas!\! Además, tenemos suministros más que suficientes para llegar a salvo a casa."
!!!\| ...Wow...,¡!\|Vaya...
"Of course, Abigayle. Thank you, Sister. You are to serve our new friend, \n[8], during our journey.","Por supuesto, Abigail. Gracias, hermana. Servirás a \n[8], que nos acompañará en nuestro viaje."
Sister?,¿Hermana?
"So pleased to meet you, \n[8]! Yes, I am a priestess of the Sisterhood of Mercy.","¡Un placer conocerte, \n[8]! Sí, soy una sacerdotisa de las Hermanas Misericordes."
...You look so familiar. Do you have a brother?,Me resultas bastante familiar. ¿Tienes un hermano?
"Oh! Yes, I certainly do!","¡Oh! ¡Sí, claro que sí!"
"Ha, yep. You're a mirror image of my friend, Jules. Only a sibling of his could be so... sunny.","Ja, ja. Ya veo. Eres clavadita a mi amigo Jules. Solo su hermana podría brillar tanto como el sol."
"!!!\| You know my brother?! Wow, how fortuitous!\! If you are a friend of my brother, you are surely a friend of mine, dear \n[8]. If... you will have me, of course...","¡¿Qué?!\| ¿Conoces a mi hermano? ¡Vaya, qué casualidad!\! Si mi hermano y tú sois amigos, seguro que tú y yo también lo seremos,\n[8]. Si tú quieres, por supuesto..."
