ENGLISH,ENGLISH
"\c[1]Upper balcony, Imperial palace at the capital\c[0]","\c[1]Balcón superior, palacio imperial de la capital\c[0]"
"So, not even the mighty Kuroda could best the orphan.",De modo que ni siquiera el poderoso Kuroda pudo derrotar al huérfano.
The one you call an orphan has many powerful allies.\! Your people had us believe we would go almost unopposed.\! We were not prepared.,Aquel a quien llamas huérfano tiene muchos aliados poderosos.\! Tu gente nos hizo creer que no encontraríamos prácticamente oposición.\! No estábamos preparados.
So be it. There will be another chance.\! Did you have a chance to review my message?,Bueno. Ya habrá otra oportunidad.\! ¿Tuviste la oportunidad de leer mi mensaje?
Yes. You need a problem solved.,Sí. Necesitas resolver un problema.
"I cannot expand on why, but this mission is but one part of a greater one... we will save this country, Kuroda.\! From itself, and its past folly.","No puedo extenderme demasiado en las razones, pero esta misión forma parte de una más grande. Salvaremos este país, Kuroda.\! De sí mismo y de su locura pasada."
Countless men just like you have used men like me to further their ambitions from the shadows.\! It is a dance as old as time.,Innumerables hombres como tú han utilizado a hombres como yo para promover sus ambiciones desde las sombras.\! Es una danza tan antigua como el tiempo.
Truly a man of your craft. How honorable.,Está claro que te debes a tu oficio. Es todo un honor.
"I cannot stress enough the importance of timing.\! You must monitor the situation.\! When the target leaves to try to stop the war, that is when he must die.\! No sooner, no later.","No puedo enfatizar suficiente la importancia del tiempo.\! Tienes que controlar la situación.\! Cuando el objetivo parta para intentar detener la guerra, será el momento de que muera.\! Ni antes ni después."
273 targets have fallen to my hand. It will be as routine as morning tea.,En mis manos han caído 273 objetivos. Será tan rutinario como el té de la mañana.
"...What a noble life you lead.\! As you have been paid in advance, we must never meet again.\! Donar be with you... or whatever it is they say.","Qué noble vida llevas.\! Como has cobrado por adelantado, no volveremos a vernos jamás.\! Que Donar te acompañe, o como se diga."
