ENGLISH,ENGLISH
"Excuse me, Jules was it?","Disculpa, eras Jules, ¿verdad?"
"Yeah! I heard about you, Narima.\! Glad to have you with us.","¡Sí! He oído hablar de ti, Narima.\! Me alegro de tenerte entre nosotros."
"You are Sayunaari, like me...","Eres de Sayunaa, como yo..."
"Well... I was born in Sayunaa, but adopted by Veridian parents after the Succession War!\! Really lucked out there...","Bueno... Nací en Sayunaa, pero mis padres, veridianos, me adoptaron tras la Guerra de Sucesión.\! En verdad fue una suerte..."
"Perhaps it was luck, perhaps the gods had better designs for your life, Jules.\! Tell me, have you been to our homeland since your adoption?","Tal vez suerte, o tal vez es que los dioses tenían un plan mejor para ti, Jules.\! Dime, ¿has vuelto a nuestra tierra natal desde tu adopción?"
Sadly no... but I'd really like to some day!,"Lamentablemente, no... ¡Pero me encantaría hacerlo algún día!"
"...Please reconsider, or at least consult with me before setting foot in Sayunaa.","Te ruego que recapacites, o al menos lo consultes conmigo antes de poner un pie en Sayunaa."
Wha.. why?\! I hear it is a wonderous place...,¿Qué? ¿Por qué?\! Dicen que es un lugar maravilloso...
"That it is, but we live in difficult times now.\! Our homeland is not what it once was.\! Jules... we Sayunaari must stick together in these times.\! Just promise you will consult me before doing anything rash...","Lo es, pero corren tiempos difíciles.\! Nuestra patria ya no es lo que en su día fue.\! Jules, los sayunaari debemos permanecer unidos en estos momentos.\! Prométeme que lo consultarás conmigo antes de cometer una imprudencia..."
"....\| Sure thing, Narima.\! I appreciate having such a dedicated friend so soon after meeting!","...\| Lo haré, Narima.\! ¡Se agradece tener a una amiga tan entregada cuando apenas nos conocemos!"
"The honor is mine, Jules.\! Donar be with you.","El placer es mío, Jules.\! Que Donar te acompañe."
