ENGLISH,ENGLISH
"Greetings, Diana.\! There is an important matter we must discuss.","Saludos, Diana.\! Hay un asunto importante del que tenemos que hablar."
Is there now?,¿Ahora mismo?
Yes.\! I wish to take you as my wife.,Sí.\! Quiero que seas mi esposa.
"I...\| admire your directness, but...\! By Donar, slow down! This decision cannot be made lightly!","Yo...\| admiro tu franqueza, pero...\! ¡Por Donar, para el carro! ¡No es una decisión que pueda tomarse a la ligera!"
Is this not a suitable arrangement for you?,¿No te parece un buen trato?
"That is not what I intended to say.\! By Donar, we have only known each other for a short time.\! It is just a bit sudden. More than a bit...","No pretendía decir eso.\! Por Donar, nos conocemos desde hace muy poco.\! Ha sido un poco repentino. Más que un poco..."
"I am not a young man anymore, Diana.\! I know exactly what I want.\! And you...\| You are the embodiment of glory, power, and beauty.\! I wish only to be with you and sing your praises until the end of my days.\! I suspect other suitors have desired the same, but I believe I am best fitted for this task.","Ya no soy ningún chaval, Diana.\! Sé exactamente lo que quiero.\! Y tú...\| eres la encarnación de la gloria, el poder y la belleza.\! Solo deseo estar contigo y venerarte hasta el fin de mis días.\! Supongo que el resto de pretendientes desearán lo mismo, pero creo que yo soy la persona perfecta para tal cometido."
"Just so you know, I am well aware that a woman like me attracts only certain types of attention.\! Most of the time, potential suitors sound like they want to put me on a golden pedestal to worship, and serve me hand and foot for the rest of their days.","Que sepas que soy muy consciente de que una mujer como yo solo llama la atención de cierto tipo de personas.\! Por lo general, mis pretendientes parecen querer ponerme en un pedestal de oro para adorarme y servirme por y para siempre."
"Is this what you desire, Diana?","¿Es ese lo que quieres, Diana?"
"Gah... no, Jaromir.\! Not from you, please! You strike me as the type of man who's above all that.","Puf... No, Jaromir.\! ¡No de ti, por favor! Me da la impresión de que tú eres el tipo de hombre que está por encima de todo eso."
"Ah. I may not be young anymore, but I am still able to play the fool.","Ah. Puede que ya no sea joven, pero aún sé hacerme el tonto."
"I am a man of the old way.\! You are a woman of the old way.\! I cannot bear to see you walk this life without a companion who shares your noble spirit.\! For that reason, among many others, I wish for us to become one.","Soy un hombre a la vieja usanza.\! Y tú eres una mujer a la vieja usanza.\! No soporto verte caminar en esta vida sin la compañía de alguien que comparta tu noble espíritu.\! Por esa, y por muchas otras razones, deseo que estemos juntos."
"...That is much better.\! Jaromir, let us see if we can grow into that future together.","Eso ha estado mucho mejor.\! Jaromir, intentemos crecer juntos hacia ese futuro."
