ENGLISH,ENGLISH
"Damn you, Antares. All these men had to die just to fulfill your delusions. Good men... wasted.","Maldito sea, Antares. Todos estos hombres tuvieron que morir por culpa de sus desvaríos. Eran hombres buenos... y han desperdiciado sus vidas."
Empress Florina... Hang tight! It's almost over!,Emperatriz Florina ¡Aguantad! ¡Casi ha terminado!
Florina...\| I have failed.,Florina...\| Os he fallado.
General... just let it end now...\| Turn yourself in to these people... There's no more reason to fight...,"General..., esto debe terminar ahora.\| Entregaos a esta gente... Ya no hay motivos para luchar..."
"I will die this day, Imperials. But I will live on in the hearts of those who have been betrayed, who walk this life a stranger in their own lands.","Hoy abandonaré este mundo, imperiales. Pero seguiré vivo en los corazones de aquellos que han sido traicionados, que siguen viviendo como extraños en su propia tierra."
"You, Imperials, have forgotten us. Those who bled for you, and those who now toil for you. But the people are beginning to see!\! And when you have finally pushed too hard, and plunged my homeland into chaos, those who survive will remember you as traitors.","Vosotros, los imperiales, nos habéis olvidado. A aquellos que sangraron para vosotros, a los que se matan a trabajar para vosotros. ¡Pero el pueblo se está quitando la venda de los ojos!\! Y cuando los presionéis demasiado y mi tierra se vea inmersa en el caos, los supervivientes os recordarán como los traidores que fuisteis."
What are you doing?!\! .....NO!!!!,¡¿Qué estáis haciendo?!\!¡NO.....!
"Holy Donar, take me...","Bendito Donar, llévame contigo..."
All this... for what...,"Todo esto..., ¿para qué?"
He admitted defeat and died with honor. It is the only way an old warrior like him could go.,Admitió su derrota y murió con honor. Un viejo guerrero como el no puede morir de otra manera.
"No, this is different. There is a chill in my bones.","No, esto es diferente. Siento un escalofrío en los huesos."
All this sentiment over a relic of the past? It escapes me...,¿Tanto ruido por una reliquia del pasado? No acabo de entenderlo...
Zelos...\| What's going on...,Zelos...\| ¿Qué está pasando...?
"Stay calm, \n[8]...","Mantén la calma, \n[8]..."
"\n[8], Zelos. I must congratulate you on your victory. Your key role in dispatching of the rebel Antares is noted, and for that you have earned our gratitude.","\n[8], Zelos. Debo darles la enhorabuena por su victoria. Han desempeñado un papel crucial en la derrota el rebelde Antares, y por ello, tienen nuestra gratitud."
"That gratitude will serve you well in what's coming for you. On the behalf of the Empire of Veridia, you are hereby guilty of high treason and conspiracy to murder the Empress.\! Yes, we've heard of your plans for treachery, \n[8], and so too will all the world.","Esa gratitud les será muy útil ante lo que va a ocurrir ahora. En nombre del Imperio de Veridia, se les considera culpables de alta traición y de conspiración para asesinar a la emperatriz.\! Sí, nos hemos enterado de tus viles planes, \n[8], y pronto todo el mundo los conocerá."
That's not at all what...,Eso no es lo que...
...Is this some kind of joke?!,... ¡¿Esto es algún tipo de broma?!
"Troops, you may fire when ready. Numbing poison, they are to be kept alive.","Hombres, disparen cuando estén listos. Usen veneno adormecedor, debemos mantenerlos con vida."
"AAUUGGHH!! \n[8]!! What have you traitors done?! Face me, you cowards! Come to meet your deaths!","¡AAAGGGH! ¡¡\n[8]!! ¡¿Qué habéis hecho, traidores?! ¡Atreveos conmigo, cobardes! ¡Venid a reuniros con vuestro creador!"
"Imbeciles... we discussed this! Don't cross blades with that one - shoot him, now!!","Imbéciles..., ¡ya lo hemos hablado! ¡No crucéis espadas con ese! ¡Disparadle, vamos!"
Ugghhh....\|\| Is that all you've got?!,Uughhh...\|\| ¡¿Es todo lo que podéis hacer?!
Casamir...\| W-What's going on?,Casamir...\| Qu... ¿Qué está pasando?
"My Empress... it is a relief we were able to uncover \n[8]'s plot. Rest assured, the traitors will be dealt with. ...Is something else the matter?","Mi emperatriz... Es un alivio que pudiéramos descubrir la conspiración de \n[8]. No os preocupéis, nos encargaremos de esos traidores... ¿Puedo ayudaros con algo más?"
"...but, why would...","Pero..., ¿por qué...?"
"It shocked me as well. But a head of state naturally has many enemies, it is the way of politics in this age.\! Now then, let us return to the capital and put all this nonsense behind us, hmm? After you.","Yo tampoco podía créermelo. Pero un jefe de estado siempre tiene muchos enemigos, la política es así en nuestros tiempos.\! Ahora volvamos a la capital y olvidemos todos estos despropósitos, ¿de acuerdo? Después de vos."
A-Alright....,De... De acuerdo...
"Florina, assigned as a child the privilege to sit on the Imperial throne...\| because of a blood relation that barely qualifies as legitimate.\! The high seat above all the world. Does someone like you even appreciate the power that it emanates?\! Some day, this land will have a leader that gives it the reverence it deserves...\! As you breathe your dying breaths, take solace in knowing I will take great care of all the people of this land.","Florina, recibisteis de niña el privilegio de sentaros en el trono imperial...\| Solo por un lazo de sangre que apenas se puede considerar legítimo.\! Tuvisteis una posición que os ponía por encima de todos. ¿Pero acaso alguien como vos comprendía el poder que de ella emanaba?\! Algún día, esta tierra tendrá un líder que le concederá la veneración que merece...\! Mientras exhaláis vuestro último aliento, podéis consolaros pensando que cuidaré muy bien de la gente de esta tierra."
