ENGLISH,ENGLISH
"What happens here shall be kept quiet, for now.","Lo que ocurra aquí deberá permanecer en secreto, por ahora."
"I trust you, Diana. But...","Confío en ti, Diana. Pero..."
Everyone here is familiar with the Nephilim prophecy.\! Please step into the center of the room.,"Aquí todo el mundo conoce la profecía de los nefilim.\! Por favor, sitúate en el centro de la sala."
This is so foolish...,Qué estupidez...
AAaaaagghh!!!!,¡¡¡Aaaaaah!!!
Get...\. out...\. of...\. my...\. head!!!,¡Sal...\. de...\. mi...\. cabeza!
What are you doing to me?!,¿Qué me estás haciendo?
What did you hear from the voice that called out to you?,¿Que decía la voz que te llamaba?
"Hatred, anger, and darkness.\! Too intense for words.\! A desire for revenge.","Transmitía odio, ira y oscuridad.\! Es imposible describir con palabras esa intensidad.\! Un deseo de venganza."
"I heard it too, \n[8]...","Yo también la oí, \n[8]..."
It was Donar himself who struck the final blow on Zanatus.\! It is only natural that the demon would burn with desire for revenge.,Fue el propio Donar quien asestó el golpe final a Zanatus.\! Es natural que el demonio ardiera en deseos de venganza.
I see why you wanted to keep this stuff a secret...\! People would become completely unhinged if rumors spread about the return of Donar...,Entiendo que quieras mantener esto en secreto.\! La gente se desquiciaría por completo si corrieran rumores sobre el regreso de Donar...
"Diana, you can't be serious with all this.\! Are you really trying to tell me we're supposed to save the world because of some fairy tale?\! I've always made my own ""fate"" and I'm not planning on changing now.\! Anyone can be some sort of chosen one if they want it bad enough.\! Maybe even Jeb here.","Diana, no puedes estar hablando en serio.\! ¿De verdad intentas decirme que tenemos que salvar el mundo porque así lo dice un cuento de hadas?\! Siempre me he labrado mi propio «destino» y me niego a que eso cambie.\! Cualquiera puede ser una especie de elegido si lo desea lo suficiente.\! Puede que incluso Jeb, aquí presente."
Only as long as I failed to maintain my faith...,Siempre y cuando no consiguiera conservar mi fe...
"Our new friend here is welcome among us.\! Please make this your home, and take time to reflect on what happened.\! In time, you will know what you believe.","Nuestra nueva amistad es bienvenida.\! Por favor, siéntete como en casa y tómate tu tiempo para reflexionar sobre lo ocurrido.\! Con el tiempo sabrás qué creer."
Please excuse me... I must make a record of this...,"Discúlpame, por favor. Tengo que dejar constancia de lo ocurrido..."
I am sorry I pushed you into this.,Lamento haberte metido en esto.
I guess I can't blame you...\| this is your mission.\! It's what you have to believe...,Supongo que no puedo culparte.\| Esta es tu misión.\! Es lo que tienes que creer...
"I do believe.\! And eventually, perhaps you will too.\! Until then, we will go together.\! I am yours to unleash upon your enemies.","Lo creo.\! Y con el tiempo, puede que tú también.\! Hasta entonces, estaremos juntos.\! Estaré a tu lado para luchar contra tus enemigos."
"You've got the wrong chosen one, Diana.\! But to have you as a friend and ally would be just as good for me.","Te equivocaste de aspirante, Diana.\! Pero tenerte como amiga y aliada sería igual de bueno para mí."
"Likewise, \n[8].","Lo mismo digo, \n[8]."
"It is quite a tall order.\! To experience such evil, assaulting one's mind, and then to accept one's fate.\! Diana, you too struggled with this, you know.","Es todo un desafío.\! Experimentar semejante mal asaltando tu mente y, después, aceptar tu destino...\! Diana, tú también te has enfrentado a esto."
