ENGLISH,ENGLISH
"\c[1]Interesting.\! You really think it was a good idea coming here, do you?","\c[1]Interesante.\! De verdad crees que ha sido una buena idea venir aquí, ¿no?"
I-I... guess I saw something different about you.\! Any of the others...,S-supongo... que vi algo diferente en ti.\! Cualquier otro...
Any of the others would've killed you on sight.\! I sincerely hope for your sake that you have an answer for me.,"Cualquier otro te hubiese matada nada más verte.\! Sinceramente, espero por tu bien que tengas una respuesta para mí."
I... I understand.,Yo... Comprendo.
"While your interpretation of the texts is somewhat rudimentary, I believe it to be correct.\! Well...\| correct enough for your purposes.","Aunque tu interpretación de los textos es algo rudimentaria, creo que es la acertada.\! Bueno,\| suficientemente acertada para nuestros propósitos."
"If I am ""correct enough"", then how best to act on this information?\! That said, it disturbs me that you were willing to risk your life to come here.\! I know you have much to gain.","De ser así, ¿qué es lo que más nos conviene hacer entonces?\! Dicho esto, me molesta que te propusieses arriesgar tu vida para llegar aquí.\! Sé que tienes mucho que ganar."
"B-begging your pardon, but we are not so different!","D-disculpa, pero entonces no somos tan diferentes."
"Except that you serve a mad cult, and are so blinded by the promise of reward that you let yourself get kicked around like a dog.\! I will not be following that path, Jebediah.","Lo único es que tú sirves a un culto demente y te has cegado tanto con querer recibir una recompensa que dejas que te pisoteen.\! No pienso seguir por ahí, Jebediah."
"Our business is done.\! Leave, following my exact instructions.\! One deviation will likely be your last mistake... and mine.","Lo nuestro se ha acabado.\! Vete, yo te diré exactamente cómo hacerlo.\! Si te desvías, podrías cometer tu último error... y el mío."
D-do not waste this chance to make things right...,N-no pierdas esta oportunidad de hacer las cosas bien.
"Any of the others would've killed you on sight.\! And if you don't have a good answer for me, they'll know you're here.","Cualquier otro te hubiese matada nada más verte.\! Y si no tienes una buena respuesta para mí, dejaré que piensen que estás aquí."
Except that you are so blinded by the promise of reward that you let yourself get kicked around like a dog.\! I will not let that happen to me.,Lo único es que tú te has cegado tanto con querer recibir una recompensa que dejas que te pisoteen.\! No dejaré que eso me pase a mí.
Our business is done.,Lo nuestro se ha acabado.
I know you feel alienated by the Nephilim.\! They do not deserve the power they wield.\! But just...\| just please don't hurt my Beatrix...,"Sé que sientes cierta afinidad con los nefilim.\! Ellos no se merecen el poder que tienen.\! Pero simplemente,\| por favor, no le hagas daño a mi Beatrix."
...\| Pardon me?!,...\| ¡¿Disculpa?!
Please...,Por favor...
"...""Your"" Beatrix?\! What, do you think you can win over that unhinged harpy by coming to her rescue?",¿«Tu» Beatrix?\! ¿Qué? ¿Crees que puedes ganarte a esa arpía desquiciada saliendo en su rescate?
"Go home, Jebediah. You poor, misguided soul.","Vete a casa, Jebediah. Pobre alma descarriada."
