ENGLISH,ENGLISH
"So, my father is...",Así que mi padre ha...
He's gone from this place.,Se ha marchado de este lugar.
"He's a tricky one, \n[8]...\| I wouldn't rest easy until you've killed that man a hundred times.","Es bastante esquivo, \n[8].\| No descansaré hasta haber matado a ese hombre unas cien veces."
"I am sorry, Nephilim.\! None of the others deserve blame. All of it falls onto me.","Lo siento, nefilim.\! No es culpa de ninguno de los otros. Todo la responsabilidad es mía."
Lysander...,Lysander...
"I failed to stop you from completing the prophecy.\! Do to me what you must, \n[8].","No he podido evitar que cumplieras con la profecía.\! Haz conmigo lo que tengas que hacer, \n[8]."
Just because you didn't succeed...\! Just because you didn't have the physical force to stop me...\! that doesn't make you wrong.,Que no lo lograras...\! Que no tuvieras la fuerza física para detenerme...\! no te convierte en un villano.
"Here, take the Lightfury.\! Strike me down, I will not fight back.","Toma, llévate la Furialuz.\! Atácame, no pienso contraatacar."
"I think I've earned it. You saw what happened, back in Armitage.\! Only you had the guts to stand up to me.\! Now is your chance to put down a monster.",Creo que me lo he merecido. Ya viste lo que pasó en Armitage.\! Solo tú tienes suficientes agallas para hacerme frente.\! Esta es tu oportunidad de acabar con un monstruo.
...\| I'd sooner fall on the blade myself...,...\| Antes preferiría caer frente a la espada...
Look around you. The sky's already changed.\! Everything that's happened has lead to this... the final invasion of Tahnra.\! Indeed perhaps this was all meant to be.,"Mira a tu alrededor. El cielo ya ha cambiado.\! Todo lo que ha pasado ha desencadenado en esto, la invasión final de Tahnra.\! Es más, puede que estuviese destinado a ser así."
"Just as it was written in the forbidden pages, Zanatus has retreated to the Divine Realm beyond the gate at Mount Ptolomea.\! He must be utterly destroyed before he can fully recover.\! Now that \n[8] has claimed Lightfury, the way to the Divine Realm is open.\! So too is the way from there to our world.","Como estaba escrito en las páginas prohibidas, Zanatus se ha retirado al reino divino, más allá del portal del monte Tolomea.\! Hay que acabar con él completamente antes de que se recupere.\! Ahora que \n[8] se ha hecho con Furialuz, la senda al reino divino está abierta.\! También lo está la senda de allí hacia nuestro mundo."
"Lysander, those who followed him...\| I felt his power. It is beyond description and he is surely not of this world.\! It doesn't matter how we feel about each other... it doesn't matter what happened to get us to this point.\! If we lose, Tahnra will be devoured and in darkness, forever.\! We must be whole, at least... for this one last time.","Lysander, aquellos que le seguían...\| He sentido su poder. No hay palabras para describirlo, dudo que él pertenezca a este mundo.\! No importa cómo nos sintamos..., no importa lo que pasara para que hayamos llegado hasta aquí.\! Si perdemos, Tahnra acabará para siempre devorada en la oscuridad.\! Debemos formar un todo, al menos... esta última vez."
There is no greater blight to exist than Zanatus...\|I will spend my last lifeblood to fight him.,No hay mayor lacra en el mundo que Zanatus.\| Derramaré hasta mi última gota de sangre para combatirlo.
Thank you...\| Donar be with us.,Gracias.\| Que Donar nos acompañe.
"\n[8]...\| you're alive, and that's all that matters now.\! Do to me what you must...","\n[8],\| sigues con vida y eso es todo lo que importa.\! Haz conmigo lo que tengas que hacer."
Just because I won...\| doesn't make you wrong.,Que haya ganado...\| no te convierte en un villano.
"I think I've earned it. You saw what happened, back in Armitage.\! Only you had the guts to stand up to me.\! Now is your chance to put down yet another tyrant.",Creo que me lo he merecido. Ya viste lo que pasó en Armitage.\! Solo tú tienes suficientes agallas para hacerme frente.\! Esta es tu oportunidad de acabar con otro tirano más.
...\| \n[8]...\| I would rather die a thousand of the most gruesome deaths.\! I...\| you know I...,...\| \n[8]...\| Preferiría sufrir mil de las muertes más macabras.\! Yo...\| Ya sabes que yo...
"Yeah, I know. I love you too, even through your obnoxious hubris. We can come back from this... we will.","Sí, lo sé. Te quiero, a pesar de tu detestable arrogancia. Podemos con esto... Sé que lo lograremos."
"I felt his power. It is beyond description and he is surely not of this world.\! It doesn't matter how we feel about each other... it doesn't matter what happened to get us to this point.\! If we lose, Tahnra will be devoured and in darkness, forever.\! We must be whole, at least... for this one last time.","He sentido su poder. No hay palabras para describirlo, dudo que él pertenezca a este mundo.\! No importa cómo nos sintamos..., no importa lo que pasara para que hayamos llegado hasta aquí.\! Si perdemos, Tahnra acabará para siempre devorada en la oscuridad.\! Debemos formar un todo, al menos... esta última vez."
There is no greater blight to exist than Zanatus...\| We must spend our last lifeblood to fight him.,No hay mayor lacra en el mundo que Zanatus.\| Debemos derramar hasta nuestra última gota de sangre para combatirlo.
Thank you...\| everyone. Donar be with us.,Gracias...\| a todos. Que Donar nos acompañe.
