ENGLISH,ENGLISH
\c[1]Jebediah's library and laboratory\c[0],\c[1]Biblioteca y laboratorio de Jebediah\c[0]
S-Stop!!\! How did you get here?!\! This is highly forbidden!!,¡¡A-Alto!!\! ¿Cómo has llegado hasta aquí?\! ¡Está terminantemente prohibido!
Is that so?\! I must have gotten lost.\! What's a girl to do...,¿De veras?\! Debo de haberme perdido.\! ¡Qué le voy a hacer!
Your father will hear of this!\! Y-you cannot be in here!!,¡Daré buena cuenta de esto a tu padre!\! ¡¡N-no puedes estar aquí!!
Shut your mouth and do what you're told.,Cierra el pico y haz lo que se te diga.
W...what?\! I don't have to listen to you!!,¿Có-cómo dices?\! ¡¡No tengo por qué escucharte!!
"You do, and you will!",¡Sí tienes por qué y lo harás!
B-but... but...,P-pero...
"Hahahaha...\| look at you now.\! You human males are all alike.\! With little effort, you're putty in my hands.\! ...Aren't you, my little minion?","Ja, ja, ja, ja...\| Mírate.\! Todos los hombres sois iguales.\! Sin apenas esfuerzo, eres como plastilina en mis manos.\! ¿No es así, amiguito?"
"What are you doing here, Beatrix?\! I wish you would leave...","¿Qué haces aquí, Beatrix?\! ¿Qué tal si te marchas?..."
"Oh, you love this, almost as much as I do.\! I'm just indulging my curiosity. Here you are, all cooped up, studying all this prophecy nonsense.\! I'd very much like to see your work!",Pero si a ti te gusta esto tanto como a mí...\! Únicamente satisfago mi curiosidad. Estás aquí todo el día estudiando todas estas sandeces de la profecía.\! Me encantaría ver tu trabajo.
"....\| N-no, I...\| no one can see this!\! You won't even understand it! You'll ruin everything with your clumsy recklessness!","...\| N-no, yo...\| ¡Nadie puede verlo!\! ¡Ni siquiera lo entenderías! ¡Vas a arruinarlo todo con tu estúpida imprudencia!"
Are you questioning my intellect?!,¡¿Estás poniendo en duda mi intelecto?!
"Wait just a minute...\| you're trying to provoke me now.\! Well, if it's gonna be that way, I'm leaving right now if you don't show me everything. Hmph!","Espera...\| Intentas sacarme de quicio, ¿verdad?\! Pues si esas tenemos, me marcho ahora mismo si no me enseñas todo. Mmm..."
"No! Wait!\! Please, have a look around...","¡No! ¡Espera!\! Venga, echa un vistazo..."
"There you go!\! What are those scrolls there, hmm?","¡Eso es!\! Oye, ¿qué son esos pergaminos de ahí?"
"This is my transcription of the Historium Magnus...\! But it is a very delicate project, please, I beg you, do not interrupt it, or the translation will be ruined...","Se trata de mi transcripción del Historium magnus...\! Pero es un proyecto muy delicado, así que te ruego que no lo interrumpas, o echarás por tierra la traducción..."
"By Donar, you're doing this from memory? Always the consummate bookworm!\! Hmm, what's this map all about?","Por Donar, ¿lo haces de memoria? ¡Siempre fuiste un auténtico ratón de biblioteca!\! Mmm, ¿y qué es este mapa?"
"That transcription is complete...\| it is the locations of all five of the Nephilim shrines.\! If I were to retrieve the Historium Magnus again, the secrets within would...","Esa transcripción está terminada...\| Se trata de la ubicación de los cinco santuarios de los nefilim.\! Si pudiese recuperar el Historium magnus, los secretos que contiene..."
"...No kidding?\! Well, well... very good work here, Jebby.\! Good boys get rewarded, you know.","¿En serio?\! Vaya, vaya... Excelente trabajo, Jebbi.\! Ya sabes que a los chicos buenos se les recompensa."
...\| Rewarded?,...\| ¿Se les recompensa?
"Mmhmm, that's right.\! Why don't you just look the other way while I study this map for myself.\! You wouldn't want to disappoint Beatrix would you?","Mmm, así es.\! ¿Por qué no miras para otro lado mientras estudio este mapa por mi cuenta?\! No querrás decepcionar a Beatrix, ¿verdad?"
"N-no, of course not...","N-no, por supuesto que no..."
"You behave yourself while I'm away, my little Jeb.\! Farewell, until we meet again!","Pórtate bien en mi ausencia, Jebbi.\! ¡Hasta la vista!"
