ENGLISH,ENGLISH
"Stay here, \n[8].\! I will deal with the grandmaster myself.","Quédate aquí, \n[8].\! Yo me encargaré del gran maestro."
Come on...\| I know who you are...\| why are you doing all this?!\! I'm not going to just let you go in alone...,Vamos...\| Sé quien eres...\| ¡¿Por qué haces todo esto?!\! No pienso dejar que entres sin acompañante.
"His power comes from a source outside of what you can comprehend.\! You must leave this to me.\! You would surely die.\! ...\| Don't let that happen, \n[8].","Su poder viene de una fuente imposible de comprender.\! Tienes que dejarme esto a mí.\! Morirás seguro.\! ...\| No dejes que eso suceda, \n[8]."
"You've spared the Nephilim.\! This is very disappointing, Hand of Zanatus.\! We were nearly there... so close to ending our struggle.\! I feel utterly betrayed!","El nefilim sigue con vida.\! Esto no me gusta nada, Mano de Zanatus.\! Ya casi estábamos... a punto de cumplir nuestra gesta.\! ¡Me has traicionado enormemente!"
"There's no need for pretense anymore.\! I learned all I need to know.\! All of your knowledge of the past...\| it is because you were there.\! You've been here since Donar first defeated you in battle.\! Now, you've amassed incredible influence. But that's not enough, is it?\! What do you want?","Ya no hacen falta pretensiones.\! He descubierto todo lo que necesitaba saber.\! Todos tus conocimientos del pasado...\| Es porque estuviste allí.\! Llevas aquí desde que Donar te derrotó por primera vez.\! Ahora has acumulado un enorme poder. Pero no te basta con eso, ¿verdad?\! ¿Qué quieres?"
"...\|Indeed, it seems we've exceeded the need for pretense, and I have created something I can no longer control.","\|Sí, parece que hemos sobrepasado cualquier necesidad de pretensiones y he creado algo que ya no puedo controlar."
"If you must know, after that battle with Donar, I was forced to remain feeble, hiding, taking full advantage of the pity and mercy of the victors.\! But gradually, my people found our way into the Donari halls of power, that we may finally emerge from the shadows.\! And now, we are fully self-determined, no one will humiliate us again!\! We've enlightened great masses of Donari, and cured them of their misguided loyalty to the false gods.\! You, and the Avatar of Donar, and that imbecile Casamir... all fight within the confines of a human lifetime. Petty concerns, these empires and alliances.\! The greatest struggle of this world is mine... to liberate all of Tahnra from the stranglehold of Donar, the greatest deceiver in all creation.\! Great warrior, it is not about what I want. It is about what should be!","Si te interesa saberlo, tras luchar contra Donar, tuve que mantenerme débil y esconderme para así aprovecharme al máximo de la clemencia de los vencedores.\! Pero poco a poco, mi gente fue abriéndose paso por los salones del poder de Donar hasta emerger de las sombras.\! Y ahora que contamos con la máxima autodeterminación, ¡nadie volverá a humillarnos!\! Hemos iluminado a grandes hordas de donari y los hemos curado de su fe errónea en los falsos dioses.\! Tú, el avatar de Donar y ese idiota de Casamir... todos lucháis dentro de los límites de la vida humana. Por asuntos banales, como imperios y alianzas.\! La mayor gesta de este mundo es mía: liberar a toda Tahnra del dominio de Donar, el mayor embustero de todo lo conocido.\! Gran guerrero, no se trata de lo que quiero. ¡Se trata de lo que debería ser!"
"...\| You know there's no way I can just sit here and wait, I've got to do something!",...\| Sabes que no pienso quedarme aquí de brazos cruzados. ¡Tengo que hacer algo!
"I told you to stay back, \n[8]...","Te dije que te quedaras atrás, \n[8]."
"We meet again, Avatar of Donar!\! Or \n[8], or...\| however you identify these days.\! You do know that there is truly nothing special about you, I hope?\! Perhaps instead, in your limited understanding of things, you've assigned prophecies to that which you cannot explain.\! I suppose it is commendable that you, \n[8], have simply made yourself into a suitable replica for an ancient legend...\! you and your fellow Nephilim worthy hosts for the divine refugees that are the false gods.\! But, perhaps you know that already... ever the skeptic, this one.","¡Volvemos a vernos, avatar de Donar!\! O \n[8], o... \| como quiera que te llames hoy en día.\! Ya sabes que no hay nada en ti verdaderamente especial, ¿verdad?\! Puede que en su lugar, en tu limitado conocimiento de las cosas, hayas asignado profecías a aquello que no puedes explicar.\! Supongo que es encomiable por tu parte, \n[8], que te hayas convertido en una réplica apta de una antigua leyenda...\! Tú y los otros nefilim, dignos guardianes de los refugiados divinos que son los falsos dioses.\! Pero puede que eso ya lo supieras... No quiero pecar de escepticismo."
"This is a shame, I admit.\! You Donari... this great human experiment, quite the centerpiece of Tahnra!\! A grand and ultimately brittle manifestation of Donar's meddling.\! No matter... in the new world, these silly identities and histories, Veridian, Sayunaari, what have you.\! There is no room for such delineations in this world's future.\! Those who try to cling to ignorance will simply... go extinct, I suppose!\! As for you, \n[8], I'm afraid your journey has come to an end.\! Rest assured, your death will be permanent this time, and will signal the greatest victory against Donar yet, and a harbinger for a new, enlightened age.","He de reconocer que es una pena.\! Vosotros, los donari, este gran experimento humano, ¡sin duda el pilar de Tahnra!\! Una fabulosa, pero en definitiva, frágil manifestación del poder de Donar.\! No importan... en el nuevo mundo todas esas burdas identidades, los veridianos, los sayunarii y demás.\! No hay sitio para semejantes conceptos en el futuro de este mundo.\! Así que quienes traten de aferrarse a la ignorancia simplemente... se extinguirán, supongo.\! En cuanto a ti, \n[8], me temo que tu viaje ha llegado a su fin.\! Pero no te preocupes, tu muerte será para siempre esta vez y marcará la mayor victoria que haya tenido lugar contra Donar y el inicio de una nueva era iluminada."
Aaaagh....\| Being torn apart!!!,Aaaaah...\| ¡¡Se está desgarrando!!
You crazy fool...\| some things never change...,Serás idiota...\| Hay cosas que nunca cambian...
\n[8]...\| where is he?,\n[8]...\| ¿Dónde está?
"Well, his body disappeared in a spectacular way...\| whatever that means.","Bueno, su cuerpo desapareció de forma espectacular,\| signifique lo que signifique eso."
Guess I really shook him up.,Creo que le he dado su merecido.
How did you manage to hurt him that way?,¿Cómo has logrado herirlo de esa forma?
Blood link...\| thought he could keep me in line with it...\| didn't think I'd really do it...\| did...,"Con un vínculo de sangre,\| aunque él podría controlarme con él...\| No pensé que llegaría a hacerlo,\| pero lo hice..."
...Zelos??,¿Zelos?
"No...\| Come on, Zelos...","No...\| Vamos, Zelos..."
Damn...\| I'm still not strong enough.,Maldita sea...\| Aún no soy suficientemente fuerte.
"Open, hurry up!!","¡Ábrete, deprisa!"
