ENGLISH,ENGLISH
Oh...\| flowers. How nice.\! You really are a hopeless romantic.\! And I do emphasize hopeless.,"Oh,\| flores. Qué bonitas.\! A alguien le va el romanticismo.\! Y bastante, debo decir."
"You wound me, my dear.\! You wound me with your blade-edged words...",Tus palabras me hieren.\! Me hieren como puñales...
So sorry.\! You may want to see a priestess.,Lo siento mucho.\! Tal vez quieras ver a una sacerdotisa.
"All I need is the warmth of your radiant beauty by my side.\! Admit it, how can you look at these baby blues and remain so defiant?","Lo único que necesito es el calor de tu radiante belleza a mi lado.\! Confiesa, ¿cómo puedes mantener la compostura mientras miras estos ojos azul celeste?"
"You would do quite well if those 'baby blues' did the talking, and not your foul mouth.","Te iría bastante mejor si fueran precisamente esos «ojos azul celeste» los que hablaran, y no tu bocaza."
....A compliment?\! From the icy heart that struggles to beat beneath this breathtaking visage I see before me?\! I can now die a happy man...,¿Un piropo?\! ¿Un piropo del frío corazón que lucha por latir bajo ese imponente rostro que tengo delante?\! Ya me puedo morir tranquilo...
"Ah, by all means, proceed.","Adelante, procede."
But your heart would be shattered beyond repair for the rest of your days.,Pero tu corazón quedaría hecho añicos y sin remedio para el resto de tus días.
"Dream\| on!!!\! Ugh, when are you going to get a clue?!\! You are a pig and I do not like you!","¡¡Sigue\| soñando!!\! Uf, ¿pero cuándo te darás cuenta?\! ¡Eres un cerdo y no me gustas!"
...yet.,Aún no.
"You'd better hope for a miracle then, thief.","Tendrás que esperar un milagro entonces, ladrón."
"We do live in strange times, m'lady!\! Keep believing and it may just come true!","¡Vivimos en tiempos extraños, señorita!\! Sigue creyendo y puede que algún día tus sueños se hagan realidad."
"Ugh, no, YOU are the one who wants...\| Nevermind.\! I am going away now!\! If you follow me, I will put an arrow through your eye socket!","Uf, no, eres TÚ quien quiere...\| Olvídalo.\! ¡Me marcho!\! Como se te ocurra seguirme, te clavo una flecha en la cuenca del ojo."
"A blessed day to you, fair Narima.\! You know where to find me.","Que tengas un buen día, mi bella Narima.\! Ya sabes dónde encontrarme."
