ENGLISH,ENGLISH
\c[1]Port Jenos harbor\c[0],\c[1]Embarcadero de Puerto Jenos\c[0]
Thank you for coming prior to your army's departure.\! You certainly are the trusting type...,Gracias por venir antes de que tu ejército se marche.\! Es evidente que eres una persona confiada...
Who are you?,¿Quién eres?
My name is Lysander.,Me llamo Lysander.
Wha... Lysander?!\! General Lysander? Of the Imperial Army?,¿Qué...? ¡¿Lysander?!\! ¿El general Lysander? ¿Del Ejército Imperial?
Yes. I know your name from the Academy.\! Seems we never crossed paths before.,Sí. Tu nombre me suena de la academia.\! Parece que es la primera vez que nos vemos.
I just thought you would be older...,Pensaba que serías mucho mayor...
Heh heh....,"Je, je..."
...How did you know where to find me?,¿Cómo sabías dónde encontrarme?
All that matters now is that I come to you with a warning.\! News is already spreading... Empress Florina was murdered.,"Ahora mismo, lo único que importa es que tengo una advertencia que hacerte.\! La noticia ya se están extendiendo... La emperatriz Florina fue asesinada."
"War is imminent.\! The Empress's death has opened old wounds, sparked old rivalries.\! The two strongest Dukes, Lothair and Terenor, have mobilized their armies.\! It's civil war, and it's just a matter of time.","La guerra es inminente.\! La muerte de la emperatriz ha reabierto viejas heridas y reavivado antiguas rivalidades.\! Lothair y Terenor, los dos duques más poderosos, han movilizado sus ejércitos.\! Estallará una guerra civil, solo es cuestión de tiempo."
"Lysander, there's got to be more to this... and you know who.","Lysander, aquí está interviniendo alguien más... Ya sabes de quién hablo."
"Careful what you say, \n[8].\! The Prime Minister is very popular among the people.\! He has surrounded himself with powerful allies...","Ten cuidado con lo que dices, \n[8].\! El primer ministro es muy popular entre el pueblo.\! Se ha rodeado de aliados poderosos..."
"Then you believe he is responsible for the murder?\! Come on, just admit it!\! He's been obsessed with becoming Emperor for so long.\! He would do anything...","¿Entonces crees que él está detrás del asesinato?\! ¡Vamos, admítelo!\! Lleva demasiado tiempo obsesionado con la idea de ser emperador.\! Haría cualquier cosa..."
You must keep your voice down.,No hables de estas cosas en voz alta.
"There are those among us in the Imperial Army who think as you do.\! Do not act rashly. Casamir will make a mistake eventually.\! For now, you should stay with the Temple.\! When I have collected enough evidence to expose Casamir, I will find you.","Dentro el Ejército Imperial hay personas que piensan como tú.\! No actúes precipitadamente. Con el tiempo, Casamir cometerá un error.\! Por ahora, debes permanecer con los Templarios.\! Cuando haya conseguido las pruebas necesarias para acusar a Casamir, contactaré contigo."
"Until then, I trust you will keep this meeting to yourself?","Hasta entonces, confío en que mantengas esta conversación en secreto."
Of course...,Por supuesto...
