ENGLISH,ENGLISH
'Ey there. So...\| mind if I ask what's it like? Now that you can uh... y'know.,"Eh, hola. Esto...\| ¿Puedo preguntarte qué se siente? Ahora que ya puedes, esto..., ya sabes."
Now that I can....???,¿Ahora que puedo...?
Ah... come on! Y'know! Become the giant lady.,"¡Oh, vamos! ¡Ya sabes! Convertirte en señora gigante."
Oh...\| well... I am the giant lady. I can shrink back to this form when being full-sized is impractical.,"Ah...,\| bueno... Soy la señora gigante. Puedo recuperar mi antigua forma cuando no me convenga ser tan grande."
...Oh.,Oh...
"Yep. Let's keep that between us for a while, would you?","Bueno, pero de esto que no se entere nadie, ¿quieres?"
"Of course! Though I think they'll catch on pretty soon, seein' as several days of food and entire livestock herds are suddenly gone. Any idea where it all went?","¡Por supuesto! Aunque creo que la gente pronto se dará cuenta, nada más ver que de repente ha desaparecido la comida de días y todo el ganado. ¿Tienes idea de dónde están?"
"In my stomach. Well, part of my muscles by now.","En mi estómago. Bueno, parte también está en mis músculos."
"...Hell's bells. Me thinks all creation will end up in there.\! Say, do you think when my time comes, I'll also turn into a god-like being?","Por mil demonios... Creo que ahí acabará toda criatura de este mundo.\! Dime, ¿crees que cuando llegue el momento yo también me convertiré en un ser divino?"
Hmm... Saint Landis was a master of illusion. Maybe you'll gain the power of invisibility. ...Forever.,Um... San Landis era un maestro de las ilusiones. Igual te otorga el poder de la invisibilidad... para siempre.
"Bah, surely a just and loving Donar would never deprive the world of my breathtaking visage!","¡Bah, dudo que el justo y honorable Donar jamás prive al mundo de mi bello rostro!"
