ENGLISH,ENGLISH
All the children are safe?,¿Todos los niños están a salvo?
"Yep, but we're runnin' out of places to send 'em...","Sí, pero nos estamos quedando sin lugares a los que enviarlos."
And what of our partners in the other cities?,¿Y qué hay de los socios que tenemos en otras ciudades?
Not a peep. Wouldn't get my hopes up.,No han dicho ni pío. Yo no esperaría demasiado.
"We have defeated so many of them, and freed so many children... and I am no closer to my Alex.\! The Empire takes them to the detention camps faster than we can move.\! We cannot keep this up forever...","Hemos derrotado a muchos enemigos y liberado a muchos niños, pero sigo sin estar más cerca de mi Álex.\! El imperio los está llevando a los centros de detención con más rapidez de la que nosotros podemos movernos.\! No podemos seguir así..."
I take it you all feel the same?,Supongo que estáis de acuerdo conmigo.
I'll keep swingin' my sword and killin' Imperials until my strength gives out.\! Big picture be damned.,Seguiré blandiendo la espada y matando a los imperiales hasta que me quede sin fuerzas.\! Al diablo con todo.
Our men are pretty exhausted...,Nuestros hombres están agotados...
"This is the fourth home we've made for ourselves.\! They will eventually come here as well, and we will have to find a fifth.","Este es el cuarto hogar que construimos.\! Con el tiempo, acabarán llegando aquí también y tendremos que buscar un quinto hogar."
It is time we finally pursued the prophecy as we should have long ago.\! Gods forgive me for my lack of faith...,"Ha llegado la hora de que sigamos la profecía, tal como deberíamos haber hecho hace tiempo.\! Dioses, perdonad mi falta de fe..."
"Alex... I'm sorry...\| I will find you some day, but for now I must follow my faith...","Alex, lo siento.\| Algún día te encontraré, pero ahora debo seguir mis creencias."
Ya mean that page you found from the monastery ruins?,¿Te refieres a la página esa que encontraste en las ruinas del monasterio?
"""Back to where it all began"" were the Grandmaster's dying words, as he handed me the key to the vault.\! These words have haunted me since \n[8] left us.\! The page, and his words, point to the holy mountain, Mount Ptolomea, where the first battle with Zanatus took place.\! I must make the pilgrimage to the holy site there.","«De vuelta a donde empezó todo». Estas fueron las últimas palabras que pronunció el gran maestro antes de morir, cuando me entregó la llave de la cámara.\! Esas palabras me han perseguido desde que \n[8] nos dejó.\! La página, al igual que sus palabras, señalan hacia el monte Tolomea, la montaña sagrada en la que tuvo lugar la primera batalla contra Zanatus.\! Debo ir de peregrinación a ese lugar sagrado."
Only the gods above can be our salvation now...,"Ahora, solo los dioses pueden salvarnos..."
"If I must, I will do this alone.","Si es necesario, haré esto por mi cuenta."
"Problem bein', not even you could go that route by your lonesome.\! The only way is through the Imperial palace... they've got that holy site guarded by some magical doodads.",El problema es que ni siquiera tú podrías recorrer ese camino sin ayuda.\! Solo se puede acceder a través del palacio imperial... Tienen todo ese lugar sagrado protegido por artilugios mágicos.
"You know the way, Barnabas?","¿Conoces el camino, Barnabas?"
"Yep, but yer not gonna like it.\! I betcha we can break into the palace through the sewer exits, but even that's got an Imperial presence guarding it on the outside.\! You'll need all of us to get in there.\! ...And ya got me so far.","Sí, pero no te gustará.\! Apuesto a que podríamos entrar en el palacio a través de las alcantarillas. Sin embargo, incluso en el exterior habrá presencia imperial.\! Para acceder nos necesitarás a todos.\! Y de momento, puedes contar conmigo."
"Of course I will support you as well, Sister Diana...\! As will my brother, yes?","Yo también estaré ahí contigo, hermana Diana.\! Al igual que mi hermano, ¿no?"
It looks like my sister has decided for me!\! I'll do my best...,¡Parece que mi hermana ha decidido por mí!\! Haré lo que pueda...
Diana...,Diana...
"I've stuck by your side through much worse.\! Well, not sure we've ever tried to break into the capital of a world-spannin' empire before, but hey, y'only live once, I say.","He estado a tu lado en situaciones mucho peores.\! Bueno, no recuerdo que hayamos intentado colarnos en la capital de un imperio mundial, pero oye, solo se vive una vez."
"Thank you...\| And for the last two years as well.\! We have fought, and we have run away, but at least, we are still here, still fighting.\! If I die on this mission, I will die a free woman, with my knee unbent to the will of evil.\! I do not expect any of you to throw your lives away.\! Once I am on the path to Mount Ptolomea, please go into hiding, or retreat back here to safety...","Gracias.\| Por esto y por los dos últimos años.\! Hemos luchado y hemos escapado, pero al menos seguimos aquí, luchando.\! Si muero en esta misión, moriré como una mujer libre que no ha cedido a la voluntad del mal.\! No deseo que ninguno de vosotros desperdicie su vida.\! En cuanto encuentre el camino al monte Tolomea, escondeos o retiraos a un lugar seguro."
"Don't say g'bye just yet, lady.\! Come on, let's give fate and prophecy a little nudge in the right direction...","No te despidas todavía.\! Venga, démosle al destino y a la profecía un empujoncito en la dirección correcta..."
