ENGLISH,ENGLISH
"...This is the final point in the scavenger hunt... but...\! the last clue said there'd be a priceless treasure at the end!\! What gives?\! Errmmmm, wait a second.\! Hi, Barnabas.","Este es el final de la búsqueda del tesoro, pero...\! la última pista decía que este sería de un valor incalculable.\! ¿Qué pasa?\! Mmm, espera un momento.\! Hola, Barnabas."
Nice to see ya.\! I knew you'd make it.,Me alegro de verte.\! Sabía que lo conseguirías.
How'd you know that?\! This was a challenging hunt!\! I might still be lost in the woods...,¿Y eso?\! ¡Ha sido una búsqueda muy exigente!\! Podría seguir en el bosque...
"Anyone who knows about you knows that's what drives ya. A challenge.\! If I made it easy, you'd'a got bored and I'd just be stuck here waitin' like a fool.","Quien te conoce sabe que eso es precisamente lo que te motiva: un reto.\! Si lo hubiera puesto fácil, te habrías aburrido y yo seguiría aquí esperando como un pasmarote."
"Ahhhh, very clever, Barnabas.\! So... you're the priceless treasure or what?","Ah, muy astuto por tu parte, Barnabas.\! Entonces, ¿eres tú ese tesoro de valor incalculable o qué?"
Well...\| no.\! Just couldn't think of a better clue.\! Writing's never been my talent...,Digamos que...\| no.\! Es solo que no se me ocurrió una pista mejor.\! Escribir nunca fue mi fuerte...
"I hope you'd consider the time we've spent together.\! How far we've come, and that it's just you and I here, in this grove.\! To me, that's priceless.\! And...\| this farmer would like much, much more of that.","Espero que valores el tiempo que hemos pasado juntos.\! Lo lejos que hemos llegado, y el hecho de que seamos solo tú y yo quienes estén en esta arboleda.\! Para mí eso tiene un valor incalculable.\! Y...\| a este granjero le gustaría tener mucho, mucho más de eso."
"Oh, Barnabas...\! That's what you want? Just a lot more of me?\! Gosh, this whole, big, elaborate scheme... it's not what I'd expect from you!","Ay, Barnabas...\! ¿Es eso lo que quieres? ¿Quieres mucho más de mí?\! Dios, un plan tan complejo, tan elaborado... ¡No es lo que habría esperado de ti!"
Yeah... guess I just wanted to try somethin' foolhardy again.\! Maybe show you that I still got a bit of spark left in me.,"Sí, supongo que quería volver a hacer algo temerario.\! Tal vez mostrarte que todavía tengo esa chispa en mi interior."
That's...\| so cute.\! But so silly.\! The last thing I need is even more foolhardy in my life.\! I want the Barnabas I see day in and day out.\! I want a whole lot more of that guy!,"Eso es...\| tan bonito.\! Y, a la vez, tan estúpido.\! Lo último que necesito en la vida es más temeridad.\! Quiero el Barnabas de siempre.\! ¡Quiero mucho más de él!"
"And that you shall have, Sybil... if you'll have me too...","Y eso es precisamente lo que tendrás, Sybil, si decides estar conmigo..."
"Yes, you goofball!\! Come on, just walk me back to base and tell me how you thought of this whole grand scheme.","¡Pues claro que sí, bobo!\! Venga, acompáñame a la base y cuéntame cómo se te ocurrió todo esto."
