ENGLISH,ENGLISH
"Your suspicions were correct, Zelos. The survivors of the cult have fled to the east, bound for the unexplored continent. Looks like Grothnor is their destination.","Tus sospechas eran correctas, Zelos. Los supervivientes del culto han huido hacia el este y se dirigen al continente inexplorado. Parece que su destino es Grothnor."
"...Grothnor?\| Ha, those fools have no idea what they're up against. They'd be safer here, hated as they are.","¿Grothnor?\| Ja, ja. Esos idiotas no tienen ni idea de a qué se enfrentan. Por mucho odio que despierten, estarían más seguros aquí."
"Maybe so, but that just stengthens my instincts even more.\| Zanatus's dying words still haunt me. I need answers, Zelos.\| Who actually is Donar? Why resurrect me?\| And how?\| I am even still the original me?\! And Zanatus... he had a certain calmness about him before his death. And I believe him...","Es posible, pero esto no hace más que validar mi intuición.\| Las últimas palabras de Zanatus me siguen atormentando. Necesito respuestas, Zelos.\| ¿Quién es Donar en realidad? ¿Por qué resucitarme?\| ¿Y cómo?\| ¿Sigo siendo mi verdadero yo?\! Y Zanatus... Se le veía muy sereno antes de morir. Y le creí..."
"You are right. He was a manipulator, but ironically, an honest one.\| I felt it just the same.\| Zanatus was just a small piece of a larger puzzle, one that will have dire consequences for Tahnra.","Tienes razón. Era un manipulador pero, irónicamente, uno honesto.\| Yo sentí lo mismo.\| Zanatus solo era una pieza de un puzle gigantesco que tendrá unas consecuencias terribles para Tahnra."
"Zelos, do you think the Veridians will ever accept us?","Zelos, ¿crees que los veridianos nos aceptarán algún día?"
I think you know. They will never accept me. But they will accept you now.\| But there's a reason you've convinced yourself that you must leave.\! I wonder if you recognize what it is... and how unnecessary it is.,"Creo que ya lo sabes. A mí nunca me aceptarán. Pero a ti, ahora, sí.\| Sin embargo, intentas convencerte de que debes marcharte.\! Me pregunto si sabes por qué lo haces y lo innecesario que es."
"Oh, come on... back to quizzing me again?","Oh, venga ya... ¿Pretendes interrogarme otra vez?"
Yep.,Así es.
"Fine.\| It's because of you.\| Obviously...\| there, I said it.","Genial.\| Lo hago por ti.\| Obviamente...\| Bueno, ya lo he dicho."
And it is entirely unnecessary. I don't need my hand held by you.,Y es totalmente innecesario. No necesito que me sujetes la mano.
"Well, you'll get it anyway, you big grump.\| Come on, I'm sure all that time spent in the belly of the beast, you learned the way to the most horrifying depths of Grothnor?","Pues eso es lo que tendrás, maldito gruñón.\| Supongo que, después del tiempo que pasaste en el vientre de la bestia, conoces bien el camino que lleva a las horribles profundidades de Grothnor."
"Yes. Get ready for the ride of your life, \n[8].","Efectivamente. Prepárate para el viaje de tu vida, \n[8]."
