ENGLISH,ENGLISH
Chapter 1: Rebellion,Capítulo 1: Rebelión
"Good, looks like they haven't sent much out yet.","Bien, parece que no han enviado muchos hombres."
"You should take these guys out to get some battle experience.\! You can move your squad next to the enemy soldiers and attack.\! If you run into trouble, I'm right behind you.",Deberías acabar con ellos para conseguir algo de experiencia.\! Mueve tu pelotón al lado de los soldados enemigos y ataca.\! Estaré detrás de ti si me necesitas.
"Take a break, Zelos, I've got this!","¡Tú descansa, Zelos! ¡Yo me ocupo!"
"We took some damage in that fighting, but we can heal it back by having Support units, such as the Medic in your squad.\! While they cannot attack, Support units help greatly to keep soldier losses to a minimum.","Nos han herido en combate, pero podemos curarnos usando unidades de apoyo en tu pelotón, como la curandera.\! Aunque no pueden atacar, las unidades de apoyo ayudan enormemente a reducir las bajas."
"Next, we need to capture that town, so we can liberate it from the rebels.\! Move any Squad to the town's front gate, and ""Seize"".",Ahora tenemos que capturar esa ciudad para poder liberarla de los rebeldes.\! Mueve un pelotón hasta la puerta de la ciudad y elige «Asaltar».
"Good, we liberated a town, and got some Gold and Faction XP (stars) for our trouble.\! We'll need Gold for a lot of things. Recruiting new troops, hiring Mercenaries, buying Artifacts, among others.\! Faction XP allows us to increase Faction Rank.\! As Faction Rank increases, our reputation will improve among the people.\! This will yield better shop prices, discover new technology, attract new recruits, and intimidate our enemies.\! The squad who captures objectives gets Leadership (LDR) and Loyalty XP as well!","Bien, hemos liberado una ciudad y hemos recibido algo de oro y EXP de facción (estrellas) por las molestias.\! Necesitaremos oro para un montón de cosas. Por ejemplo, reclutar tropas, contratar mercenarios, comprar artefactos, etcétera.\! La EXP de facción nos permite aumentar el rango de la facción.\! A medida que este rango aumente, mejoraremos nuestra reputación con los demás.\! Así conseguiremos mejores precios en las tiendas, descubriremos nueva tecnología, atraeremos a nuevos reclutas e intimidaremos a los enemigos.\! El pelotón que capture objetivos ganará liderazgo (LDR) y EXP de lealtad."
"The Imperial Army has already arrived...\| much sooner than I expected.\! Wolfgar, I'm trusting you to lead our troops here.\! If you hold the river fortress, we should be safe here.","El Ejército Imperial ya ha llegado... \|mucho antes de lo que esperaba.\! Wolfgar, te dejo al mando de nuestras tropas.\! Si mantienes la fortaleza del río, estaremos a salvo."
"I'll make them regret coming here, don't worry, General.","Haré que se arrepientan de venir por aquí. Tranquilo, general."
"Looks like we made it just in time!\! Are you ready for this, Sybil?","¡Parece que llegamos justo a tiempo!\! ¿Estás lista, Sybil?"
"Are you kidding, Jules?\! I've been waiting ages for a chance to prove my mettle!\! Come and get it, rebel scum!","¿Estás de broma, Jules?\! ¡Llevo años esperando una oportunidad de poner a prueba mi destreza!\! ¡Venid a por mí, estúpidos rebeldes!"
"Your squad has tougher soldiers, so should stay in front.\! Mine will provide long-range archer attacks from a safe distance.","Tu pelotón tiene soldados más fuertes, así que deberías de ponerte al frente.\! Mis hombres podrán disparar sus arcos desde una distancia segura."
"See that hill?\! That's high ground, very useful, especially for archers like me!\! Move me onto the hill so I can shoot further than normal!","¿Ves esa colina?\! Es un terreno alto, ¡muy útil sobre todo para los arqueros como yo!\! Llévame a esa colina y podré disparar más lejos de lo normal."
"Over there, to the East.\! I think that's Jules, a fellow Imperial Academy cadet of mine.\! We should meet up with them and join all our forces together.","Por allí, en el este.\! Creo que es Jules, un cadete de la Academia Imperial y compañero mío.\! Deberíamos ir con ellos y unir fuerzas."
"If we can take that river fortress, the path to the main enemy base will be clear.\! Forts give defense bonuses and allows archers to shoot farther.\! And that goes for both sides, so we can't underestimate those defenders!","Si logramos hacernos con esa fortaleza del río, despejaremos el camino hasta la base del enemigo.\! Los fuertes ofrecen mayor defensa y permiten a los arqueros disparar más lejos.\! Pero tu enemigo también puede usarlos, ¡así que ten cuidado con los soldados apostados allí!"
We've really got them on the run now!\! The river fortress is ours. Time to take down the local rebel commander at Eastwall.,¡Ya los tenemos contra las cuerdas!\! La fortaleza del río es nuestra. Es hora de acabar con el comandante rebelde de Muroriente.
"Damned Imperial dogs...\| they are really this ruthless?\! The rest of you, get out there and stop them!\! Our cause will not be snuffed out here!","Malditas sabandijas imperiales...\| ¿Cómo pueden ser tan despiadadas?\! ¡Vamos, chicos! ¡Salid ahí fuera y detenedlos!\! ¡No permitiremos que nuestra causa fracase!"
"Looks like we've got another fight on our hands.\! \n[8], we're counting on you as the army leader to destroy the enemy.\! Hopefully their leaders will get the message and lay down their weapons.","Parece que se avecinan más combates.\! \n[8], contamos contigo como líder para acabar con el enemigo.\! Esperemos que sus líderes capten el mensaje y suelten las armas."
"We just can't help crossing paths, Jules!\! Looks like we're in this together, huh?!","¡Nuestros caminos no dejan de cruzarse, Jules!\! Parece que estamos juntos en esto, ¿eh?"
"\n[8]!\! What an honor to fight by your side in our first mission, but...\| Central Command didn't say you'd be here!\! Was there some sort of mistake?","¡\n[8]!\! Es un honor luchar a tu lado en nuestra primera misión, pero...\| ¡El centro de mando no nos avisó de que vendrías!\! ¿Ha habido algún error?"
We...\| decided to improvise.,Pues...\| lo cierto es que estamos improvisando.
"Anyway, glad to have your rangers here among us.\! With clever planning, your troops can pick off enemies without fear of a counter-attack... unless they have their own archers of course.","Bueno, me alegro de contar contigo y con tus arqueros.\! Si planeas bien tu táctica, tus tropas podrán acabar con los enemigos sin miedo a que estos contraataquen..., a menos que tengan sus propios arqueros, claro está."
"So you're leading this mission?\! Wow, I always knew you'd do great things, \n[8].","¿Así que eres tú quien está al cargo de esta misión?\! Siempre supe que llegarías alto, \n[8]."
"Oh, come on, Jules.\! You'd say that no matter what I end up doing.","Oh, vamos, Jules.\! Siempre dices lo mismo, haga lo que haga."
Well met... you're with the Imperial Army?,Me alegra verte. ¿Eres miembro del Ejército Imperial?
"Name's Sybil, battle maiden of Veridia!\! Jules and I were sent up the river to try and outflank the rebels.","Me llamo Sybil, la valquiria de Veridia.\! Me enviaron junto a Jules para flanquear a los rebeldes que hay al norte del río."
That's an impressive title...\| but you wear the garb of a Temple priestess.,"Un título impresionante...,\| aunque llevas los hábitos de una sacerdotisa de los Templarios."
"Yeah, so what?\! Healing's just as important as hurting, isn't it?!","Cierto, ¿y qué?\! Curar heridas es tan importante como infligirlas, ¿no?"
Of course.\! We're fortunate to have a priestess among us.,Claro.\! Tenemos suerte de contar con una sacerdotisa en nuestras filas.
"See that town?\! To win wars, we must secure objectives.\! Objectives can be towns, mines, stables, or military bases.\! Towns like this, or gold mines, provide gold.\! Any of our squads can capture objectives.","¿Ves esa ciudad?\! Para ganar guerras, debemos asegurar objetivos.\! Los objetivos pueden ser ciudades, minas, establos o bases militares.\! Las ciudades como esta, o las minas de oro, otorgan oro.\! Cualquier pelotón puede capturar objetivos."
"There. That's Eastwall Fortress, home base of the enemy.","Mira allí. Esa es la fortaleza de Muroriente, base de operaciones del enemigo."
"That's a heavily-fortified castle, like most home bases.\! It provides defensive bonuses to soldiers stationed there.\! Do not underestimate any base defender...\| even these clowns.\! There will be times when we are operating out of a Home Base. When that happens, you must defend it at all costs.\! If an enemy reaches our Home Bases, it will force us into defeat.","Es un castillo tremendamente custodiado, como todas las bases de operaciones.\! Los soldados que estén apostados ahí tendrán mayor defensa.\! No subestimes a ningún guarda de la fortaleza...,\| ni siquiera a esos payasos.\! Habrá veces en las que luchemos fuera de una base de operaciones. En esos casos, tendrás que proteger la base cueste lo que cueste.\! Si un enemigo llega a ella, habremos perdido el combate."
"We've secured an Iron Mine.\! With the 3 Iron we just gained, we can upgrade our troops to more advanced classes when between chapters.\! The resources are not consumed, just allocated, meaning we can change classes without any risk at all - feel free to experiment!","Nos hemos hecho con una mina de hierro.\! Con las 3 unidades de hierro que hemos ganado, podremos mejorar las tropas a clases más avanzadas entre un capítulo y otro.\! Los recursos no se agotan, simplemente pasan de unos a otros, así que podemos cambiar de clase sin reparos. ¡Prueba todo lo que quieras!"
