ENGLISH,ENGLISH
And if they get their hands on these weapons...?,¿Qué pasará si consiguen hacerse con esas armas?
"Then you'll be in a bind, won't you?","Pues que estaréis en un aprieto, ¿no?"
Beatrix...\| How exactly do you know all this?,Beatrix...\| ¿Cómo sabes todo esto?
"I had a feeling you'd ask, so full of curiosity, this one.\! I take it you've become acquainted with the Followers of Zanatus, hmm?","Tenía el presentimiento de que tu curiosidad te impulsaría a hacerme esa pregunta.\! Supongo que habéis oído hablar de los Seguidores de Zanatus, ¿no?"
We have.,Efectivamente.
"Oh, I know.\! You are a real thorn in their side, Avatar of Donar.\! Or, as they would say, the ""False One.""\! Once they found out I'm one of the Nephilim, they tried to make me one of them.\! Odd, I'd figure they would prefer just to kill me off.\! That's what happens when you fly too close to the sun, you get burnt, and I burned them quite handily.\! Stole all the secrets I could, and left to find my destiny, the magic of Cyrene.","Oh, ya veo.\! Para ellos, eres un verdadero incordio, avatar de Donar.\! O, como dirían ellos, Hereje.\! En cuanto descubrieron que era una nefilim, intentaron que me uniera a ellos.\! Me pareció extraño, pues pensaba que preferirían matarme.\! Pero cuando vuelas demasiado cerca del sol, te acabas quemando. Y la verdad es que los dejé bien chamuscados.\! Robé todos los secretos que pude y partí en busca de mi destino, la magia de Cyrene."
"...And here you are, falling into our lap.\! Seems a bit convenient for my tastes.","Y ahora estás aquí, como caída del cielo.\! A mí me parece demasiada casualidad."
"We live in a time of fate, darling.\! Is it so hard to believe that we Nephilim would find each other?","Es el destino el que manda, cielo.\! ¿Tan difícil resulta creer que los nefilim nos encontraremos?"
"Either way, you're Nephilim, and we fight together.\! ...Just don't disappoint us, Beatrix.\! You've gotta admit, we did not get off on the right foot.","Sea como sea, eres una nefilim y debemos luchar juntos.\! No nos decepciones, Beatrix.\! Tienes que reconocer que no hemos empezado con buen pie."
"Oh pish... bygones and all that.\! I do wonder, what besides favor with the heavens do I have to gain by lending you my considerable power?","Bah… Pelillos a la mar.\! Si os presto mi considerable poder, ¿qué voy a ganar, aparte del favor de los cielos?"
"All I can offer you is a target-rich environment.\! And that's my final offer, and don't pretend that's not exactly what you want.","Solo puedo ofrecerte un entorno rico en objetivos.\! Y es mi última oferta, así que no finjas que no es exactamente lo que quieres."
"Touche, Avatar of Donar!","¡Me has pillado, avatar de Donar!"
