ENGLISH,ENGLISH
"Here we stand at Mount Ptolomea, gateway to the heavens.\! Tell me, scholar, why do you serve the Zanatus cult?","Nos hallamos en el monte Tolomea, puerta de los cielos.\! Dime, erudito, ¿por qué sirves al culto de Zanatus?"
"T-to serve the true god, of course.\! To expose the lies of the Donari, to bring balance to this world...","P-para servir al dios verdadero, por supuesto.\! Para destapar las mentiras de los donari, para devolverle el equilibrio a este mundo..."
"Spare me the flowery words, scholar.\! We all have a price.\! You have been promised great rewards.","Ahórrate las florituras, erudito.\! Todos tenemos un precio.\! Te han prometido grandes recompensas."
The Grandmaster has already made me powerful.\! Have you questioned why you are still as you always were?,El gran maestro ya me ha otorgado su poder.\! ¿Te has preguntado por qué sigues siendo como siempre?
...\| Y-you were already a great warrior...\| The Grandmaster sought to make you his champion.\! The weapon and the will of Zanatus before he returns to this world.,...\| T-tú ya eras un gran guerrero...\| El gran maestro quiso transformarte en su campeón.\! El arma y la voluntad de Zanatus antes de regresar a este mundo.
"Sure, let's go with that.","Claro que sí, lo que tú digas."
A-And my gift is far different!,¡Y-y mi don es muy diferente!
"The language of the ancient Donari.\! Has anyone else commited their lives to the mastery of it, as you have?","La lengua de los antiguos donari.\! ¿Alguien más, aparte de ti, ha dedicado toda su vida para llegar a dominarla?"
W-what is the point of your questions?!,¡¿Q-qué pretendes con estas preguntas?!
"You killed the only other one. Oxley.\! No one could interpret the texts without decades of study.\! Yet the Grandmaster possesses knowledge even you do not have.\! Why do you think that is, Jebediah?","Mataste al único que quedaba. Oxley.\! Nadie podría interpretar los textos sin haber estudiado durante décadas.\! Y, pese a todo, el gran maestro posee un conocimiento que ni siquiera tú alcanzas.\! ¿A qué crees que se debe, Jebediah?"
"Y-you will not shake my resolve, Hand of Zanatus...\| The true god knows all and sees all!","N-no conseguirás que mi determinación se tambalee, Mano de Zanatus...\| ¡El dios verdadero todo lo sabe y todo lo ve!"
"I hope for your sake that someday you learn that only you can control your destiny.\! The Nephilim Army is winning the war, and they will be at Casamir's doorstep in a matter of weeks.\! Soon, we will all have to make a choice.","Espero que, por tu propio bien, algún día comprendas que solo tú eres dueño de tu destino.\! El Ejército Nefilim está ganando esta guerra y no pasarán muchas semanas hasta que llamen a la puerta de Casamir.\! Todos tendremos que tomar pronto una decisión."
