ENGLISH,ENGLISH
"Let us raise a glass, to my friend, \n[8]!","¡Hagamos un brindis, por mi camarada \n[8]!"
"Bet you all thought, \n[5] wouldn't make it this far, now ready to lead \n[27] first squad into battle. But I knew better!","Seguro que todos pensabais que nunca llegaría tan lejos..., y ahora se prepara para liderar \n[27] primer pelotón en combate. ¡Yo lo supe desde el principio!"
"Not in the celebrating mood, \n[8]?","¿No tienes ganas de celebrar nada, \n[8]?"
There's a lot on the line... the Empress's life is in our hands.,Hay mucho en juego... La vida de la emperatriz está en nuestras manos.
I'm not worried. I doubt these guys can keep up with you.,No estoy preocupado. Dudo que esos tipos estén a tu altura.
...It helps having a one man army in our midst.,Ayuda tener entre nosotros a alguien que vale por un ejército.
I'm just a man. We've got the gods on our side.,Solo soy un hombre. Los dioses están de nuestro lado.
"I'm going to trust in my soldiers, not some idea. Don't tell me you believe in those fairy tales now?",Prefiero confiar en mis hombres que en ideas abstractos. ¿No irás a decirme que ahora crees en esos cuentos de hadas?
"Don't underestimate the power of ideas. Look at how this empire's starting to forget the ideas that built it.\! With a proper leader, people would again feel a part of something. There would be no generals going rogue...","No subestimes el poder de las ideas. Solo tienes que ver cómo este imperio está empezando a olvidar aquellas que lo forjaron.\! Con el líder adecuado, la gente volvería a sentir que forma parte de algo. No habría generales rebelándose..."
"We've come a long way since the Academy, but now we face the real thing. Come, \n[8], let's brush up a bit.","Ha pasado mucho tiempo desde que dejamos la academia, pero ahora nos enfrentamos al mundo real. Venga, \n[8], vamos a hacer un pequeño repaso."
"\c[1]Imperial Army Encampment, Eastwall Province\|\|\|\|\|\^","\c[1]Campamento del Ejército Imperial, provincia de Muroriente\|\|\|\|\|\^"
